,Peripheral_Blood_13,Peripheral_Blood_15,Peripheral_Blood_20,unassigned,Peripheral_Blood_8,Peripheral_Blood_7,Peripheral_Blood_1,Peripheral_Blood_9,Peripheral_Blood_3,Peripheral_Blood_2,Peripheral_Blood_14,Peripheral_Blood_10,Peripheral_Blood_6,Peripheral_Blood_4,Peripheral_Blood_19,Peripheral_Blood_5,Peripheral_Blood_11,Peripheral_Blood_12,Peripheral_Blood_16,Peripheral_Blood_17,Peripheral_Blood_18,Peripheral_Blood_21
Rps24,2.81636007508083,1.81599432662591,1.84235077127709,1.74604934956968,2.21544561104058,1.43848607327387,3.05161355050234,1.88692266607081,1.91731317341173,2.52184483994587,1.94900255677101,1.83929827181997,0.67217066020022,0,2.11531878293348,0,1.80754880575338,1.7347604783973,1.63924609228766,2.04834696533478,1.36342088715606,1.66577096212888
Rps24-ps3,1.15822376184511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps27,3.80324611271872,3.72998499705497,2.36025524543633,2.79901897850369,3.11359220937494,2.66525482618714,4.05968944280421,2.96644838653847,2.67085165584007,3.78718063359067,2.27456903289861,2.1102855986994,0.983203348299756,1.07496984796694,2.27404220661557,0.940545543647533,2.48683560074255,1.95774940925271,2.61297977026269,2.6914499122234,1.45389030979249,2.4854463686426
Rps27rt,1.58653880353891,1.83750362131168,0.708435457061173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps28,2.6852572188175,1.90565334497424,1.59712388995423,1.04101179365351,1.1414285960393,0,1.75211826700107,1.17007580212406,1.21957572060047,1.31974302726234,1.64659324172618,1.51724303938434,0,0,0.762650595563356,0,1.27658883496723,1.44187696357077,1.11791820413186,1.48925637938941,0,0
Rps29,3.46205674646679,2.88559213205487,2.70873448883097,2.35532801145821,2.56577062905895,1.44536616488076,3.5106374313708,2.51816648742925,2.55408292742208,2.93429930535302,2.88808224017442,2.94577628484057,1.37406476906876,0,2.39593494924916,0.895283573590765,2.57975791187936,2.77179194047167,2.48047852904444,2.78370706579272,1.43342660586721,1.60745860330828
Rps3a1,2.40961127723503,2.04237498608923,1.36312621140212,1.50606679153273,1.91517887382666,1.39115194554039,2.68813811293428,1.49801265626492,1.649594282815,2.21769000305494,2.31134232375647,2.08360133017764,0.609180700185245,0,2.26358716226391,0,2.01682818507132,1.78327769400626,1.85072189887812,2.15414528256588,1.30036643884214,1.96843145442149
Rps6,2.01144978388223,1.36342088715606,0.861753504697962,0,0,0,1.29224667826601,0,0,0.983188225761733,1.15900720342328,0.944272174846968,0,0,0,0,0.69903941459144,0.740646644345802,0,0.915980111385825,0,0
Rps7,2.4435850332437,1.99902821018839,1.40586560946329,1.39115194554039,1.45043585807659,1.16143098274924,2.59010099271173,1.40066758344226,1.42012839677373,2.06108862323671,1.97093930285679,1.75794960905843,0,0,1.22281939072534,0,1.50048084779055,1.56192435729036,1.34412061447219,1.47794370931267,0,1.26590582004573
Rsad2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rtp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a10,0,0,0,0,0.857707407034687,0,0,0,0.271332876007651,0,0,0,0,0,0.373519055305598,0,0,0.966339466169884,0,0,0,0
S100a11,0,0,0.843977375533739,0.596244315690232,0,2.33171081815945,0,0,0,0,0,1.04430434753346,1.29428482507761,2.49757121559791,0,1.95719005755364,0,0.702813604239564,0,0.541303188234756,0,0
S100a4,0,0,1.83928938234453,0,0,0,0,0,1.67928929817551,0,0,0,0,0,0,0,0,0.92627659760775,0,0,0,0
S100a6,0,0,1.82136732694086,1.29224667826601,1.10448184959066,2.39562067539576,0,1.18441692180645,1.94814872097281,0,0,0,0,3.04760122771272,0,1.86667148672171,0,1.42078502018317,1.1267303447413,0,1.47321333335807,0
S100a8,0.760834323309799,1.20605807051328,0.566231222498413,3.54584380251149,2.15052700800041,5.84619174031262,2.05731401746587,2.04906623125728,1.8135219407116,2.54671332543757,3.02685692973999,4.67765837216764,7.16707063550979,7.36754077769329,2.19180265356167,7.33513714580723,4.50475994530982,3.82993863061989,4.74582381037707,4.38586685833985,6.84120936245779,1.98629235702455
S100a9,0,0,0.249477488061575,2.64112450479579,1.36342088715606,5.57014537813514,1.26981620631734,1.34265836247162,1.21838331416155,1.49770475350603,2.18622127626261,3.2847224807482,6.80514530276716,6.99638821213308,0.851501352278892,6.97344437781683,3.43382248716104,2.78981239697979,3.70912332518516,3.52038180336093,5.88109744218292,0.964081601460014
S1pr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1pr5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samhd1,0,0,0.857528469500033,0,0,0,0,0,0.635052771535539,0,0,0,0,0,0,0,0,0,0,0,0,0
Saraf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat1,0,0,0.795333351364023,0,0,0,0,1.06367722529026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Satb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selenow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sell,0.648288452517809,0,0,0,0,0.867484869308688,0,0,0,0,0,0,0,0,0,0,0,0.301982445464591,0.889433750955804,0,0,0
Selplg,0,0,0.249477488061575,0,0,0.958142633923116,0,0,0,0,0,0,0,0,0,0,0,0.50470340456253,0,0,0,0
Sept1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb1a,0,0,0,0,0,0,0,0,0,0,0,1.0449435059936,1.15504435281425,0,0,0.868408642334383,0,0,0,0,0,0
Serpinb6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sesn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh2d2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shisa5,1.30036643884214,1.35891396833157,0.823570230092757,0.833869802058313,1.33252891003075,1.1810922378222,1.45389030979249,0.982432044095369,0.932001017409415,1.43679386634892,0,0,0,0,1.23495971884745,0,0,0.398305399839163,0,0,0,1.06190960874617
Siglecg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirpb1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirpb1c,0,0,0.307802124174055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slamf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slfn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slfn4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slfn5,0,0,0.739990806875434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slpi,0,0,0,0,0,2.06209605058791,0,0,0,0,0,0.203984746412217,0,1.68225922385896,0,0.76726269365311,0,0.546053893618533,0,0,0,0
Smap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srgn,0,0,0.806740485214784,1.08367768115902,1.19570373364025,2.19548622289449,0.808817825796654,1.31833854134745,0.951019589379267,1.30036643884214,0.201701778121899,2.13762579421314,0,0.906337378001783,1.01978590342028,0,0.824816911060209,0,0,1.82389098250828,1.43342660586721,1.10114226182851
Ssh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stfa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stfa2l1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stk10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stk17b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbc1d10c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcf7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tecpr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436844853656249,0,0,0,0
Tgfbr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thy1,0.987750826910198,0,0,0,0,0,0.956705196143184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem176b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmsb10,2.94546683337114,2.00432997003499,2.44644676647593,1.50513265725872,2.10767956826195,1.35345822495292,2.4680286636347,1.39907191707591,2.16368050497722,1.84872166687954,0,0.328813852708458,0,0,1.45438661591094,0,1.8492129305595,2.41537939637622,1.3117650023011,0.592467906913334,1.4250825911686,1.17820594827312
Tnfrsf13c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnrc6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpd52,0,0,0.667184400609522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tppp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpt1-ps3,1.31693724609016,1.02507513079689,0.947872993846261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trac,0.801799272685711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbc2,1.17444929893284,0,0,0,0,0,1.43174936458295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treml4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim12a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim30a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim30b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim34a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trp53i11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsc22d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuba1b,0,0,0,0,0,0,0,0,0,0,1.58443687342595,1.0865127809443,0.667032648782257,0,0,0,1.74951152691944,1.47738406962498,0,0,0,0
Txk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txnip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrobp,0,0,2.59749260737577,1.76927670419331,2.32047394311719,2.88215411156124,0,2.62855754468918,2.55567947861665,1.09777210556297,0,1.1238985651372,1.44828597452819,2.43745084005284,0.372595656562928,1.91359199153183,0,2.05543274183124,2.3810135105231,1.84264849191583,1.75211826700107,0.395267998204093
Vim,0,0,1.15196640737171,0,0,0,0,0,1.10665735445769,0,0,0.2510722663423,0,0,0,0,0,1.04357548225822,0,0,0,0
Vpreb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95439769873417,0,0,0,0,0
Wdr89,1.66769492809826,1.12513760338346,0.743278377696525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc17,0,0,0.650004605444091,0,0,0,0,0,1.007245220404,0,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc21,0,0,0,0,0,0,0,0,0,0,0.222788884413886,1.21145365897899,2.9606390071812,2.60324428513507,0,3.21263057537732,0,0,0.553008444666996,0,2.25435254178242,0
Zap70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zbp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zdhhc18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,0,0,0.818710391330137,0,0,0.941262137804727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36l1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
