,unassigned,Fetal-Liver_1,Fetal-Liver_3,Fetal-Liver_8,Fetal-Liver_2,Fetal-Liver_11,Fetal-Liver_10,Fetal-Liver_7,Fetal-Liver_4,Fetal-Liver_5,Fetal-Liver_9,Fetal-Liver_6
Ms4a3,0,0,0,0,1.5582148380348,0,0,0,0,0,0,0
Mt1,1.96495939537694,2.22533156792118,0.629294705411541,4.37987708700824,1.17831161399783,1.100202949205,0,0,0.894692000191703,2.57739060501085,0.746823682840921,1.07839266057027
Mt2,0,1.18880432997312,0,2.34013509161342,0,0,0,0,0,1.5582148380348,0,0
Mtdh,0,0,0,0,0,0,0,0,0,0,0,0
Myl6,0,0,0,0,0,0.893063604342811,0,0,0.847407043067263,0,0.790143595885595,0.809950711766464
Ncl,1.21336350069797,1.09400971233843,1.30380847039779,0,0.830220344792751,1.09813038853066,1.25238752990623,0,0,0,0,0
Ndufa12,0.571650656422406,0.727691672775463,0,0,0,0,0.999467251044647,0,0,0,0,0
Ndufa2,0,0.61020236478948,0,0.74590925844526,0,0.796903234338788,0,0,0.663860169604641,0.987660792197304,0,0
Ndufa6,0,0,0.475157218492529,1.37125978750659,0,0,0,0,0.745818902581247,0,0,0
Ndufab1,0,0,0,0.744120527710292,0,0,0.365623081873261,0,0,0,0,0
Ndufb10,0,0.704867369099599,0.441469531529359,0.795233106967738,0,0,0,0,0,0,0,0
Ndufb11,0,0,0,0.943109159211447,0,0,0,0,0,0,0,0
Ndufb2,0,0.495470834106684,0,0.290595616541126,0,0,0,0,0,0,0,0
Ndufb6,0,0.557405325645506,0.304895371983636,0,0,0.893063604342811,0,0,0,0,0,0
Ndufb7,0,0,0,0,0,0,0,0,0,0,0,0
Ndufc1,0,0.817302970833433,0.612869902433696,1.04486348975934,0,0.707083878329021,0.455228207897227,0,0,0,0.273241643171331,0
Ndufs6,0,0,0,0,0,0,0,0,0,0,0,0
Ndufs7,0,0.687107755581636,0,0,0,1.00798237792941,0,0,0,0,0,0
Ndufv2,0,0,0,0.59263894547059,0,0,0.223065443083193,0,0,0,0,0
Ndufv3,0,0,0,0,0,0,0,0,0,0,0,0
Necap2,0,0,0,0,0,0,0,0,0,0,0,0
Nedd8,0.610408386760703,0.729168413467133,0.865919037581755,0.734539172177123,0.803165066853575,0.893063604342811,0.916829602102727,0,0.801729906601582,0,0,0.975797253045473
Ngp,0,0,0,0,0,0,0,5.85259584914117,0,0,0,0
Nhp2,1.38184233855046,1.28046226774807,1.29221628766483,0,0.943897236497914,1.24798301524789,1.1868628129706,0,0.915977162376023,0,0.873183739616919,0
Nkg7,0,0,0,0,0.96028543427119,0,0,0,0,0,1.10691838801942,0
Nop10,1.29298955743141,1.18272689367371,1.23769100527717,0,1.08586474822154,0.646916801160494,0.393199175076483,0,0.285735146281755,0,0.334744927075585,0
Nop56,0,0,0,0,0,0,0,0,0,0,0,0
Nop58,0,0,0,0,0,0,0,0,0,0,0,0
Npc2,0,0,0,0,0,0,0,0,0,0,0,0.949280408289824
Npm1,2.34577591567301,2.19855962829133,2.36498024757196,0.869499333842447,1.54808924620797,1.71437378169729,2.03866760504203,0,1.34372936301149,0,1.10584851605473,0.878555571847749
Npm3,0,0,0,0,0,0,0,0,0,0,0,0
Nsun2,0,0,0,0,0,0,0,0,0,0,0,0
Nusap1,0,0,0,0,0,0,0,0,0,0,0,0
Nxpe2,0,0,0,0,0,0,0,0,0,0,0,0
Ociad1,0,0,0,0,0,0,0,0,0,0,0,0
P4hb,0,0,0,1.71093721915517,1.18555484797355,0,0,0,0.873761425071378,0,1.41494403732036,0.957686003508874
Pa2g4,0.794073900697359,0.790566061384661,1.05786861072382,0,0,0,0,0,0,0,0,0
Pabpc1,0.875050130040612,0.848379958986001,1.22107288427257,0,1.01436647132392,0,0.780540300337616,0,0.909535657249468,0.790915415294716,1.06207195144557,0
Paics,0,0,0,0,0,0,0.780540300337616,0,0,0,0,0
Park7,1.04510134024817,0.943226954017597,1.18739097744516,0.231286313303821,0.859839448648108,0.939391874056522,1.10998859064637,0,0.712255131092438,0,0.71189075682331,0
Pcbp1,1.08451957985937,1.09469424065507,1.11177022983065,0.23229034106872,1.04510134024817,1.2968968605246,0.977322312076447,0,0.971408607568303,0,0.931130644217112,0
Pcbp2,0,0,0.530100484448282,0,0,0,0.365623081873261,0,0,0,0,0
Pclaf,0,0,0,0,0,0,0.933227100001177,0,1.0268042327738,0,0.363551342618168,0
Pcna,0,0,0,0,0,0,0,0,0,0,0,0
Pdap1,0,0,0,0,0,0,0,0,0,0,0,0
Pdcd5,0,0,0,0,0,0,0,0,0,0,0,0
Pdia3,0,0,0,0.837360129813533,0.830220344792751,0,0,0,0,0,0,0.697855440579828
Pdia6,0,0,0.870770459917883,1.33976464533603,1.29104530199795,1.70631975787088,0,0,0.926865060514064,0,1.1399814580367,1.3263120590899
Pf4,0,0,0,0,0,4.92228355469384,0,0,0,0,0,0.715406164244283
Pfdn1,0,0,0,0.534333669998183,0,0,0,0,0,0,0,0
Phb2,1.12864274736349,1.08150566633898,0.979700267533904,0.569162620608268,0,0,0,0,0.728641719108633,0,0,0
Phf5a,0,0,0,0,0,0,0,0,0,0,0,0
Phgdh,0,0,0.305720309055804,0.906504036605598,0,0,0,0,0,0,0,0
Pkm,0,0,1.20669473054882,0,1.25891978463284,0.590288990341883,1.30930791115283,0,1.58373005587053,0,1.38540230649098,1.31245156868036
Pla2g12a,0,0,0,0,0,0,0,0,0,0,0,0
Plac8,0,0,0.949979006606158,0,2.22486340477102,0,1.04356246311992,0,1.182476463644,0,1.38594037263444,0
Pnpo,0,0,0,0,0,0,0,0,0,1.68179243572695,0,0
Polr2j,0,0,0,0,0,0,0,0,0,0,0,0
Polr2l,0,0,0,0,0,0,0,0,0,0,0,0
Ppia,1.52966120094979,1.37848336753032,1.79519508639182,1.17915827989576,1.65387041342786,1.83646820846569,1.72117310452311,0,1.61635191234173,0,1.47682365995452,1.09079706088412
Ppid,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1ca,0.800469108386828,0.76588963663805,0.898261591468211,0.712863652752195,1.09400971233843,1.33150166211049,1.53075783337367,0,1.34161853621192,0,1.41642806221001,0
Prdx1,1.16254488008395,1.04572342313629,1.51810184883888,2.66286299424003,0.546812886640546,1.47454733222543,1.82253942613188,0,1.55605106092923,0,1.27984104270874,2.33525795654242
Prdx2,1.63988282112955,2.12793613103386,0.898261591468211,0.930776813302278,0,0,1.05288255959081,0,0,3.10044370509155,0.41299776613787,0.686764840722038
Prdx5,0,0,0,0,0.991545270657225,0,0,1.70011353577679,0.665607458129933,0,0,0.82606463662272
Prdx6,1.51580828085736,1.41998969231228,0.989167194532582,0.827969664689811,1.07784571073598,0,1.0667335959596,0,0.662869992414627,0,0.665073919455446,0
Prtn3,0,0,1.0712990205919,0,2.692631930223,0,0,0,0.664357505895069,0,0,0
Psap,0,0,0,0,0,0,0,0,1.18612951947524,0,0,1.64684154516666
Psma1,0.774830577306979,0.888599893236255,0.737577547801299,0,0.537096709659256,0,0.796542066055726,0,0.955457741591504,0,0,0.715406164244283
Psma3,0,0,0.520892272401905,0.23229034106872,0,0.707083878329021,0,0,0,0,0,0
Psma4,0,0,0,0,0,0.642769679141707,0,0,0,0,0,0
Psma5,0,0,0,0,0,0,0,0,0,0,0,0
Psma6,0,0,0.584113291448622,0,0,0,0,0,0,0,0.739816604306658,0
Psmd14,0,0,0,0,0,0,1.0667335959596,0,0,0,0,0
Psmd4,0,0,0,0,0,0,0,0,0,0,0,0
Psmd7,0,0.742432662540818,0,0,0,0,0,0,0,0,0,0
Rac2,0,0,0.896895776684867,0,1.31631172257589,0.452789311133031,0.797809604872575,1.60641900867858,1.16890714928217,0,1.40594215089716,1.09265449794137
Raly,0,0,0,0,0,0,0,0,0,0,0,0
Ran,1.54713240787712,1.53881492072221,1.52866078482357,0.884878168150202,1.25891978463284,1.68698211655448,1.63456575021235,0,1.26714205084239,1.11708355532544,0.813144732690478,1.02643862951276
Ranbp1,1.65138285067163,1.66812496822745,1.64281161973923,0.825159125795313,1.29056021150478,1.09813038853066,1.87357200180207,0,1.3932317233258,0.818801202628783,1.17296766505545,0.770769538633759
Rbm39,0,0,0,0,0,0,0,0,0,0,0,0
Rbm8a,0,0,0,0,0,0,0.796542066055726,0,0,0,0,0
Rbp4,0,0,0,4.53368333981176,0,0,0,0,0,0,0,0
Rbx1,0.876342758387137,0.837230308954727,0.897574068480807,0.752955284525064,0.790915415294716,0.707083878329021,1.18185158594322,0,0.858120104533654,0,0.334744927075585,0.843449941984504
Reep5,0,0,0,0,0,0,0,0,0.550598262913752,0,0.7622298399393,0.819942948214553
Rfc2,0,0,0,0,0,0,0,0,0,0,0,0
Rfc4,0,0,0,0,0,0,0,0,0,0,0,0
Rfesd,0,0.90144466173103,0,0,0,0,0,0,0,0.966056005847864,0,0
Rgcc,0,1.00339165240561,0,0,0,0,0,0,0,1.21891995869548,0,0
Rhd,0,0.800469108386828,0,0,0,0,0,0,0,1.53316775165545,0,0
Romo1,0,0,0,0,0,0,0,0,0,0,0,0
Rpa2,0,0,0,0,0,0,0,0,0,0,0,0
Rpl10a,0.704315454300837,0.723880575464138,0.729338796310283,0,0.659932684838851,0.590288990341883,0.797231690985822,0,0,0,0.739816604306658,0
Rpl12,0.994900185265075,1.01788431481167,0.944215610227899,0,0.903507911635216,0,0.797231690985822,0,0.625183688538911,0,0.334744927075585,0
Rpl15,1.11494381139605,1.12937354687732,1.10438016343207,0.950784231349453,0.96028543427119,1.100202949205,0.960084596789496,0,0.943696366298573,0,0.607986570246915,0
Rpl27a,0.878072397812883,1.01495101990635,0.834936493234166,0.572626310404461,0.699931661190827,0.949464941288788,0,0,0,0,0.273241643171331,0.64177838936464
Rpl30,1.24528026576367,1.20575782846906,1.18152446600795,0.870023177423945,1.12283191593562,1.08586474822154,1.30674118110997,0,1.02649606695426,0,0.603570635551192,0
Rpl39,1.33740408694927,1.33670677784502,1.28790998903433,0.961084667032505,1.05198702792554,1.24798301524789,1.2201259043553,0,1.16414606184538,0.949464941288788,1.06207195144557,0
Rpl5,1.58342123079058,1.51855693317279,1.57988363399952,0.961084667032505,1.17037226839682,1.24798301524789,1.2302740499104,0,1.1271885733907,0,1.20818936698029,0.79853357063416
Rpl6,1.36961129681971,1.4211812031671,1.40122361468105,0.943109159211447,1.1586723968344,1.50357233256093,1.20561290341669,0,1.33170060447696,0.933453506873216,1.09034350766981,0.937301326107902
Rpl7a,0,0,0,0,0,0.597698833643709,0,0,0,0,0,0
Rps10,0.981620066658833,1.03586187474088,0.982181511563613,0,0,0.646916801160494,0.512797086193389,0,0.883300372639571,0,0,0
Rps6,0.755244419158032,0.8214367245675,0.863844232440299,0,0.608764153268689,0.590288990341883,0.365623081873261,0,0,0,0,0
Rrm1,0,0,0,0,0,0,0,0,0,0,0,0
Rrm2,0,0.710716191929454,0,0,0,0,0.818949734373694,0,0,0.897573832137658,0,0
Rsl1d1,0,0,0,0,0,0,0,0,0,0,0,0
S100a11,0,0,0,0,0.738462635192334,0,0,1.10787301953243,0,0,0,0
S100a8,0,0,0,0,4.05370786698145,0,0,7.18528037352655,1.306678338969,0.966056005847864,0,0
S100a9,0,0,0,0,1.12355483175275,0,0,5.88244925703562,0,0,0,0
Sap18,0,0,0,0,0,0,0,0,0,0,0,0
Sec61b,0,0,0.745222687168139,1.09343996910818,1.03953714341058,0.642769679141707,0.797231690985822,0,0.887260248416055,0,0,0
Sec61g,0,0,0,0,0,0,0,0,0,0,0,0
Sec62,0,0,0,0,0,0,0,0,0,0,0,0
Selenoh,0,0,0.909612585953094,0,0.525127678353068,0,0.870145426361582,0,0,0,0.273241643171331,0
Selenop,0,0,0,1.92552073262396,0,0,0,0,0,0,0,1.31491539597285
Selenow,0,0.601474971421391,0,0,0,0,0,0,0,0,0,0
Sem1,0,0,0,0,0,0,0,0,0.664108649721526,0,0,0
Serbp1,1.7427775025594,1.83054032467806,1.57434447676682,0.818248616393702,1.4417727109068,1.50357233256093,1.71432947202957,0,1.21235494378871,1.17911180339191,1.25519850495877,1.05508995170202
Serf2,0,0,0,0.652145337731526,0,0,0,0,0,0,0,0
Serinc3,0,0,0,0,0,0,0,0,0,0,0,0
Serp1,0,0,0,0.818248616393702,0,0.452789311133031,0.7696555977826,0,0.849332548682014,0,0,0.995560737052164
Serpina6,0,0,0,3.68319201434549,0,0,0,0,0,0,0,0
Serpinb1a,0,0,0,0,1.67492775725897,0,0,1.19125381362669,0,0,0,0
Set,0,0,0,0,0,0,0,0,0,0,0,0
Sfxn1,0,0.49012572891357,0,0,0,0,0,0,0,0,0,0
Sh3bgrl3,0,0,0.742125857320358,0,1.17911180339191,0.949464941288788,0,1.2747671799265,1.34689550778101,0,1.3549146169154,0.831659657339574
Siva1,0,0,0,0,0,0,0,0,0,0,0,0
Skp1a,0,0,0.590901237170334,0,0,0.939391874056522,0,0,0,0,0,0
Slc25a3,0.71410305454803,0.767858214384602,0.828633243710918,0.638915608469012,0,1.17951232824468,0.758132632019648,0,0,0,0,0.796201885764526
Slc25a4,0,0,0.865919037581755,0.942394905061884,0,0.707083878329021,0,0,0.670740182442691,0,0,0.80761902689683
Slc29a1,0,0,0,0,0,0,0,0,0,0,0,0
Slc4a1,0,0,0,0,0,0,0,0,0,1.08924300288836,0,0
Smdt1,0,0,0,0.818248616393702,0,0,0,0,0.831440324955839,0,0.607986570246915,0.844386597665088
Smim1,0,1.00740614873958,0,0,0,0,0,0,0,1.21891995869548,0,0
Snhg3,0,0,0,0,0,0,0,0,0,0,0,0
Snhg5,0,0,0,0,0,0,0,0,0,0,0,0
Snrpa1,0,0,0,0,0,0,0,0,0,0,0,0
Snrpd1,0.992102789469831,0.920849686844966,1.05885245842377,0,0.790915415294716,1.01906258168081,1.08681745780669,0,0.865624902135057,0,0,0
Snrpd2,0,0,0.207986665973748,0,0,0,0,0,0,0,0,0
Snrpd3,1.49486812349062,1.49088765791064,1.60817565452408,0.721625664453618,1.24258991077351,1.24798301524789,1.7190836605819,0,1.22760656285526,0.860254613301679,1.32786553161843,0.982439990777766
Snrpe,0.767858214384602,0.913266831244624,0.918722278495913,0,0,0.452789311133031,0.821570922346042,0,0.712255131092438,0,0.635912417730263,0
Snrpf,0,0,0.729938648651703,0,0,0,0,0,0,0,0,0
Snx3,0,0.818801202628783,0,0,0,0,0,0,0,1.0022507576328,0,1.0913269054847
Spc24,0,0,0,0,0,0,0,0,0,0,0,0
Spcs2,0,0,0,0.77355758754281,0.537096709659256,0.949464941288788,0,0,0,0,0.273241643171331,0
Spi1,0,0,0,0,0,0,0,0,0.97876491048026,0,0,0.844386597665088
Srgn,0,0,0.622873944938484,0,2.0671340661956,0,0,0,0,0,2.45264720377928,0
Sri,0,0,0,0,0,0,0,0,0,0,0,0
Srm,0.810629985019272,0,0.831253191675763,0,0,0.642769679141707,0.999467251044647,0,0,0,0,0
Srsf11,0,0,0,0,0,0,0,0,0,0,0,0
Srsf2,0.796548437647263,0.8214367245675,0.656341939637894,0,0,0.707083878329021,0.365623081873261,0,0,0,0,0
Srsf3,1.22035338224696,1.13896526111185,1.2267089965646,0,1.04076828490613,0.893063604342811,1.1868628129706,0,0.996872193605756,0.845965109321916,0.987158219125664,0.80761902689683
Srsf6,0,0,0,0,0,0,0,0,0,0,0,0
Srsf7,1.03100344942113,0.964475092958873,1.23694441358216,0,0.909057897362421,0.769176364060987,1.24378558501524,0,0.629104481372369,0,1.02951495891696,0
Ssna1,0,0.686060673162615,0,0,0,0,0,0,0,0,0.987158219125664,0
Ssr2,0,0,0,1.25181228999176,0.785019100292774,0.597698833643709,0,0,0,0,0.707474822127587,0
Ssrp1,0,0,0,0,0,0,0,0,0,0,0,0
Stfa1,0,0,0,0,3.38865557525521,0,0,5.97402936722036,0.95316844796716,0,0.899005393236966,0
Stfa2l1,0,0,0,0,0,0,0,2.76536660451583,0,0,0,0
Stfa3,0,0,0,0,0,0,0,2.54053035741868,0,0,0,0
Stmn1,0.861086182051183,0.774495621411383,1.27335200692681,0,0.90581187957265,0,1.74331827527848,0,0.937482233770446,0,0.760418169970478,0
Svbp,0,0,0,0,0,0,0,0,0,0,0,0
Tagln2,0,0,0.752725573818261,0,0.96028543427119,0.452789311133031,0.758132632019648,0,1.01571612512808,0,1.83448784359773,0
Taldo1,0.728281635498824,0.767858214384602,0,0,0.909290675514165,0,0,0,1.10159655076038,0.967642303126673,1.52198508702123,1.38639704654385
Tango2,0,0,0,0,0,0,0,0,0,0,0,0
Tceal9,0,0,0,1.48076742080129,0,0,0,0,0,0,0,0
Tecr,0,0,0,0.868577193624869,0,0,0,0,0,0,0.698296269693753,0
Timm13,0,0.400526798607235,0,0,0,0,0.392509550146387,0,0,0,0,0
Timm17a,0,0,0,0,0,0,0,0,0,0,0,0
Tipin,0,0.73664490875205,0,0,0,0,0,0,0,0,0,0
Tmbim6,0,0,0,0,0.802624386095999,0,0,0,0,0,0,1.02725855363169
Tmed3,0,0,0,0,0.899846624557108,0,0,0,0,0,0,0
Tmed9,0,0,0,0,0,0.707083878329021,0.223065443083193,0,0,0,0,0
Tmem14c,1.19371398300484,1.80086716187601,0,0.231286313303821,0,1.44054359208343,0.365623081873261,0,0.728641719108633,2.17224469360792,0.665073919455446,0.570499968539497
Tmem234,0,0,0,0,0,0.452789311133031,0,0,0,0,0,0
Tmem256,0,0,0,0.943109159211447,0.950484569513153,0,0.945682595390883,0,0.914915099829198,0.7724920961276,0.330328992379861,0
Tmem258,0,0.608559255906253,0,1.08925890392346,0.537096709659256,0.796903234338788,0,0,0,0,0.362670774558933,0
Tmsb10,0,0,1.14075305941946,0,0,0,1.6536676642159,0,1.69324488259433,0,1.53805841921191,0
Tmsb4x,1.09332608013497,0,3.02654964529435,0,4.39640452764509,4.99475661756608,3.20861238182381,4.88280415801238,4.99680694779333,0.769506625605954,5.39114354779545,5.62025327886349
Tomm40,0,0,0,0,0,0,0,0,0,0,0,0
Tomm5,0,0,0.241674352936919,0,0,0,0,0,0,0,0,0
Tpi1,0,0,0,0.734539172177123,0,0,0,0,0.634237205685127,0,0,0
Tra2b,0,0,0,0,0,0.642769679141707,0,0,0,0,0,0
Trf,0,0,0,3.9851531890156,0,0,0,0,0,0,0,0
Trmt112,0,0,0,0,0,0,0,0,0,0,0,0
Tsn,0,0,0,0,0,0,0,0,0,0,0,0
Tspo,0,0,0.521433738581193,0,1.03769611575358,0,0,0,1.43139720550792,0,1.0276516193121,0
Tspo2,0,0,0,0,0,0,0,0,0,0,0,0
Ttr,0,0,0,4.33316477439892,0,0,0,0,0,0,0,0
Tuba1c,0,0,0,0,0,0.796903234338788,0,0,0,0,0,0
Tuba4a,0,0,0,0,1.04510134024817,1.2968968605246,0,0,0,0.897573832137658,0,0
Tubb4b,1.12066901667511,1.21634875985939,0.908176101768016,0,0.727397057262124,1.100202949205,0.365623081873261,0,0.80643437530895,1.49553378370044,0.969801684137561,0
Tubb5,1.00054446492414,1.08653864316212,1.06182681526626,0,0,0,1.14229384347396,0,0.996872193605756,0.990432183898071,0.377145829747725,0.334744927075585
Txn2,0,0.726221027008486,0,0.652145337731526,0,0,0,0,0,0,0,0
Txnl1,0,0,0,0,0,0,0.365623081873261,0,0,0,0,0
Tyms,0,0,0,0,0,0,0,0,0,0,0.635912417730263,0
Tyrobp,0,0,0,0,0.737855708832505,0,0,1.54880772525227,1.73677487814601,0,2.03038703756275,2.06486764021834
U2af1,0,0,0,0,0,0.452789311133031,0,0,0,0,0,0
Ubac1,0,0,0,0,0,0,0,0,0,0,0,0
Ubc,0,0,0,0,0,0.590288990341883,0,0,0.641939199603331,0.637773783361766,0,0.901476351485039
Ube2c,0,0,0,0,0,0,0,0,0,1.19866667435227,0.713601332602614,0
Ube2d3,0,0,0.649195633647382,0,0.655376474774125,0,0.916829602102727,0,0.712914412967386,0,0,0.286912027028572
Ube2l6,0,0,0,0,0,0,0,0,0,1.05896811786555,0,0
Ubl5,0,0,0,0,0,0,0.84842738297371,0,0,0,0.362670774558933,0
Uchl3,0,0,0,0,0,0.646916801160494,0,0,0,0,0,0
Ucp2,0,0.671985971869267,0,0,0,0,0.977322312076447,0,0.934719832923878,1.0781773628269,0,0
Uqcc2,0,0,0,0,0,0,0,0,0,0,0,0
Uqcr11,1.04076828490613,1.06734434293753,1.09061156332552,1.01596296699223,0.777520942939561,0,0,0,0.66825119684427,0,0,0.283587941510925
Uqcrfs1,0,0.663331353427717,0,0.837360129813533,0,0,0,0,0,0,0,0
Urod,0,0.580632050852334,0,0,0,0,0,0,0,1.22932094474776,0,0
Vamp5,0,0,0,0,0,0,0,0,0,0,0,0
Vamp8,0,0.610614549968182,0,0,0.695872080656669,0.796903234338788,0,0,0.757354805573684,0.852028944970282,0,0.352019913646453
Ybx1,1.54665447379702,1.47843344161593,1.67158779826989,0.922572841863827,1.58745670677496,1.24798301524789,1.63106929127946,0,1.46250330185183,0,1.13412007227898,1.0715847222206
Ywhab,0,0,0.23348286555561,0,0,0.452789311133031,0.859260723806566,0,0.909535657249468,0,0.850608707784526,0
Ywhae,0,0,0.781039680826723,0,0,0.452789311133031,0.818949734373694,0,0,0,0,0
Ywhah,0,0,0,0,0,0.893063604342811,0.392509550146387,0,0.550216257767965,0,0.385084010191574,0
Zfp706,0,0,1.04830717542491,0,0.745516343581917,1.01906258168081,0.919753433780286,0,0.914915099829198,0,0,0.831659657339574
