,Thymus_7,unassigned,Thymus_1,Thymus_4,Thymus_2,Thymus_3,Thymus_5,Thymus_6,Thymus_8
Rpl31,1.04809368268186,1.38314317605977,1.32228046630715,1.24781269424937,1.12011362598466,1.0630965267269,1.38940533874409,1.23728037739482,1.34315988292577
Rpl34,0.898406411404258,1.40372095565649,1.3096783691261,1.18283622570061,1.2004158030278,1.12360903021469,1.46256161592379,1.26045013340759,1.47255657761918
Rpl35,1.0630560791823,1.19378799818501,0,0.93031650082374,0,0.844087344650484,1.11911883009252,1.22392684920946,1.01655727705445
Rpl35a,0.873130158793766,1.28058548297672,0,0.880189220554156,0,0.790310780803171,1.08126153767819,1.12864273443161,1.01163985643729
Rpl36,1.17842759802763,1.36774997225567,1.33082696255914,1.25917416057154,1.21204965455227,1.02363954305556,1.44864589541401,1.55821030486216,1.69964148343
Rpl36a,0.920745111088581,1.18339474039083,1.07849549117327,0,0,0.666138742311654,1.12360903021469,1.36698996319692,0.866234116741071
Rpl36al,0,0,0,0,0,0,0,0,0
Rpl37,1.66481732334073,1.49128259916166,1.40694549333976,1.22212953034652,1.27697053077091,1.09722075427383,1.65224750605617,1.56215589322394,1.52434312467515
Rpl37a,1.36869565742864,1.59520073619452,1.38470301819441,1.37540029258248,1.30416554532579,1.1604061316359,1.64938337912513,1.49434509151611,1.89014369597643
Rpl38,0.333375671168,1.23544127446117,0.846306394339514,0.959643275191836,0,0.710555098978151,1.08126153767819,1.09058992651574,1.30469838691593
Rpl39,1.21496668633663,1.40211465207862,1.08964950987767,0,0,0.858156197055086,1.11269906944441,1.27205884869218,0.984515616941668
Rpl5,0.246723047850965,0.765517761014176,0,0,0,0,0.771910796178863,0.520678967025951,0.883916852432718
Rpl6,0.743957059668314,1.19811421802705,0.923105786747191,0.924271738147606,0.850790255078013,0.751740143563894,1.13782386496046,1.21617862484623,0.8150319058049
Rpl7a,0.841572839099265,0,0,0,0,0.388131173114563,0.724031292616077,0.718817471288272,0.809679954461289
Rpl9,1.14135793990829,1.34387081691099,1.10878670472031,1.17178156620238,1.07028544425225,0.977528628591668,1.33731483841226,1.36927271621814,1.39666154880903
Rplp2,1.23637976858934,1.53968900854794,1.28522736979801,1.29057648613878,1.11862594180589,1.14091924335758,1.39731941465225,1.44350110433557,1.80811235701835
Rps10,0.735899187246648,1.19183979234957,0,0,0,0.730967038940968,0.944744280722889,1.05483590879274,0.8150319058049
Rps12,0.955761831223866,1.37232915624795,1.13782386496046,0,0,0.579451287313774,1.06802801356715,1.11450193397181,1.17295699077666
Rps13,1.31226606316075,1.50361526523875,1.33949254154136,1.25917416057154,1.22935383579637,1.08033787411624,1.38940533874409,1.39295469989348,1.78578486480178
Rps16,1.14144896974536,1.50423773220539,1.28124642248521,1.28124642248521,1.21087530532001,1.32369672339245,1.45123321105704,1.57391893985947,1.59811017649948
Rps16-ps2,0.45517026837475,0,0,0,0,0,0,0.732618748381253,0.786836850351408
Rps17,0.760015883842986,1.40533123082531,1.1772815214817,1.10490308275057,1.05909711455952,1.05909692131512,1.13628278745028,1.1728772181584,1.22721770207477
Rps18,1.06690631998867,1.38940533874409,1.30691264991013,1.33731483841226,1.14195497573052,1.05425099074775,1.86354403445184,1.76461905117604,1.75047866325654
Rps2,1.14144896974536,1.39414216272755,1.26558163479565,1.15773189642787,0.868603229583697,0.911773449538377,1.38003480075005,1.81746172207105,1.34834211879043
Rps21,1.19920745960398,1.34533706435616,0.990183736286031,0.948248037624301,0.813733126719007,0.730967038940968,1.08126153767819,1.05512862203219,1.13916233481393
Rps23,1.22062054185669,1.55058382707232,1.33082696255914,1.34975645236896,1.20156644670217,1.22935257075451,1.6743805465878,1.66591631409636,2.02071572876277
Rps25,1.08594586451792,1.38314317605977,1.20678367495494,1.15773189642787,1.02076617194304,0.866831701574953,1.194113353517,1.35346312474522,1.25775587149947
Rps27l,0,0,0,0,0,0.57285040986185,0,0.546074180592265,0
Rps28,1.35492758173907,1.46256161592379,1.20156615371239,1.18619568610074,1.05909711455952,1.04083994421565,1.49403822667655,1.57465597946123,1.65299036835029
Rps29,1.6198788999501,2.390992029773,1.49128259916166,1.86154218374988,1.67045172009985,1.87109473188602,2.41052572660278,1.9881509051397,2.62745669254077
Rps4x,1.15842782036632,1.31245661727684,1.0598943256024,0.978779009549397,0,0.885346520076663,1.1794967853681,1.20214352179757,1.14408118121805
Rps5,1.2422833080358,1.3482798692196,1.3096783691261,1.11368169079917,1.08357981800627,1.07073812812648,1.38210537915815,1.35346312474522,1.54146298855332
Rps6,0,0.685080794328917,0,0,0,0.457989693391928,0.701725286630762,0.854168497385793,0.839325868626974
Rps7,1.38865405763827,1.55726929666783,1.33659062093911,1.36320347807834,1.31385046795314,1.23421842304395,1.82107537217595,1.89573202306878,1.9300618332964
Rps8,0.43283725054954,1.31524748487798,1.19297542866971,1.06847870304771,0.894953822042489,0.828882702405241,1.21617862484623,1.10684132160841,0.949972699132486
Rpsa,0.72946135676267,1.46962879138522,1.40533123082531,1.27336276630023,1.21855160967804,1.084972780557,1.43081035815925,1.53870686285892,1.66934947452491
Rrm2,0,0,0,0,0,0.914049458903637,0,0,0
Rrp1,0,0,0,0,0,0,0,0,0
Rsrp1,0.0999710611573465,0,0,0,0.766656989675524,0,0,0.614334693070832,0
Rtn3,0,0,0,0,0,0,0,0,0
S100a10,0,0,0,0,0,0,0,0,0.856463175391505
S100a13,0,0,0,0,0,0,0,0,0
S100a8,0,0,0,0,0,0,0,0,0
S100a9,0,0,0,0,0,0,0,0,0
Saraf,0.147261468469425,0,0,0,0,0,0,0,0
Satb1,0,0.598014347761905,0.692870057089721,1.34240798908137,1.39255936270153,1.16130043770796,0.829416028634241,0,0
Selenoh,0,0,0,0,0,0.550900036825921,0,0,0
Selenok,0,0,0,0,0,0,0,0,0
Selenow,0,0,0,0,0,0,0,0.474022289377906,0
Sell,0,0,0,0,0,0,0,0.359142746807074,0
Selplg,0.45517026837475,0,0,0,0,0,0,0,0.753249293756484
Sem1,0,0,0,0,0,0.689074718411423,0,0.67811534843319,0
Sept1,0,0,0,0,0,0,0,0.256044969650134,0
Serbp1,0,0,0,0,0,0.668533832940581,0,0.799109848806132,0.844205977728763
Serinc3,1.03675697636064,0,0,0,0,0.683999714531436,0,0.573604263316684,0.927944560120177
Sh2d1a,0,0,0,0,0,0.699835288216734,0,0,0
Sh3bgrl3,1.15480271558142,0.845195371554108,1.20445887276028,0.849657563320053,1.14040236402955,0.941960518449815,1.01830869972089,0.829282630983748,1.80476270845038
Shisa5,0.187758597786046,0,0,0,0,0,1.41018604386535,0,1.35273578262955
Sin3b,0,0,0,0,0,0,0,0,0
Sit1,0,0,0,0,0,0,0,0,0
Skap1,0,0,0,0,0,0.534266661431006,0,0,0.555953106440867
Skp1a,0.246723047850965,0,0,0,0,0,0,0,0
Sla,0,0,0,0,0,0,0,0,0
Slc25a3,0,0,0,0,0,0,0,0,0
Slc25a4,0,0,0,0,0,0,0,0,0
Slfn2,0,0,0,0,0,0,0,0,0
Smarcd2,0,0,0,0,0,0,0,0,0
Smc4,0,0,0,0,0,0.613756884742725,0,0,0
Snrpb,0,0,0,0,0,0.703244796606705,0,0,0.636148018837705
Snrpd1,0,0,0,0,0,0,0,0,0
Snrpd2,0,0,0,0,0,0,0,0,0
Snrpd3,0,0,0,0,0,0.433662595209001,0.416762390667964,0.442715972687938,0
Snrpe,0.39398451632039,0.483626465016049,0.343158018099929,0,0,0.683999714531436,0,0.521300264794167,0
Snrpf,0,0,0,0,0,0.661568609870962,0,0.520678967025951,0.236840146766306
Snrpg,0.186114202698575,0.715252565009385,0,0,0,0.724637860512928,0.678646026939619,0.738039865012323,0.78074206583854
Socs1,0,0,0,0,0,0,0,0,0
Son,0.692073474034993,0,0,0.538882792261353,0,0.55194540237295,0,0,0.580648598937312
Sp100,0,0,0,0,0,0,0,0,0
Spcs1,0,0,0,0,0,0,0,0,0
Spcs2,0.187758597786046,0,0,0,0,0,0,0,0
Spint2,0,0,0,0,0,0.584896393816284,0,0,0
Srgn,0,0,0,0,0,0,0,0,0.212556018761268
Srp14,0,0,0,0,0,0,0,0,0
Srsf2,0,0,0,0,0,0.765065259816108,0,0,0
Srsf3,0.269496841925807,0.893355858660363,0.733032867725723,0,0,1.12461199561243,0.485415041439251,0.847420425504331,0
Srsf5,0.39456142322236,0,0,0.789827762965221,1.06938127589409,0.583590552535664,0.665457635186085,0.858442499773835,0
Srsf6,0,0,0,0,0,0,0,0,0
Srsf7,0,0,0,0,0,0.614334693070832,0,0.614334693070832,0.555953106440867
Ssbp2,0,0,0,0,0,0,0,0,0
Ssna1,0,0,0,0,0,0,0,0,0
Stk17b,0,0,0,0,0,0,0,0,0.807195241558478
Stmn1,0.186114202698575,1.25409759818884,1.36320347807834,0.845750507682153,1.10057343276991,2.05894193302245,0.745253962882519,0.732618748381253,0.580648598937312
Sub1,0.743957059668314,0.992652578126664,1.11073927343771,1.17507501721815,1.09389502995895,1.03279469341461,0.863339913448213,0.778414111294214,0.960614971497255
Supt4a,0,0,0,0,0,0,0,0,0
Swi5,0.39456142322236,0,0,0,0,0.524639331946796,0,0,0
Taf10,0,0,0,0,0,0,0,0,0
Tbc1d10c,0,0,0,0,0,0,0,0,0
Tcf7,0,0.904695877817305,1.20214352179757,1.11862224309687,1.33226454503971,1.2261311921899,0.739724431358467,0.815774738974158,0
Tcrg-C2,0,0,0,0,0,0,0,1.71817915497331,0
Tecr,0,0,0,0,0,0,0,0,0
Themis,0,0,0,0,0,0,0,0,0
Timm13,0,0,0,0,0,0,0,0,0
Tmem258,0.521682465008153,0,0,0,0,0.549281854741929,0,0,0
Tmem50a,0,0,0,0,0,0,0,0,0.212556018761268
Tmpo,0,0,0,0,0,0.924271738147606,0,0,0
Tmsb10,1.15842782036632,0.897103129774328,1.24035848938453,2.46426153421888,0.724686385327253,0,2.68575274223516,0.711723554398614,2.2461237769921
Tomm7,0,0,0,0,0,0,0,0,0
Tpm3,0,0,0,0,0,0,0,0,0
Tprgl,0,0,0,0,0,0,0,0,0
Tpt1,0.891413484917131,1.35123650659694,0,0.849657563320053,0,0.730967038940968,0.89460135491641,0.829282630983748,1.08874298106245
Trac,0.0999710611573465,0,1.07941586014891,1.45209787527191,1.16796398659098,0,1.44009315082851,0,1.19352676868958
Traf3ip3,0,0,0,0,0,0,0,0,0
Trdc,0,0,0,0,0,0,0,0.711723554398614,0
Tsc22d4,0,0,0,0,0,0,0,0,0
Tspo,0.39456142322236,0,0,0,0,0,0,0,0
Tuba1b,0,1.15242216986227,0,0,0,2.04447763154597,0,0,0
Tuba1c,0,0,0,0,0,0.534921205436971,0,0,0
Tubb4b,0,0,0,0,0,1.00741952965763,0,0,0
Tubb5,0.684786510537488,1.06802801356715,1.23666669821529,0.951778819524677,0.851398590725244,1.60932282878723,0.847978573154028,0,0.636148018837705
Txn1,0.909675707481582,0.909186590705598,1.07483037374853,0,0.958923322312418,1.14091924335758,0,0.847420425504331,0
Tyms,0,0,0,0,0,0,0,0,0
U2af1,0,0,0,0,0,0,0,0,0
Uba52,0,0,0,0,0,0,0,0,0
Ubc,0.706334717816866,0,0,0,0,0,0,0,0.755475110092658
Ube2b,0.308418281681131,0,0,0,0,0,0,0,0
Ube2c,0,0,0,0,0,1.30141844074144,0,0,0
Ube2d3,0.457255439711853,0,0,0,0,0.534484662680107,0,0,0
Ubl5,0.346694109008311,0.421299880689643,0.799604580836424,0.571348709115496,0.565861638348036,0.689074718411423,0.624329228146924,0.546074180592265,0.556364470932274
Ucp2,0.186114202698575,0.681847947815472,0.692870057089721,0.984827367437732,0.79358188008657,1.02363954305556,0.85872899920127,0.830217341413339,0.784020017642891
Uqcr10,0,0,0,0,0,0,0,0,0
Uqcr11,0,0,0,0,0,0,0,0,0
Uqcrb,0.147261468469425,0,0,0,0,0,0,0,0
Uqcrh,0.186114202698575,0.514749369297784,0,0,0.15165983968685,0.671292636562845,0.564688577554483,0.847420425504331,0
Uqcrq,0.208447220523785,0,0,0,0,0,0,0,0
Usmg5,0,0,0,0,0,0.478688490689923,0,0.381277440616243,0
Xist,0,0,0,0,0,0,0,0,0
Xrcc6,0,0,0,0,0,0,0,0,0
Ybx1,0,0,0,0,0,0.806093749376104,0,0.621947977643736,0
Ypel3,0,0,0,0,0,0,0,0,0
Ywhah,0,0,0,0,0,0.503097271161637,0,0,0
Ywhaz,0,0,0,0,0,0,0,0,0
Zfas1,0,0,0,0,0,0,0,0,0
Zfp36,0.45517026837475,0,0,0,0,0,0,0,0
Znrf1,0,0,0,0,0,0,0,0,0
