,unassigned,MammaryGland.Virgin_5,MammaryGland.Virgin_7,MammaryGland.Virgin_18,MammaryGland.Virgin_10,MammaryGland.Virgin_8,MammaryGland.Virgin_13,MammaryGland.Virgin_15,MammaryGland.Virgin_3,MammaryGland.Virgin_12,MammaryGland.Virgin_17,MammaryGland.Virgin_16,MammaryGland.Virgin_4,MammaryGland.Virgin_1,MammaryGland.Virgin_11,MammaryGland.Virgin_2,MammaryGland.Virgin_6,MammaryGland.Virgin_9,MammaryGland.Virgin_14
Serpinh1,1.61081957571722,0,0,0,0,0,0,1.51434539252966,1.52582338719876,0,0,0,0,0,0,0,0,0,0
Sfrp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sfrp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sgk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh3bgrl3,0,1.14761597122256,1.45805769503235,0.829252406178887,0,1.50133563822022,1.24719934543892,0,0.583736257337977,1.72313222107238,0,1.31745198240295,1.20357143392609,1.19613255760042,1.33624698010346,1.425789049673,1.25124146164077,1.19087659789669,1.45411715226661
Shisa5,0,0.820479335343309,0,1.11446472940521,0,0,0,0,0,0,0.581320163567663,0,1.38340429174229,1.47768984061287,1.41436534280532,1.40985284615722,1.51305000843903,1.45967031282853,1.2819191888428
Siglecg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siglech,0,0,0,0,0,0,0,0,0,0,0,2.61831074271837,0,0,0,0,0,0,0
Skap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc12a2,0,0,0,0,1.25972624031628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slfn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smoc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Socs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sod3,0,0,0,0,0,0,0,0.825817852121991,0,0,0,0,0,0,0,0,0,0,0
Sparc,4.26918130471036,0,0,0,0,0,0,2.92637556558594,3.77094151448743,0,0,0,0,0,0,0,0,0,0
Sparcl1,0,0,0,0,0,0,0,0,0.934890579223819,0,0,0,0,0,0,0,0,0,0
Spon2,0.716069913043474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprr1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Srgn,0,0.606152775512486,1.74887503413102,1.45859351547162,0,1.41891086276012,0,0,0,1.09686807152402,0,1.15119174055862,0,0,1.3282798889717,1.30117813131947,1.14381354794898,1.16932754448796,1.07813995002538
Srpx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stk17b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30561207500568,0,0,0
Stmn1,0,0.795266792110306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub1,0,1.03089626271762,1.13401116608242,1.01642475007182,0.150488348690505,0.734416064082536,0,0,0,1.28252821446357,0.543410785696722,1.37589521310247,0,0,1.18670759273952,0.909741192165353,0,0.646680884174838,1.25326423551404
Tagap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbc1d10c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcf7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgm2,0,0,0,0,0.958971379934907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thbd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timp2,0.659689452204867,0,0,0,0,0,0,1.40685886910158,0,0,0,0,0,0,0,0,0,0,0
Timp3,0,0,0,0,0,0,0,0.666868549871697,0,0,0,0,0,0,0,0,0,0,0
Tm4sf1,0,0,0,0,0.439208002676328,0,0,0,0,0,0.980821925848276,0,0,0,0,0,0,0,0
Tmem100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem123,0,0,2.93033488501448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem176a,0,0,1.09248967945099,0.578628181231039,0.567640051641218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem176b,0,0,1.45967031282853,0.473404783244389,0.955903086263961,0.814260822261373,1.09778509350078,0,0,0,1.00213574869196,0,0,0,0,0,0,0,0
Tnfaip6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnxb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tppp3,0.961188279147205,0,0,0,0,0,0,0.579338741084534,0,0,0,0,0,0,0,0,0,0,0
Tpt1-ps3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trac,0,0.83396081398342,0,0,0,0,0,0,0,0,0,0,0.886798165702722,1.10888391934273,0,0,0,1.19087659789669,0
Trbc1,0,0.434510553798904,0,0,0,0,0,0,0,0,0,0,0.664353505805731,0,0.479311144421455,0,0,1.01045721426026,0.724866263201274
Trbc2,0,1.44844912049538,0,0,0,0,0,0,0,0,0,0,1.55304340493839,1.58569672812687,1.40388027088795,0,1.3566577689604,1.73328682477297,0
Tsc22d1,0,0,0,0,0.931752052868826,0,0,0,0,0,0.63387290563887,0,0,0,0,0,0,0,0
Tsc22d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan13,0,0,0,0,0.526963883382509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuba1b,0,1.46291107110181,0,0,0,0,0.59178836787252,0,0,0,0,0,0,0,0,0,0,0,0
Txnip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrobp,0,0,0.51746885275719,0,0,1.72429712324969,1.65258460924861,0,0,0.868345010129259,0,2.61058008323775,0,0,0,0,0,0,1.7281772595021
Uba52,0,0.713525105191597,0.563438902530155,0.595933084633266,0.433058048805603,0,0,0,0,0.685365329300138,0.462320945621006,0,1.18774695213643,1.14375921453463,0.850492759920035,0,0.82597493945641,0.774580243415637,0.881913512677513
Ucp2,0,0.746196382004081,1.08426403102212,0,0,1.12603793127938,0.933945039890554,0,0,1.41739218982582,0.319894410224005,1.02488429582029,0,0,0.786769266062283,0,0,0.97750913991313,0
Vasp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vim,0.836711936649393,0,1.17066562727588,0,0,1.04739942893978,0,1.02170687506213,1.05708051831463,0.765271024219756,0,0,0,0,0,0,0,0,0
Vps37b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc17,0,0,0,0,0,0,1.1957227246074,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc18,0,0,0,0,0,0,0,0,0,0,2.40903542897409,0,0,0,0,0,0,0,0
Wfdc2,0,0,0,0,1.99921045052457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,1.04104791794759,0,1.26867923985075,0.898263636496886,0.539020648523212,1.29240268154866,1.09424148193165,0.43879655628502,0.976472377325323,0.600233432776707,0.945424313229865,0.76520935037207,0,0,0,0,0,0,0
