,Ovary_3,Ovary_11,Ovary_4,Ovary_6,Ovary_10,Ovary_12,Ovary_1,Ovary_13,Ovary_5,Ovary_8,unassigned,Ovary_7,Ovary_9,Ovary_2,Ovary_14
Arpc2,0.604736593197334,1.0893729834503,0,0,0.551424744888133,1.60597875685315,0,0,0,0,0,0,0,0,1.72502539369053
Arxes2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atf4,0.791363043907722,0.407021028879018,0,0.692957811801931,0.838029154613758,0,0,0,0,0,0,0,0.371972740224,0,0
Atox1,1.06058626216676,1.32087104052225,0,0,0.682991478187602,0.924554194576184,0,0,0.848324124142976,0,0,0,0,0,0
Atp5c1,1.48015858563511,0.851144790271882,0.878114624280774,1.16301763506381,1.20680731927747,0,1.24281979034272,0,1.16175255737007,0,0,0.365755130361932,1.18807221141,0,0
Atp5e,1.48845508954453,1.04814093612944,0,1.18585638738007,1.20456770306746,0.966741074363066,0.970934885546094,0.91201456289429,1.03439124951168,0,0.773189927899742,0,0.916971849294382,1.50582672239688,0
Atp5f1,1.42675071440437,0.74937418147979,0.383164144541214,1.12031934954179,0.918521963931359,0,1.14325818370479,0,0.989791167279111,0,0,0,0.936885250047523,0,0
Atp5g1,1.01668199113882,0.82696539132307,0,0.981843705540194,0.644923015009978,0,0.868270238656113,0,0,0,0,0,0,0,0
Atp5g3,1.15452731100924,0.435873324448913,0,1.08646187691984,0.905035302289652,0,0.966468031010973,1.10115924249772,1.08085713746814,0,0,0,0.726364430550679,0,0
Atp5j2,1.32292632777018,1.14251596254093,0,1.24314057353821,1.17007862522553,0,1.19246446937852,0,1.37896467400116,0,0.575511912331976,0,0.70201963851586,1.23141694379965,0
Atp6v0e2,1.03469956478254,0,0,0,0.56166828577388,0,0,0,0,0,0,0,0,0,0
Atpif1,1.81418842705052,1.12360743158618,1.57041102869656,0.958776345740192,1.59572758099678,1.10576941525622,0.792190188744117,1.76163326545518,1.79204382121788,1.11650869109889,1.25795564112912,0.887023041484536,1.00832595468474,1.73129085079988,0
B2m,0.556051558878447,2.97365863394035,1.21590085775589,0,0.696325265270612,3.82919408378758,0,1.74610174662595,0,0,1.10896838221837,0,0,0,2.929187685671
Bex3,0.499741239266198,0,0,1.02116236072352,0,0,0.995964063758988,0,0,0,0,0.930209365101324,0.850918155541237,0,0
Bex4,0,0,0,1.66965307783839,0.53212276399485,0,1.81665138441273,0,0,0.600616662793483,0,1.98976940864631,1.97688643576759,0,0
Bgn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhmt,0.949396351793872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bst2,1.37719807160061,0,0,0,1.17397902799357,0,0,0,0,0,0,0,0,0,0
Btg2,0.236799327295031,0,0,0,0,0,0,1.63739753331626,0,0,0,0,0,0,0
Bzw1,1.05745414755699,0,0,0,1.44932470462999,0,0,0,0,0,0,0,0,0,0
C1qa,0,0,0,0,0,2.55318032070048,0,0,0,0,0,0,0,0,1.9808581706849
C1qb,0,0,0,0,0,3.40697147770697,0,0,0,0,0,0,0,0,3.17354688183596
C1qc,0,0,0,0,0,3.17149950070999,0,0,0,0,0,0,0,0,3.04523997828862
Cables1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cald1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calm1,1.97080270736546,2.82617208118917,2.02017380338682,2.71000189442009,1.95981511756213,2.26833944981944,2.39720743084232,1.91080521643372,0.94439445101925,1.66250560024763,1.87743315055952,1.57815414381393,2.82415918885006,1.98275675144851,2.21020780425581
Calm2,0.646795073334057,0.860617839515073,1.19770203858093,1.5005813896993,0.682204344445915,0.920543917122371,0,0,0,1.06390939674713,0,0,0,0,1.62880506605175
Calr,1.06146380307064,0.758523072745964,0,1.1932948774661,0.868348711574644,0,1.33214040133662,0,0,0,0,0,1.33886081752402,0,0
Car14,0,0,0,0.452928097694457,0,0,0,0,0,0,0,0,0,0,0
Carhsp1,0.214312064647128,0,0,0.518270260396556,0,0,0.586801961647826,0,0,0,0,0,0,0,0
Cav1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl6,0,0,0,0,0,1.52946590363204,0,0,0,0,0,0,0,0,1.03300619772895
Ccna2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccnb1,0,0,0,0.559573610318663,0,0,0,0,0,0,0,0,0,0,0
Ccnb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccnd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd34,0,1.39204618128332,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd52,0,0,0,0,0,1.72433266745906,0,0,0,0,0,0,0,0,0
Cd63,1.02750443060744,0,2.03831551145072,0,1.46812147143166,1.44406346702626,0,0.951967174253863,1.45047232743146,1.00478684996061,0,0.91966054000878,0,0,2.61524465141035
Cd74,0,0,0,0,0,4.55835178280488,0,0,0,0,0,0,0,0,5.45417470041253
Cdc20,0,0,0,0.467061764199108,0,0,0,0,0,0,0,0,0,0,0
Cdc42,1.2071914583278,1.26851604032782,0.198954606500126,0,0.931755966115853,1.48346510070824,0,0,0,0,0,0,0,0,1.30512372488303
Cdk4,0.664042273585118,0.546624619436107,0.907057939107827,1.07231325274741,0.79222357065604,0,1.00007905427755,0,0,0,0,0,0,0,0
Cebpb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cenpa,0,0,0,0.40938246619937,0,0,0,0,0,0,0,0,0,0,0
Cfl1,1.82978156620773,2.55985530331255,2.45298742454344,1.80064507156941,2.19642500439311,2.26599591544854,1.87408519149069,1.25604384433334,1.46338023038053,1.99809793032882,1.97518747524408,1.89695184113751,1.77770602022271,1.83017880632774,2.74566806764326
Chchd10,1.60509216121399,0,0,0.406400525769737,2.83425179494263,0,0,1.71180677277292,0.831354156311423,1.33370135984885,0,1.93427156698122,0,1.41913345161028,0
Cited2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cited4,1.05506350259732,0,0,0,1.48712118566964,0,0,0,0,0,0,0,0,0,0
Cks1b,0,0,0,0.780097373438004,0,0,0,0,0,0,0,0,0,0,0
Cldn5,0,1.23002008010818,0,0,0,0,0,0,0,0,0,0,0,0,0
Clic1,0,1.31808986144773,0,0,0.491281103204165,1.08697441751169,0,0,0,0,0,0,0,0,1.72502539369053
Clu,1.59855568395577,1.09135154217944,0,0.783208095212788,2.66694862050129,0,0,1.84862343800308,2.42977228796354,1.36614464439374,0.992328739258186,1.8943863956388,1.86675382038799,0,0
Cnmd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col1a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col1a2,0,0,1.64953690814196,0,0,0,0,0,0,0,0,0,0,0,0
Col3a1,0,0,1.32843185872689,0,0,0,0,0,0,0,0,0,0,0,0
Col4a1,0,0.758523072745964,0,0,0,0,0,0,0,0,0,0,0,0,0
Col4a2,0,0.629544499983617,0,0,0,0,0,0,0,0,0,0,0,0,0
Cotl1,0,0,0,0,0,1.41812602348828,0,0,0,0,0,0,0,0,0
Cox5a,1.16234256595374,0.83489978617369,0.732989768867603,0.690534362743765,1.02732212347616,0.76541197449455,0.875261445286107,0,0,0,0,0,0,0,0
Cox5b,1.29662977210386,1.06048885117654,0,0.805440479619229,1.14141479860017,0.567024588376072,0.711378901754579,0.30523823630926,0.845725725459168,0,0,0,0,0.979894121059804,0
Cox6b1,1.8567285092689,1.49146664282462,1.39858355622877,1.51309785320346,1.67151920190528,1.03116546465535,1.57359312765922,1.61520857052871,1.87075077594587,1.02341800384517,1.03346745185971,1.30991340581064,1.49458142573841,1.86578100719715,1.43548953139268
Cox7a2,1.40033129691153,1.24552704219201,0.963140714350071,1.49550272831212,1.38109135735755,0,1.57006732531818,0.238605572424768,1.32506641638825,0.600616662793483,0,0,1.11272759703751,1.42995750980097,0
Cox7b,1.40739112337521,1.13654259724663,0,1.11191787094171,1.06564975199027,0.756335640425403,1.18003738211578,0.477258732117699,1.05805963626538,0,0,0,0,1.20065623747847,0
Cox7c,2.12819767107416,1.4047347145199,1.47359970608098,1.7478827518149,2.06701821115668,0.817191551325409,1.72267276681757,1.79178243439429,1.76338055012067,1.69113204119645,1.44763731277263,1.51657643735313,1.63524701121924,1.99809793032882,0
Cox8a,1.83334977274569,1.3715774840242,1.44283586938326,1.47163607243438,1.55260722776838,0.981429087172666,1.39770349097409,1.60028842858192,1.81449890319523,1.18095153276684,0,0.961964638000329,1.28914604435875,1.74255607451206,1.62880506605175
Cpe,0.959566691727587,0,0,0.75974391494252,1.76028315051126,0,0,2.08782169281386,2.68204519739704,1.39118019812436,0,1.60126646369373,1.13812533242598,0,0
Crip1,0,0,0,0,0,1.34032362381966,0,2.17664422651035,0,0,0,0,0,0,0
Cryl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csrp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cst12,0.286995256417314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cst3,0.658149599902191,0.551552185917879,1.05444446324529,0.518270260396556,0.893719741058479,2.48762654526436,0,0.682202387869771,1.74589701344429,0,0,1.28289543402924,0,0,2.55016758903586
Cst8,1.23536716556494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctla2a,0,1.39682991440785,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsb,0.971518505854778,0.298306455087336,0,0,0.892158849220266,3.50146059621531,0,0.258406492753275,1.35011965680456,0,0,0,0,0,4.22852282230725
Ctsc,0,0,0,0,0,1.61013050826416,0,0,0,0,0,0,0,0,0
Ctsd,0.992074373810282,0,0,0,0.604817797843013,2.02004282729964,0,0,0,0,0,0,0,0,3.18507974987962
Ctsl,2.09411330267615,0.751520571443125,1.432954774561,3.30543979583228,2.29780939361298,1.02704870490161,3.54805305466394,1.42523032302619,1.08390674426786,2.43905495027688,1.72849836839194,3.38652569277912,3.25300793077829,2.04377905717397,0
Ctss,0,0,0,0,0,2.54210027863711,0,0,0,0,0,0,0,0,2.72221302859718
Cxcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl2,0,0,0,0,0,1.82347669365356,0,0,0,0,0,0,0,0,0
Cyb5a,1.46020201840799,0,0,2.5654588892004,0.802502630220863,0,2.1961253549821,0.737063945876263,0,1.70181557024442,0,1.82714907961799,2.7887865351497,0.942104399438515,0
Cyba,0,0,0,0,0,1.56460149832795,0,0,0,0,0,0,0,0,1.03300619772895
Cygb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyp11a1,4.10198558903786,0.688728080719066,0,0,3.69409896988943,1.23168576644671,0,1.37018554253086,4.35294024082825,0,0,0,0.257681984748038,3.92780487189855,0
Cyp17a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyr61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dad1,0.840954058706301,0.951853112329534,0,0.510956513603565,0.735845720674218,0,0,0,0.759010927675808,0,0,0,0,0,0
Dap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dbi,1.68716406006571,0.6152918185061,0,1.06957920906697,1.11255778588511,0,0.618649656062967,1.55918163756683,1.93381695262329,0,0,0,0.894557795954957,1.66124723165109,0
Dcn,0,0,0.338015150747044,0,0,0,0,0,0,0,0,0,0,0,0
Ddit4l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddx5,1.5256679895188,1.34406295235301,1.55572945264417,1.64400992020054,1.81683167952091,1.38729757879716,1.5513239658004,2.01088751940142,1.51292485738501,1.92815313649071,1.22340479667559,1.5772852618114,1.81147253078544,1.34407582310763,0
Defb19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnaja1,0.885803902524469,0.391164896158327,0,0.572883728324133,0.985675709899599,0,0,1.25777212163257,0,0,0,0,0,0,0
Dnajb1,0.662066155151953,0,0.600475086974363,0.89481436504461,0.784111467626671,0,0,1.61266569363358,0,0,0,0,1.41125065501304,0,0
Dnajc15,0.392027339947603,0,0,0,0,0,0,0,1.7361941900632,0,0,0,0,0,0
Dusp1,0.46263971744772,1.22935514172689,0,0,0.530474633878976,0.924554194576184,0,1.39325200831906,0,0,0,0,0,0,0
Dynll1,0.663670837534986,1.20209873179739,0.89329158467581,1.16768119849287,0.471221969226005,0,0.904640164721763,0,0,0,0,0.857699431451002,0,0,0
Eef1a1,2.35449886676368,2.20361478961343,1.85458682100542,1.85591109109172,2.20501386361256,1.94374528949102,1.92178980092997,2.05781995290622,1.91605956401996,2.06440420947308,1.5690831860486,1.95256733462573,1.97095904866033,1.96488815495963,0
Eef1b2,1.32221460623353,1.33713617145127,1.48546836940004,1.36885527517574,1.12129775823916,1.006530791221,1.43256420766283,1.25604384433334,1.14720458495723,1.60385273644218,0.712988249422169,1.48496281816559,1.30061633182059,1.26965978711119,0
Eef1g,1.12700803841974,1.2702944709072,1.43948097026913,1.16411638623266,0.916308381194055,0,1.4275994837965,0,0,1.55544602999709,0,1.21410734347011,0.964737226034339,0,0
Eef2,1.49600891074282,1.33015436879638,0.190130335453559,1.0900603252172,1.4034555087884,1.31220847638864,0.711251315933019,0.782168706664061,1.4359526765066,1.41273657698612,0,1.09910307208649,1.13273648693147,0.47086182793226,0
Egfl7,0,1.2887424260827,0,0,0,0,0,0,0,0,0,0,0,0,0
Egr1,0.492841046267422,0,1.11713146424409,0,0,0,0,2.09844197581034,0,0,0,0,0,0,0
Eif2s2,0.954062460040192,1.06219624692405,0.703351356472159,0.903457042374654,0.646378236990956,0,0.623383820627586,0,0,0.750803712584255,0,0,0.911697782737947,0,0
Eif4a1,1.33467500581529,0.957593353729228,0.828451937575506,1.33409672010419,1.11219665255763,0.979774242868123,1.27173394627759,0.846878856158955,0,1.1386582947262,0.773189927899742,0,0.88057846371508,0,0
Eif5a,1.7793963460573,1.72641271210419,1.6805965307021,1.29687791103317,1.52279672774985,0.941723655864519,1.51190017386949,0,1.06982715608591,1.55682567251084,1.2360390194994,1.14234526629956,1.07845903944329,1.65236453721459,0
Elob,1.254476896465,0.969965531967812,1.09615833466761,1.08085713746814,1.17128497577472,0,1.07985078431903,0,1.11650869109889,0,0,0,0,0,0
Elovl5,0.967746326247602,0,0,0,0.806544671150281,0,0,0,0,0,0,0,0,0,0
Emp3,0.45499291452588,0,0,0,0.439001445877039,0,0,0,1.17851512419531,0,0,0,0,0,0
Ephx2,2.18026896668918,0,0,0.856218833869996,2.75853521071379,0,0,0,0,0,0,0,0.814628532230957,1.88163771456578,0
Esam,0,1.37606999682616,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam213a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
