,unassigned,Neonatal-Rib_4,Neonatal-Rib_8,Neonatal-Rib_15,Neonatal-Rib_7,Neonatal-Rib_11,Neonatal-Rib_19,Neonatal-Rib_10,Neonatal-Rib_18,Neonatal-Rib_16,Neonatal-Rib_2,Neonatal-Rib_6,Neonatal-Rib_13,Neonatal-Rib_22,Neonatal-Rib_9,Neonatal-Rib_3,Neonatal-Rib_21,Neonatal-Rib_25,Neonatal-Rib_12,Neonatal-Rib_14,Neonatal-Rib_5,Neonatal-Rib_24,Neonatal-Rib_20,Neonatal-Rib_1,Neonatal-Rib_17,Neonatal-Rib_23
Fabp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam180a,0,0.735416174249694,0.439738881987312,0,0,0,0,0,0,0,0,0.824964609608836,0,0,0,0,0,0,0,0,1.0626621607165,0,0,0,0,0
Fbln5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fcer1g,0,0,0,0.125587485854372,0,0,0,1.54673675012151,1.56369843602312,0,1.46084511430821,0,0,0,0,0,0,1.01539432427326,0,0,0,0,0,0,0,0
Fcgr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fibin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fkbp9,0,0.665289654946218,0.851858462384318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fmod,1.45284516307533,1.88938189958199,1.23350066428173,0,0,0,1.56822350101749,0,0,0,0,2.2949271691909,0,0.922245252221769,1.91193071058241,2.09562092229452,0,0,0,0,2.85509634493799,0,0,1.51400043944956,0,0
Fn1,0,1.28087987615031,1.24961738765903,0,0.504409603086214,0,0.697126317134393,0,0,0,0,1.41278176779517,0,0,0,1.23895446553755,0,0,0,0,0.743123748953209,0,0.274446760271138,0,0,0
Fos,0,0,0,0,0,0,0,0,0,0,0,2.16709865176536,0,0,0.686317539685733,0,0,0,0,1.26352053131846,0,0,1.17400788720362,0,0,0
Fosb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fpr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fstl1,0,0,0,0,2.07939544642836,0,0,0,0,0,0,0,0,0,1.47322154867271,0,0,0,0,0.468128309107056,0.810010136076254,0,1.75071059597713,0,0,0
Ftl1,1.59413507951422,1.18444485403385,1.35839023336146,1.56460620291626,1.50522252394353,1.70227772271789,1.20944102386281,3.15383691092708,3.38560615296323,1.50785594388143,3.45453250168478,1.53768255415726,1.85527461652925,1.53219013196967,1.46527820300357,1.26580615088898,1.51907058380287,2.81567160228226,1.24998887565185,1.23350066428173,1.20831647926155,1.05316863585092,1.53636554801439,1.55919166768984,1.23567239600732,1.51670266994372
Fxyd5,0,0,0,0,0,0,0,0.763070211350691,0,0,0,0,0,0,0,0,0,1.39385761482515,0,0,0,0,0,0,0,0
G0s2,0,0,0,0,0,0,0,0,0,0,0.906884977507489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gadd45a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gadd45b,0,0,0,0,0,0,0,0,0,0,0,0.969296423540963,0,0,0,0,0,0,0,0,0,0,1.36478874573652,0,0,0
Gadd45g,0,0,0,0,0,0,0,0,0,0,0,0.531909581524905,0,0,0,0,0,0,0,0,0,0,0.965622946023022,0,0,0
Gapdh,1.04133691553609,0.3687747116114,1.18768548238832,1.56460620291626,0.432211893792032,1.23944179159503,0.906880447941856,1.3310351609042,1.26131330739077,0.691197896063195,1.36980913726939,0,1.33042460923902,0.801299565257933,0.65406381693108,0,0.768155975200805,1.65012097330804,1.34782826797161,1.19170146478005,1.01222316302549,1.42358375914819,0.962999789791453,1.30057230622211,1.31097081838315,1.18993051765637
Gas1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas5,0.978375638174539,1.24058883063349,1.2160630087196,1.13052065011579,0.995017994219746,1.61033787029124,1.32259572908446,0,0.402208320154564,1.05832332747714,0,1.33552835182688,1.31823259116678,0.926394179570441,1.25822186314903,1.28265098844469,1.0346887324972,0.693373428490216,1.20289487248308,1.49901481938705,1.07676457708881,1.14370822943169,0,0,0,1.10175325923893
Gem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glipr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glrx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10736,1.06464464406389,1.12553203481819,1.08059378449515,0.95926334763666,1.27563283261334,1.23592151498228,1.03007752838513,0.919305174784577,0.941343302904137,1.23241783039044,0,1.21313468753968,1.15467530544393,1.18469219802775,1.35441429789111,1.02501697571902,1.15084770939507,0.93626425371203,1.2216992602632,1.58850364939067,1.10673467502304,0.513558872477578,0.880609015174282,1.33615569978068,0.674323577886355,1.14396684497647
Gm23935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4149,0,0.67355879001732,0,0,0,0,0,0,0,0.476426595584302,0,0.552185917391143,0,0,0.207599649683378,0,0.215327583375881,0,0,0.691524555793635,0,0,0,0,0,0
Gm42418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5416,0,0,0,0,0,0,0,0,0,0,1.32029776149005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5483,1.29273790894313,0,0,1.04438524866788,0,0,0,1.38698068584268,0,0,4.57472664673571,0,0,1.02125101376924,0,0,0,0,0,0,0,0,0,1.56098890481502,0,0
Gmfg,0,0,0,0.322887133884191,0,0,0,0,0,0,0,0,0.479894717146681,0,0,0,0,0,0.562087658516448,0,0,0,0,0,0,0
Gnas,1.51400043944956,1.47793703129629,2.02581012237197,0.983777674009769,2.48547684963727,0.897346297220241,1.57553204210838,0,0.562796991471224,1.52246785475593,0,1.91620937338925,1.15750336920853,1.31344346095755,2.15592907863148,1.99392193796591,2.22740480466007,0,1.14717804812653,2.36881777297397,1.94641151970609,2.09376729018238,2.06833351826949,1.52931659019693,2.30369385526449,1.26377071850886
Gpx1,0,0,0,1.81604859138276,0,1.83437380640863,0,0.874234639262127,1.00339662336041,0,0,0,1.0847161743048,0,0.527246465472983,0,0,1.73536651410572,0,0,0,0,0,0,0,0.170156431757536
Gpx3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpx8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grina,0,0,0,0,0,0,0,0,0,0,0.704064424722995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gsn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H19,1.48920239738912,1.48448274490766,1.68636530384292,0,2.26010841054024,0,1.56279068797489,0,0,0,0,1.88861037973807,0,1.04552996683518,1.84874074360375,1.82698231408433,1.44085293285515,0,0.445430512817342,1.20289487248308,1.23404915783923,1.10640296660982,1.20090227892069,1.58943978840511,0,0.594972014532208
H1f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-D1,0,0,0,0,0,0,0,0,0.913629302882156,0,0.561945563467962,0,0,0,0,0,0,0.868395394179639,0,0,0,0,0,0,0,0
H2-K1,0,0,0,0,0,0,0,0,0.787142568567813,0,0,0,0,0,0,0,0,0.912271164876433,0,0,0,0,0,0,0,0
H2afz,0,0,0,0.556862122035457,0,0.918593428572303,1.03007752838513,0,0,0,0,0,0.578313887653772,0,0,0,0,0.30379258592035,0,0,0,0,0,0,0,0
Hapln1,0,1.11689362643908,1.89614446961552,0,0,0,1.17580710742155,0,0,0,0,0.800418181170422,0,0,0,1.28089821634455,0,0,0,0,1.13956269172194,0,0,0,0,0
Hba-a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hba-a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-bs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49409108303545,0,0
Hbb-bt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hbegf,0,1.46058435186797,0,0,0,0,0.697126317134393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674305633689714,0,0,0,0,0
Hcar2,0,0,0,0,0,0,0,0,0,0,1.06187077014187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hdc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hes1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26925111732801,0,0,0,0,0,0
Higd1a,0,0,0.528242716043601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506842723954032,0,0,0,0,0
Hint1,0,0,0.590740018552914,0.989169359172408,0.533657254477532,1.03907046656742,0.730217398189898,0,0.545543143950615,0,0,0,0.960095484401451,0,0.250832947777855,0,0,0.993277743675552,0.777738716832808,0,0,0,0,0,1.31841876329676,0
Hmgb1,0,0,0,0,0,0.322553535362447,0,0,0,0,0,0,0,0,0,0,0,0,0.937852719527009,0,0,0,0,0,0,0
Hmgb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmgn2,0,0,0,1.02156326020084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmox1,0.690545519157941,0.579970756563362,0,0,0,0,0,1.93821815325356,1.47356082980982,0,2.71491429795851,0,0,0,0,0,0,0,0,0,0,0,0,0.781380264250772,0,0
Hp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90aa1,0,0,0,0.768531399218702,0,1.03858393700598,0.715200454479265,0,0,0.415898797060207,0,1.3278650013276,1.04599723598194,0.922245252221769,0,0,0,0,0,0.817530846450456,0,1.2156173123698,0,0,1.08079887766258,0.254992217066684
Hsp90ab1,1.06226492547002,1.01870741630938,0.686657456558337,1.43615125135738,1.18395231558939,1.58807031966062,1.24813377699412,0.64751167402457,1.23684585236221,1.15372614119558,0,1.46527274630063,1.76654271090771,1.18469219802775,1.15529908237982,1.05875038592183,1.44906170184749,1.28437049848797,1.50342122832188,1.88859209634597,1.15466801301248,1.53806842416754,1.15488654029659,1.09705552241472,1.54356915513165,1.26444178088473
Hspa1a,0.856644031970272,0,0,0,0.594945103218287,0,0,0,0.912478467222626,1.20495396890374,0,2.0612339325106,0,1.71020852345869,1.44825984779952,0,0,0.969514562419931,0,1.02344283991758,0,1.79692814837668,1.19037697790829,1.42570367466425,0,0.3077374504695
Hspa1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspa5,0,0.098535098059993,0.399955845576387,0.14248033131172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48651490602125,1.33297675115383,1.09832335276485,0,0
Hspe1,0,0,0.292128802775426,0.757099153471211,0,1.29309128394815,0,0,0.552877108736581,0,0,1.12665451352188,0.854339407427574,0.464160398157678,0,0,0,1.02534945548874,0.788412186186484,0.691524555793635,0,0.299704425668137,0,0,0,0
Hsph1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Htra1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibsp,0,0,0,0,0,0,0,0,0,1.94285608501246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id1,0,0,0,0,0,0,0,0,0,0,0,0.629513776315772,0,0,0,0,0,0,0,0.61858512242939,0,0,0,0,0,0
Id2,0,0,0,0,0,0,0,0,0.552877108736581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id3,0,0,0,0,0,0,0,0,0,0.576617277702916,0,1.1938888155685,0,0,0,0,0.240617987277054,0,0,0.907736023358017,0,0,1.88005704307001,0,0,0
Ier2,0,0.722808137017619,0,0,0,0,0,0,0,0,0,1.25446509761611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ier3,1.34913887705282,2.27327931933063,1.0026566760326,0,0.604436954505885,0,1.47633423427403,1.60840782084717,1.30382515045802,0.576617277702916,1.02494459796705,1.39163856434126,0.521153396840933,0.705534369741334,0.894041304900005,1.51992145375634,1.18079651394999,0,0,0,2.13909229177901,0,0.846153220670868,1.41982025543386,0,0
Ifi27l2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm1,0,0,0,0,0,0,0,0,0,0,0,0,0.500999952410676,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm3,0,0,0,0,0.826861068231691,0,0,2.04048783674183,0.543955665939358,0.598189446510633,0,0,0,0,0,0,1.42719400783177,0,0,0,0,0,0.81984115669041,0,0,0
Ifitm6,0,0,0,0,0,0,0,0.554888275418228,0,0,1.34521521847733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifrd1,0.864830292328865,1.54409664865521,0.573919186894338,0,0,0,1.1425485055984,1.32154883735275,0.942316601485703,0,0,1.30422231929347,0,0,0,0,0,0,0,0,0.556206540320853,0,0,0,0,0
Ift20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igf2,0,1.11077585569398,1.10860634361225,0,1.47474266960305,0,1.22810656972062,0,0,0,0,1.25879052211371,0,0,1.50565303522991,1.21852208004188,0,0,0,0.820997713345951,0.806861565518942,0,0,0,0,0
Igfbp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp7,0.560163593956011,1.20274529289241,0,0,1.22170023793139,0,0,0,0,0,0,1.46841531007875,0,0,1.23576406557232,1.27503840773969,1.50661188070106,0,0,0,1.96117341299334,0,2.69215788572793,0,0,0
Ighm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89134978847477,0,0,0,0,0,0,0
Igkc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igll1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2216992602632,0,0,0,0,0,0,0
Il11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1r2,0,0,0,0,0,0,0,0.863798209799679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1rn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itga5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itm2a,1.45284516307533,1.35663307609464,1.50563502945012,0,2.59899479022304,0,1.84241918386876,0,0,0,0,1.36139365784197,0,1.31344346095755,1.94565653579841,1.84112125334946,0,0,0,2.21815890596261,1.77600345829904,1.32329171376804,0,1.53449747296821,0,0
Ivns1abp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,0,0,0,0,0,0,0,0,0,0,0,0.507658033187843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junb,0,0,0,0,0,0,0,0,0,0,0,1.62546713126495,0,0,0,0,0,0,0,0.817530846450456,0,0,0.764233062952849,0,0,0
Klf2,0,0,0,0,0,0,0,0,0,0,0,1.04059270714519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf9,0,0,0,0,0,0,0,0,0,0,0,0.668769950322768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laptm4a,0,0.829448354504192,0.870290671570466,0,0.921143058030093,0,0.992932941462568,0,0,0.689244522670456,0,0.91784248566998,0,0.705534369741334,0.667423627954852,0,0,0,0,0,0.550837480002783,0,0,0,0,0
Laptm5,0,0,0,0,0,0,0,0,0.963960303959926,0,0,0,0,0,0,0,0,0.894312230887131,0,0,0,0,0,0,0,0
Lcn2,0.402891835861228,0,0,0,0,0,0,0.884392907277857,0,0,2.95069868511317,0,0,0,0,0,0,0,0,0,0,0,0,1.35045222110723,0,0
Lcp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
