,unassigned,Neonatal-Muscle_18,Neonatal-Muscle_20,Neonatal-Muscle_19,Neonatal-Muscle_21,Neonatal-Muscle_11,Neonatal-Muscle_5,Neonatal-Muscle_12,Neonatal-Muscle_3,Neonatal-Muscle_9,Neonatal-Muscle_24,Neonatal-Muscle_23,Neonatal-Muscle_26,Neonatal-Muscle_7,Neonatal-Muscle_27,Neonatal-Muscle_15,Neonatal-Muscle_2,Neonatal-Muscle_6,Neonatal-Muscle_1,Neonatal-Muscle_16,Neonatal-Muscle_17,Neonatal-Muscle_14,Neonatal-Muscle_22,Neonatal-Muscle_8,Neonatal-Muscle_10,Neonatal-Muscle_4,Neonatal-Muscle_13,Neonatal-Muscle_25
Nfkbia,0,0,0,1.46865055616249,0,0,0.955104253376468,0,0,0.663609387594929,0,0.614184109894984,0,0,0,0,0,0,0,0,1.16120798899447,0,0,0,0,0,0,0
Nfkbiz,0,0,0,0.593373209974044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngp,0,0.500290799797294,0,0,1.23170218899504,0,3.70121473600262,0,3.76493135764267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npm1,0,0.928306077747937,1.68714712255782,0,0,0,0,0,0,1.09380405478929,1.27110440134621,0.516462192863699,0,1.01746229615204,0.704977800385839,1.20234521046264,1.16878915914157,0,0,0,0,0.806321810529184,0,0,0,0,0.378842596555742,0
Nrep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497627168892568,0,0,0,0
Nupr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ogn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818271163969694,0,1.31131936742243,0,0,0,0
Olfml3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351300945150441,0,0,0,0,0,0,0,0,0,0,0,0,0
Pamr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626906886445181,0,0
Parm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886215810726098,0,0,0,0,0,0,0
Pclaf,0,0.165822135513823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcolce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37847224480021,0,0,0,1.12339623898828,0,0,1.18741721998194,0,1.25373255518358,0,1.07513845267091,0,0
Pdgfa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdlim4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peg3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79747699282011,0,0,0,0,0,0
Pf4,0,0,0,0,0,0,0,4.46028201343123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgam2,0,0,0,0,0,0,0,0,0,0,0,0,1.97863016932228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pglyrp1,0,0.898162979147113,0,0,0,0,1.34537207592909,0,1.51273392405103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phlda1,0,0,0,0,0,0,1.24031374154537,0,0,1.20072683010403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pilra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pla2g7,0,0,0,1.18743297434418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plac8,0,1.46964803305116,0,0,0,0.828662520718232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plagl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635660413581437,0,0
Plaur,0,0,0,0,0,0,1.04447052752416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3048576285256,0,0,0,0,0,0,0,0
Plpp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pmp22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28091001538079,0,0,0,0,0,0,0,0
Pnpla2,0,0,0,0,0,0,0,0,0,0,0,1.07342462422774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51546067729022,0
Postn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38064521513661,0,1.23915633121381,1.2254972126955,1.45659341770897,2.08356660930851,0,1.92479037775587,0,0
Ppp1r14a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694410477500173,0,0,0,0,0,0,0
Prdx5,0,0.704504857764933,0,0,0,1.10410988705425,1.08852518163387,0,1.19270349591015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547051737790406,0
Prdx6,0,0.601995680123956,0.914170218256619,0,0,0,1.16727598436942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prg4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prkcdbp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639148715055576,0,0,0,0,0,0,0,0,0,0
Prss34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prtn3,0,1.86206167518496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptma,0,1.46455291696044,1.66780581764279,0.51650836861507,0,0.574595095489535,0,0,0,0.632584396218619,1.61123800493332,0.631456920856222,0,0,0.351300945150441,1.83684801491745,1.21879084754843,1.06705950707735,0,1.01253917840743,1.19965046584967,0,1.47253617796206,0.803039876290682,0.994302029905421,0,0.517750588053623,0
Ptn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptp4a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptprcap,0,0,0,0,0,0,0,0,0,0,0.593838330781001,0,0,0,0,1.02823716000055,0,0,0,0,0,0,0,0,0,0,0,0
Purb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pygl,0,0.154902823639623,0,0,0,0,0,0,0.885644384593145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rac2,0,0.87660967355208,0,1.09648595070801,0,0.547358383876684,1.2288864096807,0,1.07982713920098,0,0.593838330781001,0,0,0,0,0.607261816970767,0,0,0,0,0,0,0,0,0,0,0,0
Ramp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18531653537506,0,0,0
Rarres2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691646832065149,0,0,0,0,0,0,0
Rbp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790181559795251,0,0,0,0,0,0,0,0,0.64696768470189,0,0.555332315479704,0,0
Retnlg,1.30122608744007,0.503347538942981,0.447192597571085,0.889815149226878,2.84463129149104,1.11136479225478,4.69474690734391,0.986501991796187,4.82617733204942,1.26145713689757,0.973129649820436,0.460360336265935,0.768665995814535,0.953428722721214,1.37847224480021,1.28214705677956,1.28463007203026,1.20180549436199,1.11044695856318,1.15870389960489,0.841750097498008,1.04808180953566,1.07410711637699,1.03292811213495,1.12390464907487,0.961151402242072,0.497462899201867,1.04808180953566
Rgs2,0,0.500649623732283,0,0.815405631297466,0,0.861643448688665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rgs5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633590190941939,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnase4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps26,2.56370138867345,2.8373987262059,3.39642110151899,1.76012151794562,1.40236406416657,1.96053240510092,0,2.18472877524956,1.11827055952639,2.53697267537986,2.95264327494726,2.77133937886293,1.88416317960911,3.23839207600834,2.15278849550805,2.92256943879344,3.27390286150063,2.29416378475887,2.70776947749704,2.371781250722,2.24559003339512,2.73242694085092,2.18991657423011,2.44627892592789,2.30410681882191,2.46619108236267,2.0679271243492,2.60019669414724
Rrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rsrp1,0,0,0,0,0,0,0.771104915304049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a10,0,0,0,0,0,0,0,0.77730130436399,0,0,0,0,0,0,0.691991061156925,0,0.750555064244357,0,0.97486879745455,0,0.812490432321909,0.770377310361599,0,0,0.908523374488093,1.43678024868447,0,0
S100a11,0,1.01160425039245,0,0,0.251489356741034,1.73579178516412,2.57349804307055,0,2.00149533346484,0,0,0,0,0,0.704977800385839,0,0,1.24577077894753,0,0,1.4824653960794,0,0,0,0.724198508515659,1.29592581148155,0,1.14586374614916
S100a16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a4,0,0,0,0,0,0.831729014591542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956096807034772
S100a6,1.10183703571175,0,0,0,0.965597950795784,2.1514852572939,1.5310974225463,1.02513444207954,2.10688341672408,0,0.764421559084938,0.429920454140044,0,0,1.15770544560602,0,0,0.985789210196675,1.53337067066459,1.40203258476497,1.82577131689736,1.12574214174472,0.641906295721583,1.07810625594422,0,2.40850279990761,0,1.15472092522268
S100a9,1.93874514579857,3.98499490317195,0.800828370409591,1.30368256271306,3.34005069926077,2.26721974128725,5.79753183429355,1.47824838402411,6.26885537887605,1.64658895148733,1.41874064093472,0.901796231081209,1.4728050520769,1.39457732259212,1.47656886470023,1.74502671072401,1.70641828573716,1.73163841112033,1.55369420047908,1.50920665461147,1.36417410688576,1.70872648013648,1.52163126642397,1.52702471294675,1.57759656514118,1.49441340944656,1.02593813675074,1.91648358260847
Saa3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samsn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat1,0,0,0,0,0,0,0.990575075543144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrg1,0,0,0,0,0,0,0,0,0,0.792446643195352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sdpr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08017430228984,0,0,0
Selenop,0,0,0,0,0,0,0,1.79034032094119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb1a,0,1.30011366150503,0,2.8738799097649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpine2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910922727695808,0,0,0,0,0,0,0,1.35108370276436,0,0,0,0,0
Serpinf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691991061156925,0,0,0,0,0,0,0,0,0,0,0,0,0
Serping1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinh1,0,0,0,0,0,0,0,0,0,0.965899766340671,0,0,0,0,1.14684081160563,0,0,0,0,0.943559299389031,0,0,1.0201352545427,1.11273481327013,0,0.841502797100759,0,0
Sh3bgrl3,0,1.03621249412946,0,1.11365662677459,0,1.34780909129284,0.745143081721761,1.23001466066558,0.830089836707685,0,1.01329335133027,0,0,0,0,0.57669039045626,0,0,0,0,0,0,0,0,0,0,0,1.24378144497421
Sh3bp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937118639017301,0,0,0
Slc16a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a5,0,1.50804700796711,2.00897558283496,1.1713923951444,0,1.46906251197355,0,1.2357113657609,0,0.562318802027727,1.74180179439153,2.31969272490965,1.45673279764114,1.54530857856042,0.790181559795251,1.40053466966223,0.996239075317349,1.4241620236873,0,1.28712077952968,0.835118472280455,0,1.41486050780456,0.671936804707403,1.12884003974515,0,2.06338149186945,1.47656886470023
Slc2a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slfn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sln,0,0,0,0,0,0,0,0,0,0,0,0,4.06209959668164,0,0,0,0,0,0,0,0,1.036080281454,0,0,0,0,0,0
Slpi,0,0,0,0,0,0,1.46749059083263,0,1.23342598293298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smoc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Socs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sod3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sostdc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24494345425101,0,0,0,0,0,0,0,0
Sparc,2.91768613737531,0.936732665164619,0.761799124982005,1.01451137545946,2.19598360983016,1.25670233880145,0.892950815871858,1.46740504374801,1.62766289061013,4.31338475317286,1.08589577300517,1.86281068595903,1.3048576285256,2.36152758540061,5.19442721947393,1.4970010123623,2.41951709259733,3.67231762373066,4.1802440238209,4.46901435648075,4.37759578065786,3.83542761769759,3.88474563229351,4.91246948312277,3.83769799224348,4.58178209213511,1.46148482011239,1.51450430735394
Sparcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28595582444722,0,0,0,0,0,0,1.10840123191669,0,0,0
Spg21,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32577877672734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spi1,0,0.500251467948862,0,0,0,0.817081137291871,0,0.701419106489828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73753033169606,0,0,0,0,0,0,0,0,0,0,0,0,0
Srgn,0,1.82532806915155,0,3.23513481799938,0.341241378789961,1.01537370064238,2.289420192363,0,1.51984267513778,0,0.971052535193344,0,0,0,0,0.444977917091402,0,0,0,0,0,0,0,0,0,0,0,1.04808180953566
Stfa1,1.41720398731873,4.12807164428007,0.387339711503214,1.0728798115225,3.050948619551,2.93728269750229,5.32919890910856,1.06037720393053,5.55267004258519,1.41720398731873,1.24262173520905,0.623985443726686,1.22437333782896,1.02668335877587,1.33336151648133,1.34536870084768,1.27598715800814,1.20451023994059,1.20723049118074,1.21215322941168,0.741114993301989,1.21105509628198,1.21319167244711,1.06874299251126,1.27044395185833,1.03529098752062,0.558986211500924,1.10273380659571
Stfa2,0,0,0,0,1.45386676249758,0,3.9303471963184,0,4.31539610682666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stfa2l1,0,0.501719906158362,0,0,1.36820009848613,1.06924824043149,3.67276751615683,0,4.29978421357428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stfa3,0,0.447973480969151,0,0,1.01938714778124,1.08985733237324,2.9668989283116,0,3.9406024516473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stk17b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stmn1,0,0.500914006634535,0.581487447695226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00889088827611,0,0,0,0,0
Tagln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671612587206345,0,0,0,0,0,0,0
Tagln2,0,0.678741514630288,0,0,0,0,0,0.726367363979289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1729628424581,0,1.21660535526814,0,0,0
Tceal9,0,0,0,0,0,0,0,0,0,0.904315378419054,0,0,0,0,0.591325584760324,0,0,0,0,0,0,0,0,0.745098230519721,0,0,0,0
Tcf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thbs1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thbs4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955762450501669,0,0,0,0
Tlr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tm4sf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632390950468406,0,0,0
Tmem176b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem8c,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885644384593145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmsb4x,2.24450701806676,3.7942774585171,0.539955066056919,2.11250353546238,2.20954669283919,4.47622019747989,4.11500091701339,4.68365420019564,4.06692689647634,0.936455095431637,2.83199897150382,0.60081557225457,1.16878915914157,2.71150290408061,1.71744786419971,2.77738269767204,2.05790394802146,2.65557666848876,2.03754009286684,1.83567012464869,3.54774513043248,1.86987826226138,1.53529390123976,2.36316093362462,3.83705685477941,2.68307263762838,0.683343092226968,4.92447548557668
Tnc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287751927669874,0,0,0,0,0
Tnfaip6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnmd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95140706734391,0,0,0,0
Tnnc2,0,0,0,0,0,0,0,0,0,0,0,0,5.00730154594143,0,0,0,0,0,0,0,0,1.67149381896094,0,0,0,0,0,0
Tnni2,0,0,0,0,0,0,0,0,0,0,0,0,3.84322185275538,0,0,0,0,0,0,0,0,1.03292811213495,0,0,0,0,0,0
Tnnt2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17802550663502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnnt3,0,0,0,0,0,0,0,0,0,0,0,0,3.89815721665236,0,0,0,0,0,0,0,0,0.803974772159966,0,0,0,0,0,0
Tnxb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpm1,0,0,0,0,0,0,0,0,0,0,0,0,3.92734282616398,0,0,0,0,2.12066480960723,0,0,2.24776106558636,1.06874299251126,0,0,0,0,0,0
Tpm2,0,0,0,0,0,0,0,0,0,0,0,0,3.62394378210428,0.863393862303206,0,0,0,1.91492687470457,0,0,1.98705231404093,0.874373286646728,0,0,0,0,0,0
Tppp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08415460441238,0,0,0,0,1.11873630134022,0,0
Tpsab1,0,0,0,1.88851748960387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpsb2,0,0,0,5.80370034641951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trem1,0,0,0,0,0,0,0.785036467369905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trib1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsc22d1,0,0,0,0,0,0,0,0,0,0.669673950866366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tshz2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspo,0,0.654422280374232,0,0,0,1.02320527967412,0,0,0,0,0,1.35475071119331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48463275928543,0
Tuba1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859081167988173,0,0,0,0,0,0,0,0
Tuba1b,0,0.742409672026666,1.09768098758332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871507912122686,0,0,0,0,0
Tuba1c,0,0,0,0,0,0,1.02843268908675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tubb5,0,0.484282063108669,0.758490600598494,0,0,0,0,0,0,0,0,0,0,0,0,0.575030625324372,0,0,0,0,0,0,0.992326099415454,0,0,0,0,0
Tubb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrobp,0,0.924812502463088,0,1.57813970250433,1.11684205729134,2.18778140749268,2.15148245353371,2.12382625133627,2.19699801478707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43116466029492
Ubc,0,0.407007520702807,0,1.13385056676699,0,1.01154098494409,1.9060645795378,0.43399235576942,1.05872043569825,1.12480246483479,0,0.945209237146191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57373332372294,0
Ube2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ube2l6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucma,0,0,0,0,0,0,0,0,0,1.16473293272122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucp2,0,0,0.578192123875806,0.616235339215185,0,1.10907614331389,0,1.29634691978539,0,0,0,0,0,0,0,1.17750833791884,0,0,0,0,0,0,0,0,0,0,0,0.845885203541202
Vasp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vim,0.454780509409488,0.320724959153446,0,0.731459546235299,0,1.0333473823765,0,1.42234019408827,0,0,0,0.663613208161603,0,0,0.633590190941939,0,0.723484876365692,1.47825046144524,1.25936818167904,1.3529626766504,1.72272854093543,0.896047770832231,1.21333754070911,0.745098230519721,1.46917635071363,1.35436709848799,0.549408993242756,0
Vpreb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51273392405103,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc17,0,0,0,0,0,0.820035682210103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc21,0,0,0,0,0.428204090618071,0,1.50149392545719,0,1.8489057906433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wif1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871601545546931,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,0,0,0,1.02903804328341,0,0.79514320633797,1.12108052039048,0.653337594465596,0,0,0,0,0,0,0,0,0,0,0,0,0.691646832065149,0,0,0,0.266701432949743,0,0,0
