,unassigned,Embryonic-Mesenchyme_6,Embryonic-Mesenchyme_9,Embryonic-Mesenchyme_15,Embryonic-Mesenchyme_21,Embryonic-Mesenchyme_3,Embryonic-Mesenchyme_2,Embryonic-Mesenchyme_11,Embryonic-Mesenchyme_8,Embryonic-Mesenchyme_17,Embryonic-Mesenchyme_1,Embryonic-Mesenchyme_23,Embryonic-Mesenchyme_13,Embryonic-Mesenchyme_5,Embryonic-Mesenchyme_10,Embryonic-Mesenchyme_22,Embryonic-Mesenchyme_4,Embryonic-Mesenchyme_25,Embryonic-Mesenchyme_24,Embryonic-Mesenchyme_16,Embryonic-Mesenchyme_7,Embryonic-Mesenchyme_14,Embryonic-Mesenchyme_12,Embryonic-Mesenchyme_20,Embryonic-Mesenchyme_19,Embryonic-Mesenchyme_18
Prdx6,0,0,0,0,1.04280556937715,0,0,0,0,0,0,0,0,0,0,0,0,0.570743315893208,0,0,0,0,0,0.619885336516911,0,0
Psap,0,0,0,0.165877577460302,0,0,0.659099721710964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psma1,0,0,0,0.676892544703064,0.844890035894829,0,0,0,0,0.720673955133186,0,0,0,0,0,0,0,0.652482955810518,0,0,0,0,0,0,0,0
Psma6,0,0,0,0,0.608290882268096,0,0,0,0,0,0,0,0,0,0,0,0,0.254173577729826,0,0,0,0,0,0,0,0
Psma7,0,0,1.10027195374785,1.10109256194507,1.5522601731408,1.00103230272087,0.761990078808622,1.10578497017201,0.508552038511267,1.07558368880629,1.04593293112154,0.633093286287281,1.29517987399635,1.04414347509427,0.90038130906963,0.942942002525883,1.44677512153746,1.32635704381393,0,1.40027622569183,0.990865155698919,0.794149289325851,1.21685868194256,1.4679247715143,1.24235573142999,0
Psmb1,0,0,0,0.534747593673703,0.613640196682805,0,0,0,0,0.615089854677459,0,0.279663117767615,0,0,0,0.600442006369919,0,0.726961032067469,0,0,0,0,0,0,0,0
Psmb6,0,0,0,0,0.739610357709197,0.833032735084717,0,0.151617025035188,0,0,0,0.344038906078201,0,0,0,0.856575971978545,0,0.334835343033365,0.716473005166191,0.956137265327255,0,0.74870548252161,0,0.764261889161361,1.07546134278867,0
Ptma,0,0,1.4239792757191,1.42701218861209,1.74943348006357,1.45350655465398,1.06418616188926,1.36081772058178,0.822747017626358,1.47735161061156,1.38548333608607,1.29385238999429,1.39415318599996,1.29763396662507,1.4423350189154,1.34967272237664,1.85689043459537,1.81049885137161,0.959870822386307,2.01881605863929,1.44588366953989,0,1.78644202435931,1.78096992924499,2.13000985690036,1.44707650286898
Ptms,0,0,0,0,0,0,0,0,0,0,0,0,1.12061767930299,0,0.933469525390296,0.889858296678493,1.16649086997666,0,0,0,0,0,0,0,0,0
Ptn,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32803307381873,0,0,0,0,0,0,0,0,0,0,0,0
Ptov1,0,0,0,0,0,0,0,0,0,0,0,0.636059874790113,0,0,0,0,0,0,0,0,0,0.598261561548319,0,0.670417826109944,0,0
Rab14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rack1,0,0,0.877859393045406,0.857575627686023,1.50364517240497,1.13316585291459,0.692649996207089,0,0,1.07558368880629,0,0.650300386037624,0,0,0,0,0,0.967769254959475,0,0,0.917650284614235,0.97822191792267,0.786621256696658,0,0,0
Raly,0,0,0,0,0.335970340982434,0,0,0,0,0,0,0,0,0,0,0,0,0.334835343033365,0,0,0,0,0,0,0,0
Ran,0,0,0,0.71270022166292,1.1732927292808,0.938985131494389,0,0.771376347260207,0,1.00674640831049,0,0,0,0,0,1.02401427857233,0,1.10004276574768,0,0.956137265327255,0,0,0,0,0,0
Ranbp1,0,0,0,0.398987191741145,1.05224675672776,0.826490783592253,0,0,0,0.620704496063992,0,0,0,0,0,0,0,0.801163171173129,0,0,0,0,0,0,0,0
Rbm39,0,0,0,0,0,0,0,0,0,0,0,0.293903629015126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbp1,0,0,0,0,0,0,0,0.54367716228764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbx1,0,0,0,0,0.613640196682805,0,0,0,0,0.620704496063992,0,0,0,0,0,0,0,0.75549779534617,0,0.798672262148219,0,0,0,0.737718419053535,0,0
Rcn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcn3,0,0,0.737036495613233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl10,0,0.660663715850232,1.88473280088517,1.97206590976827,1.86812395045072,1.7847865618895,1.62566438545061,1.4113708873667,1.28782792705467,1.97796133803598,1.52684567449762,1.31267965742191,1.10192915208508,1.71911882020171,1.25474402943605,1.65660857259598,1.17215328330612,1.55629564712601,0,1.36864396137413,1.71911882020171,1.84936779950882,1.49483372169169,1.11313722720393,1.27954752647021,1.41712630589676
Rpl10a,0,0,0,0.712980036119742,0.672909617185941,0.774069483005834,0,0.601879962192984,0,0.786307331602207,0,0,0,0,0,0,0,0.772626407894428,0,0,0.694959390822041,0.954289048749263,0,0,0,0
Rpl11,0.887620585972431,0.735519170959798,2.0881058391552,1.85830879950486,2.06308312287367,2.16653771394878,1.44499340570112,1.6734312211384,1.40305308168168,2.04846051627008,1.78762332278713,1.83266137410309,1.39415318599996,1.66021687583889,1.29271476404834,1.70491938661031,1.28505513578906,2.15792860713803,0.959870822386307,1.37901605556649,1.70876598099019,2.15885023169992,1.62410501970621,1.24010095170377,1.31482042416127,1.44421960936255
Rpl12,0,0,0.860072616397078,0.8054384994531,1.37420801852585,1.03226210785298,0.618171463500572,0.65766773736976,0,1.09462818350504,0,0,0,0,0,0.604195281829494,0,1.60181482940986,0,0,0.849524832754938,0.958001630847393,0,0,0,0
Rpl13,1.24042828724582,1.1174921401994,2.48071360563995,2.63406543477786,2.74257993281697,2.78013823304893,2.05718134202842,2.17209936507843,2.11833662267945,2.63018317404386,2.37522315596516,2.36220990935199,1.68970579431511,2.17767383434391,1.43441124357016,2.4074861024487,1.55585052009201,2.74682282364056,0.912219117538495,1.97134253956156,2.26904422980817,2.85548787272118,1.86233529735614,1.57431775214387,1.45035286224609,2.01565046550292
Rpl14,0.926620513026863,0.776971846409259,2.06908012430095,1.8674668802891,2.12753181129847,2.18850149213844,1.43440199798246,1.64763349432066,1.47687670390092,2.42196099796627,1.72697581195804,1.65528053664644,1.15849113825874,1.46485766029771,1.20501326398433,1.84825858351484,1.21103250228491,2.40222928860726,1.07261918772891,1.5663779891661,1.59119510967092,2.24928103833495,1.47574698437678,1.7639917097883,1.41711744078907,1.34690047817413
Rpl15,0,0,0.715587922558145,0.868772160868941,1.12998862098422,0.943665746918844,0,0,0.415051879671894,0.767951032657746,0,0,0,0,0,0.856575971978545,0,0.842484137922623,0,0,0,1.00648739534686,0.5703743193779,0.821181142218372,0,0
Rpl17,0,0,1.0014476064599,1.30477105549435,1.75922416196086,1.41658496179655,0.808547491157499,1.03904835175967,0.990331550808863,1.39953274490371,1.05589052029087,1.04262448112021,0,1.03616931985578,0,1.12214276023606,0,1.15973872932114,0,1.08893587163607,0.947298319149835,1.2450785827502,1.04103218159848,0.764261889161361,0,1.26132486488572
Rpl18,0,0,1.47973538444792,1.59011143009044,1.74293311926163,1.74697882111438,1.16088580601638,1.38553459206675,1.11084012846515,1.54596451966516,1.27137968070361,1.20183350841183,0,1.20195866932856,0.756331935888186,1.50837243596672,1.05043470155971,1.80200346004751,0.8101296898968,0.99569462641966,1.23341330714403,1.65692051061447,1.25046124812149,1.01742896488129,1.27954752647021,1.29442323176892
Rpl18a,1.18191633839503,1.24332636163417,2.20324921448011,2.46491143495214,2.23904667501555,2.51189811408418,1.89170770587877,2.06144277127025,1.74159075345149,2.0106007416621,1.9984120389032,1.91439041270736,1.47496354366634,1.89332570179407,1.42312071530899,2.04163349585421,1.72172893944534,2.70465916614581,1.18832112786902,1.55829304370544,1.86938165846232,2.72216011566678,2.01041541611225,1.34628437057229,1.41711744078907,1.35845523235428
Rpl19,0,0,0.921855851350712,1.22524747578282,1.44380823110221,1.23532115615276,0.828515967863876,0.758052598935989,0.768099259397716,1.07558368880629,0.841447922707029,0.791001692196479,0,0.722692413637298,0,0.983711508403052,0,1.4101119834926,0,0.702772059086576,0.972024081194649,1.1778846359002,0.884764467390448,0.828969972388459,0,0
Rpl21,0,0,1.36629173544888,1.44503134669472,1.74159075345149,1.48840015973526,1.13475172257781,1.18448879527907,1.15644243518546,1.51876691645625,1.25867159242673,0.749693498788337,1.06237884005101,1.07546134278867,1.10578497017201,1.13157164661937,0.959870822386307,1.74895887374821,0.665401155328146,1.0918694014732,1.04459023994702,1.84707564498313,1.04103218159848,1.29286114470318,1.12631292607189,0.581560504136917
Rpl22,0,0,0.940063032895637,1.33150587601808,1.22616917244516,1.15700287373124,0.66434241509766,0,0.565100913220848,0.959876285828209,0,0.936737452775254,0,0.656681830421632,0,0.856575971978545,0,1.15573247300056,0,1.0853727794729,0.945114962718679,1.02620535914339,0,0,0,0
Rpl22l1,0,0,0.61121856530463,0,1.3899675841,1.03748971011931,0,0,0,0.721541042934809,0,0.633093286287281,0,0,0,0.889858296678493,0,0.770506509187011,0,0,0,1.05968113801055,0,0.273706717958904,0,0.930123268652713
Rpl23,0,0,1.33965432191666,1.26566551902327,1.45495240622362,1.50642817138798,1.11389890790499,1.24493603946281,1.06140585668645,1.39147298330787,1.26868165940007,1.57982612086426,0.670758357494027,1.04058365618855,0.948086762458838,1.3537823978637,0,1.47284916945735,0.665401155328146,0.80566320079989,1.05270079076613,1.59232863794998,1.15590316248231,0.7977253096858,0.626814226877383,1.26972070230021
Rpl23a,0,0,1.14500778447858,1.14502503977646,1.27389594231065,1.27954908964806,0.834368650385641,0.894077475514345,0.874433425337583,1.37383697854996,1.06418616188926,0.623702023845816,0.982939656496887,1.09481953311307,0,1.13157164661937,0,1.01669421294964,0,0.930118330440748,1.00467697916832,1.33389566408642,0.307420964129664,0.273706717958904,1.22460627313335,0
Rpl26,0,0.627609372199423,1.67075532827564,1.85250051852738,2.06374131238459,1.98570919005951,1.30330928142319,1.33632481078027,1.35688231282086,1.91963408276587,1.40528312721168,1.3458718935974,1.25210871755149,1.37580668953554,1.19599166983059,1.29975602081283,1.22460627313335,1.89700296498512,0.820299787454575,1.31919331783201,1.38224156102542,1.94920226788372,1.44879156445741,0.840909273006965,1.24235573142999,1.66351048664151
Rpl27,0,0,0.999757420481293,1.17748918762185,1.49739209975768,1.18183252144575,0.721439729846851,0,0.947298319149835,1.41456399649899,0.948028428240965,0.932414122082775,0,0.974338456556927,0,1.02401427857233,0,1.54591870855311,0,0.863748647935323,1.00467697916832,1.28795735246188,0.91804948984567,0.874334536114167,0,0.509447707613296
Rpl27a,0,0,0.934397702893287,0.759206459397993,0.856279770184374,0.954661800449389,0.542463695497237,0.276834907503029,0.571516299734376,0.847996913226121,0,0.695586414294654,0,0,0,0.889858296678493,0,1.22693758094412,0,0,0,1.0193201352995,0,0,0,0
Rpl28,0,0,1.04936385837857,1.21963622267043,1.41916781442967,1.11802083407052,0.854801917895093,0.917484974070512,0.92073479366896,1.48550801173548,0.755063400481774,0.791001692196479,0,0.563078683097481,0,1.35636460328872,0,1.41101485164424,0,0,0.784561781849586,0.830225778379972,0.782162099547624,0,1.12526733583355,0.410692798621968
Rpl29,0,0,0,0.749737868733011,1.05224675672776,0.760898748624047,0,0.766097869884113,0.415051879671894,0.665756555068908,0,0.972162898621996,0,0,0,0.604195281829494,0,1.08496754251433,0,0,0,0.843807436691665,0,0.596606413391837,0,0
Rpl3,0,0,1.4239792757191,1.58482003589688,1.92287063738574,1.80949644981418,1.23468243085817,1.3508855519804,1.14766224279279,1.69478001063574,1.33399700412414,1.49424566737298,0.816522915954879,1.29763396662507,0.948086762458838,1.70491938661031,0.960621163922824,2.22380669906636,0.461197997359392,1.21963322920433,1.34153305499015,1.99373556638085,1.20923233838799,0.90558376925492,1.12631292607189,1.35845523235428
Rpl30,0,0,1.34419238203493,1.40768152703778,1.58936775023425,1.49462041679295,1.11594793281803,1.25501961153305,1.06140585668645,1.13831861550056,1.18715068009597,1.23697081824319,0.73094599161353,1.04862914854051,0.670725126997181,1.05406535066839,0.991666684241254,1.91806286697797,0,0.925923562135226,1.19480241572261,1.46189256945041,1.1030443042171,0.867023926981416,0.896316723147313,0.410692798621968
Rpl31,0,0,1.33212723924777,1.37532809439402,1.74943348006357,1.40500688212542,1.03969765348243,1.17389875848201,1.10077019383564,1.6138399733824,1.22211439312754,0.773794592446136,0.976690534157709,1.15644243518546,0,1.02401427857233,0.55440103262941,1.16236295085171,0,1.182493126473,1.15533718288938,1.42551289225253,1.07076427384039,0.737718419053535,0.968192031808816,0.509447707613296
Rpl32,1.20075998948334,0.931705695080188,2.15850845579472,2.49097374977089,2.38075833620298,2.44755041703425,1.95521111697851,2.10346778303977,1.77087245922584,2.49936428342701,2.0552228042474,2.14296835739885,1.47496354366634,1.90803099677266,1.45035526422995,2.36016138370807,1.44232971774577,2.74881560186371,1.46669291576504,1.72172893944534,1.85534233133182,2.36677641590459,1.84535376295049,1.60815220338724,1.41711744078907,2.03110627431114
Rpl34,0,0,1.45560977338602,1.44423744007237,1.37420801852585,1.51886970982753,1.18191364268719,1.28047797433653,1.22460627313335,1.61485694631586,1.227108942537,1.22419787667142,0.928759944704779,1.05589052029087,0.851943184169069,1.65660857259598,1.0477287989692,1.70658477580638,0,0.956137265327255,1.21716270874107,1.55325217666414,0.828881054004273,0.928098911120936,1.12631292607189,1.1697889219556
Rpl35,0,0,0.993676583027559,0.763166054100549,1.12006981059239,1.13599343608575,0.824660811503816,0.780903231937217,0.855983779143395,1.20998696740553,0.779645305466797,0.339189657272155,0,0.624319921474831,0,1.02401427857233,0,0.801163171173129,0,0,0,0.930555514940395,0.558630082455042,0.878867437723095,0,0
Rpl35a,0,0,0.932669957633756,1.11140263159154,1.12006981059239,1.20890306115043,0.709555072078771,0.45255700613168,0.630593877080469,1.12449521163582,0.697673603444876,1.13391282923175,0,0.998127759569337,0,1.39037679258499,0,1.16236295085171,0,0.530141982277809,0.734169711826727,1.2153197180471,0,0.273706717958904,0,0
Rpl36,0,0,1.38227410096928,1.37168869545954,1.68936566507838,1.59670586291902,1.14116858409374,1.17616603250327,1.05406535066839,1.41456399649899,1.18773559952403,1.32007442372356,0.739285653814494,1.23978674613342,1.1228747799575,1.48438012091497,0.951696530744706,1.72095350404278,0,1.30046501850165,1.20496726395867,1.5657258873072,1.01452556874367,0.879469115280469,0,1.14537562661266
Rpl36a,0,0,1.11904034709113,1.36601186741936,1.37314445366822,1.39808228630363,0.74158921697602,0.767712055602873,0.953172019444533,1.32885964744371,1.06604817055295,0.568975321545289,0,0.950225766714232,0,1.12214276023606,0,1.34698038360518,0,0,0.919018536472489,1.27920740957298,0.978249570711636,0.622575573212853,0,1.23757079884016
Rpl36al,0,0,0.800619454971725,0.751393017046138,1.3654861669636,0,0,0,0,0.720673955133186,0,0,0,0,0,0,0,1.16236295085171,0,0,0,0,0,0,0,0.410692798621968
Rpl37,0,0.631293247516949,1.5794110347606,1.62522168210193,2.05424516165673,1.90173086446111,1.32065786586903,1.38755498530946,1.34153305499015,1.62348114791731,1.36469916102502,1.05670372636333,1.24558610729125,1.26868165940007,1.23159211074288,1.61689352436609,1.22087247621066,1.94686351266222,0,1.33700052297159,1.31482042416127,2.07641392464226,1.24474826517881,0.850574020913454,0,1.45435064252675
Rpl37a,0,0.784811274189481,1.44856160021957,1.42011654801101,1.83875676297394,1.58545455467746,1.2626554053421,1.39407150439263,1.15093832395463,1.82055185784939,1.38224156102542,0.728508564189106,1.15262210411229,1.28921910980719,1.08216277715359,1.62317503731055,1.09383430218402,1.54342365388526,0.959870822386307,1.19956320398316,1.35999749568377,1.60435413910146,1.22523936974654,0.878867437723095,0,1.3049105232255
Rpl38,0,0.556192357657805,1.44906298915253,1.2733220111921,1.5396652038989,1.51032838321122,1.06885398843491,1.05264252532164,1.09580662506667,1.93079305368336,1.17902518996287,1.26805492012046,0.812645183696245,1.1732927292808,0,1.36417503118787,0.494601911516937,1.56685465716428,0,1.20557089520597,1.02230204872481,1.31963819435261,1.07136191931124,1.56640633156165,0,1.23361227405279
Rpl39,0,0,1.27225880637451,1.69349542902271,1.77866776106251,1.43091101389571,1.06885398843491,1.34799342728531,1.05864068557768,1.77355578389361,1.16536529859904,1.07110783914656,0,1.06233093714338,0,1.35533045432688,0.742472187769231,1.11802272389598,0,1.00715604418379,1.0669817309786,1.45126533839602,1.19428949430832,0.858238501182709,0,1.2789328697529
Rpl4,0,0.670608359895954,1.61450577434121,1.67761258578824,2.00495496110483,1.82163716156215,1.14009381275089,1.35539889517613,1.37022874814225,1.93443696043556,1.31336966650025,0.791001692196479,1.0616751852784,1.33250065373219,1.18214402061838,1.56320338680648,1.15977159484406,2.00211363255703,1.18832112786902,1.36943586233731,1.41201936212867,1.84459592761712,1.21598015818399,1.39060789417713,1.23468243085817,1.25540874050295
Rpl5,0,0,0.87310729012526,1.02525977881718,1.31724597811239,1.01925182368043,0.549323181446031,0.749013815096625,0,0.99677209523902,0,0.633093286287281,0,0,0,0,0,1.13294270638751,0,0.646854114569146,0,1.09006686226989,0,0.596606413391837,0,0
Rpl6,0,0,1.18481827954657,1.21534338415376,1.26021767438075,1.2771545935769,0.889217730229666,1.12447930516819,0.866167108217166,1.27083841557622,1.15093832395463,1.10265426916829,0.84786071798493,0.956137265327255,0,1.02875387027177,0,0.955252935184864,0.665401155328146,0.798672262148219,0.84373945149352,1.35633084952194,0.884764467390448,0.934326229655936,0,0.930123268652713
Rpl7,0,0.576370575091747,1.3472509347725,1.40907470991339,1.65421267073832,1.45395224174746,1.0935063044863,1.36706751168116,1.25801021918674,1.61035288154311,1.24106982835822,0,1.02279679786079,1.18598266400351,1.0872520755001,1.09088972078406,1.14009381275089,1.93862188790157,0,1.10377102351961,1.25537209417453,1.46631612957775,1.3663445011782,0.842139733382509,0.968192031808816,1.18344146262528
Rpl7a,0,0,0,0,0.83860144473546,0,0,0,0,0,0,0,0,0,0,0,0,0.254173577729826,0,0,0,0,0,0,0,0
Rpl8,0.842306644799639,0.717212168176042,1.57427122340963,1.76764610029269,2.10079371633838,1.89009442579751,1.36156085015051,1.45492553299941,1.4278671514972,1.63504587087669,1.43090872199123,1.38256860158531,1.1325331321599,1.45214892824034,1.22838614809914,1.34967272237664,1.24493603946281,2.02135235509542,0.690737415364066,1.43148965718292,1.45938164878006,1.71234920471133,1.37077375164151,1.04933203626167,1.41201936212867,1.29020875757806
Rpl9,0,0,0.996923539026011,1.00720141943025,1.27389594231065,0.976674568801261,0.653940526835291,0.749013815096625,0.736988602726284,0.997832455714885,0.915605782942207,1.08161486822474,0,0,0,1.12214276023606,0,1.12789155736412,0,0,0.758741519917815,1.061096987155,0.768700947143304,0.622575573212853,0,0.464008021869947
Rplp0,1.00924041834715,1.13902540784691,1.77506021008164,1.89820505279852,2.51715730005956,2.01544715681736,1.28782792705467,1.42493494006515,1.77866776106251,2.06492266655991,1.40528312721168,1.71043027656961,1.00077391837306,1.36156085015051,0,2.03970918330627,1.11084012846515,2.19632306464162,0.959870822386307,1.182493126473,1.40360987771458,1.52919034880569,1.24517696115909,1.07821403268246,1.06233093714338,1.29020875757806
Rplp1,1.0669825862623,1.04683729482683,1.96244584113443,2.08656843651898,2.43119619302815,2.22370308590382,1.72987684477128,1.74110073393629,1.92020749568648,2.89600501925964,1.78857191838721,1.59884877393199,1.15488475332319,1.84917907251033,1.25851158586663,1.97549777609468,1.25405743425906,2.27666541206022,1.18832112786902,1.33700052297159,1.90968103620667,2.13101905745627,1.56859049393106,1.5231093810646,1.22460627313335,1.54198746008025
Rplp2,0,0.633329149564391,1.44322174484572,1.50578798607447,1.64175893415627,1.76358753396922,1.16988137705971,1.3726312032505,1.32359741573766,1.51876691645625,1.25013094121913,1.17694103019511,0.384761668225695,1.21716270874107,0,0.942942002525883,0,1.89700296498512,0,1.30046501850165,1.2527456956307,1.60634995324259,1.1390307077712,0.858238501182709,1.2359543270005,1.14537562661266
Rps10,0,0,0.915114323088928,1.01627762769051,1.19618684955062,1.04014065483549,0,0,0.658061268173208,1.02359371656253,0,0.339189657272155,0,0,0,0,0,0.987273968485436,0.8101296898968,0,0,0.852078244168315,0.831974607020736,0,0,0
Rps11,0,0.65430264686193,1.80449576163873,1.98697651207677,2.23597386408813,2.06852915033573,1.68638779302938,1.41286684095098,1.23978674613342,2.02358253196253,1.41371431977329,1.38165747457028,1.24558610729125,1.44321643233558,1.21408974357619,1.83146477176424,1.28643993959397,2.29415797236428,0,1.47315579254364,1.53221485125755,1.83325156800913,1.45672095188402,1.24013899363154,1.29763396662507,1.38842119330908
Rps12,0,0,1.28403057710241,1.43463318451471,1.86812395045072,1.49077924830195,1.15977159484406,1.11930509492513,1.22962247535498,1.55762994365528,1.10881071183007,1.26805492012046,0,1.18715068009597,0,1.02875387027177,0,1.54682157670475,0,0.986084108417754,1.22585625455095,1.62270984280679,0.830549382607663,0.928098911120936,0,1.19075882566307
Rps13,0,0,1.45410093633248,1.63089255143702,1.93520752937049,1.74697531538652,1.10326969474004,1.25768727611554,1.28782792705467,1.89240973812368,1.29201110803007,1.45516932028667,1.26134273719119,1.29763396662507,1.0266127133214,1.61689352436609,1.10176856843543,1.55444112048626,1.11903634758077,1.52098680949885,1.31482042416127,1.54099316668676,1.26301562172202,0.828969972388459,1.3522381285881,1.31531602901585
Rps15,0,0,1.21682417225208,1.27643331094356,1.17864118793593,1.40416810444668,0.866167108217166,1.09246177944152,1.03881322283387,1.37856959449162,1.13581592693448,0.94367954059564,0.697300861690443,1.07167528996629,0,1.35533045432688,0.88223375753639,1.15573247300056,0,1.00715604418379,1.02230204872481,1.25427194609463,0.963508065299694,1.03503865832747,0.968192031808816,1.35845523235428
Rps15a,1.14386512838126,0.993317173595017,1.97669614251248,2.12030014239178,1.86812395045072,2.13891578753739,1.60270308367335,1.70350931973462,1.34001855848456,1.97260046180921,1.92299971341898,1.47612440438305,1.35783227851566,1.8072988333234,1.40738412761434,2.20578882812701,1.42916896941893,2.0591005113382,1.46669291576504,1.47315579254364,1.86519675988242,2.2808584311481,1.71525947744669,1.16033180479206,1.45035286224609,1.71142890353099
Rps16,0,0,1.12701123451724,1.36062108306761,1.52751457404819,1.41969534765344,1.02144816811443,1.02551743529964,0.979783409169102,1.39157616699049,1.07546134278867,0.683228563350356,0,1.01048133267452,0,1.13157164661937,0,1.75262244024593,0,0,1.09383430218402,1.38589599340058,0.963508065299694,0.406923158286434,0,0.876808045404734
Rps17,0,0,1.33969086071627,1.23256878276823,1.64175893415627,1.6050853743624,1.11748990069711,1.10128835396261,1.08601879784182,1.70895365295201,1.23468243085817,1.38165747457028,0.804630496638927,1.20255911691559,0.928650522364392,1.29975602081283,0,1.84559205169966,0,1.0853727794729,1.07831929658143,1.50042917920436,1.04392069015506,0.596606413391837,0.968192031808816,1.15269298965045
Rps18,0,0,1.29009326537921,1.30673735848553,1.67658433518013,1.36627610216244,0.661885303301529,1.03397849852828,0.822747017626358,1.59719534857048,0.858357621544633,0.954335520877974,0,0.902872647004579,0,0,0,1.16236295085171,0,0,0.842592085045064,1.33966619674841,0.928193016107731,0,0,0
Rps19,0,0.626977507915299,1.73039765783177,1.99116440198582,1.98965688596358,1.97490809039956,1.39365982093238,1.62547821557526,1.56885691626935,2.07315112918895,1.56214831747623,1.04966168284835,1.15877715531144,1.39365982093238,0.872317474525043,1.70491938661031,0.959870822386307,1.82937437269021,0,1.182493126473,1.64470526475823,2.07234577854569,1.30052447124129,1.22345610790245,1.12631292607189,1.26601991726121
Rps2,1.20859867183068,1.29692989266194,1.94902707518376,2.0286031334455,2.70193662328833,2.20925954124868,1.61974209868772,1.81810764281957,2.1013995479369,2.33687265964242,1.44677512153746,1.43458810518842,1.26134273719119,1.52617741412437,1.0266127133214,1.36417503118787,1.23088333886835,2.42887102808844,0,1.31919331783201,1.55272242411245,2.30139184883733,1.3699750814711,1.24510559084882,1.22460627313335,1.31988719608966
Rps20,0,0,1.23278288486326,1.45125146982331,1.49739209975768,1.32532454316547,1.03793035989682,1.11930509492513,1.02573249362951,1.3649679345635,1.15644243518546,1.27621738027452,0.297379601122822,1.10176856843543,0,1.02401427857233,0,1.29223279892299,0,0,1.22585625455095,1.29034342473816,0.95286551309614,0.647166455720899,0,1.08380489029215
Rps21,0,0,1.43486439478525,1.38751892488747,1.68936566507838,1.56718045711018,1.10881071183007,1.33325242346049,0.962879503688331,1.22025385222423,1.25801021918674,1.10036045793013,0.894615797306535,1.19421012280873,0.861646560486785,1.35533045432688,0.959870822386307,1.26796553457272,0,1.00715604418379,1.10176856843543,1.43094539361565,1.08917975910824,0.837279910018572,0.896316723147313,1.28484899413566
Rps23,0,0,1.3155818642813,1.47796942021187,1.3654861669636,1.49558744325633,1.07546134278867,1.22244414375763,0.967048520528109,1.40150023272833,1.14009381275089,1.22419787667142,0.662317454102272,1.13051577889469,0,1.05406535066839,0,1.70545119085893,0,0.925923562135226,0.974725298166237,1.68472936741735,1.07688855665137,0.7977253096858,0,0.464008021869947
Rps24,0.520442938151847,0.792059769817562,1.80681372246772,1.50071264020752,2.14043154215507,1.80830586269476,1.24623046421789,1.3530102632259,1.29692825646388,1.91572296936669,1.38224156102542,1.40320843430674,0.952009065690546,1.32803307381873,1.08023433464838,1.43615556035701,0.698453067049662,1.79409203047273,0.665401155328146,1.36943586233731,1.29622336440075,1.76971373684706,1.09261513582354,1.06060433923628,0,1.05294237573759
Rps25,0,0,1.30414285900883,1.46404674611641,1.51622954352928,1.45575555525458,1.05864068557768,1.10578497017201,0.965148880913252,1.15354265465636,1.07167528996629,0.623702023845816,0,0.974338456556927,0,1.39037679258499,0,1.6946882267267,0.690737415364066,1.1732927292808,1.00964787041548,1.386705360538,0.927496118934467,0.900098051820855,0,1.26668462832812
Rps26,1.06558224318209,0.894693185316724,2.51955080061242,2.57573066316433,2.82328666747316,2.80233424669727,1.86207201916893,2.18286398506639,2.14574303866236,2.51950873846501,2.22008879899175,1.79169694503992,1.65611578344102,2.29323911113303,1.59323234670912,2.5047910717177,1.65421267073832,2.41503428025324,1.227108942537,1.98477087965137,2.20565683194302,2.81831330860269,2.06113120919439,1.72522570724923,1.41201936212867,2.31415143114651
Rps27,0.840023097086979,0.755317823859492,2.13445327741456,2.28487617131571,2.12753181129847,2.21318248067065,1.68472527477706,1.80730413460676,1.42340265246,2.18293044319968,2.05391952122656,2.19011867229507,1.52078092070989,2.03587316446868,1.41034840021818,2.18329320436059,1.41541367322469,2.04468435299876,0.959870822386307,1.70619943969102,2.04549480501233,2.54896515588834,1.70332239158478,1.60068281234117,1.34305122281331,1.89933089391417
Rps27a,0,0,1.80643399269391,1.91967678827932,1.95132673140716,1.99160598395381,1.44499340570112,1.3678550051856,1.43967663212968,1.74377546819473,1.4326530583725,0.915291296477037,0.882277202308636,1.38874151240302,1.21408974357619,1.67482610766283,1.21593141729964,1.85349528209585,0.690737415364066,1.19956320398316,1.409485128017,2.20010793276924,1.21502355318539,1.22345610790245,1.08796169240234,1.38638313791615
Rps27l,0,0,0.859872193358735,0.837776510045642,1.37314445366822,0.984107598146617,0.765737747288052,0,0.791048998965274,0.626761779835844,0,0.650300386037624,0,0,0,0.925228234950737,0,1.07896659937396,0.461197997359392,0,0,0.255098564817884,0.537610021844549,0,0,0.543494668124298
