,Fetal_Brain_12,Fetal_Brain_4,Fetal_Brain_18,Fetal_Brain_16,Fetal_Brain_17,Fetal_Brain_15,Fetal_Brain_5,Fetal_Brain_13,Fetal_Brain_8,Fetal_Brain_9,Fetal_Brain_14,Fetal_Brain_1,Fetal_Brain_10,unassigned,Fetal_Brain_2,Fetal_Brain_3,Fetal_Brain_6,Fetal_Brain_7,Fetal_Brain_11
1110004F10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810058I24Rik,0,0,0,0,0,0,0,0.589060044928879,0,0,0,0,0,0,0,0,0,0,0
2410015M20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900011O08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6330403K07Rik,0,0,0,1.00409891814364,0,0,0,0,0,0,0,0,0.73835574769293,0,0.876600986815337,0.724986498016222,0,0,0.955575661714825
Abracl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actb,0,0,1.31134037038449,0,0,1.5270238583017,0,0.989246705688112,0,0.786594134767543,0,0,1.03334660836223,0,1.27205478792216,1.41602775142574,1.15596421684627,1.0978912116057,1.30850315261324
Actg1,0,0,0.491545300961878,0.885965237267265,0,0.475921639128268,0,0,0,0,0,0,0,0,1.00658628980473,1.03148047071565,0.255749906181038,0,1.02456372639178
Adrm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alas2,0,0,0,0,0,0,0,0,0,0,1.21498703216237,0,0,0.941147881441146,0,0,0,0,0
Aldoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anapc13,0,0,0,0,0.721855779155026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ap1s1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ap2m1,0,0,0,0.796207745792936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ap3s1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apoe,0,0,3.51513566628348,0,0,3.05678213485133,0,0,0,0,0,0,0,0,0,0,0,0,0
Arf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arl4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arl6ip1,0,0,0.494785418453734,0,0.822576636847657,0,0,0,1.01819488990255,0,0,0,0,0,0,0,1.03662253414147,0,0
Arpc1b,0,0,1.13046538513938,0,0,1.20718192605079,0,0,0,0,0,0,0,0,0,0,0,0,0
Arpc2,0,0,1.13951433400615,0.695415190105708,0,1.0273187085992,0,0,0,0,0,0,0,0,0,0,0,0,0
Arpc5,0,0,0.660913589376787,0,0,0.397068763292084,0,0,0,0,0,0,0,0,0,0,0,0,0
Arpc5l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arpp19,0,0,0,0,0,0,0,0,0.736392316715081,0,0,0,0,0,0,0,0,0,0
Arxes2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp5l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v1g1,0,0,0,0.630804193032704,0,0,0.643823045953793,0,0,0.92917764350782,0,0,0,0,0,0,0,0,0
Atxn7l3b,0,0.580911400078636,0,1.13477742874648,0,0,1.05965754917005,0,0.732243815309503,1.07313787615336,0,1.12114205953831,1.07563978806179,0,0.944229087722563,0.744850252942058,0,0,0.927163635584741
B2m,0,0,1.09226097835805,0,0,1.28004461756729,0,0,0,0,0,0,0,0,0,0,0,0,0
Banf1,0,0,0,0,0,0,0,0,0.80162054273685,0,0,0,0,0,0,0,0,0,0
Bax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC031181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bcas2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692632259992589,0,0
Blvrb,0,0,0.206617865674153,0,0,0,0,0,0,0,0.72274712774192,0,0,0,0,0,0,0,0
Bnip3l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bpgm,0,0,0,0,0,0,0,0,0,0,0.652399556481147,0,0,0,0,0,0,0,0
Bsg,0,0,0,0,0.686342077811096,0.397068763292084,0,0.785680531539414,0,0,0,0,0,0,0,0,0,0,0
Btg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bub3,0,0,0,0,0,0,0,0,0.970060821144645,0,0,0,0,0,0,0,0,0,0
Bzw2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qa,0,0,0.950421167075881,0,0,1.52542077279678,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qb,0,0,1.77174221738823,0,0,2.05457917058366,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qc,0,0,1.87120990542709,0,0,1.9428591129048,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calm2,0,1.29037460872599,1.21348568142558,1.76659071562339,1.20075821126952,1.03661456326642,1.48902920459379,1.0910563590652,1.88874555344965,2.22134241965622,0,1.93829013609675,1.63049550569046,0,1.08276842912486,1.20526501324136,1.0489657189743,0.871322928598128,0.987547126602897
Carhsp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cbx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl27a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccnb1,0,0,0,0,0,0,0,0,0.999863290526612,0,0,0,0,0,0,0,0.758127031894921,0,0
Ccnb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccnd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd24a,0,0,0,0,0,0,0,0,0,0,0.599243589914123,0,0,0,1.24869545109504,1.10535467769926,0,0,1.56043832813964
Cd63,0,0,1.10712573844591,0,0.903962490360022,1.07259191606458,0,1.29186484682143,0,0,0,0,0,0,0,0,0,0,0
Cd81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdc123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdc20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
