,Lung_18,Lung_12,Lung_1,Lung_3,Lung_28,Lung_31,unassigned,Lung_2,Lung_14,Lung_11,Lung_19,Lung_8,Lung_6,Lung_5,Lung_24,Lung_17,Lung_10,Lung_22,Lung_25,Lung_9,Lung_16,Lung_32,Lung_7,Lung_20,Lung_15,Lung_29,Lung_26,Lung_21,Lung_4,Lung_30,Lung_23,Lung_13,Lung_27
Ftl1,1.89237675884794,1.82743543713931,1.41067325795478,2.95238515393083,1.38793174337268,1.72605064658366,1.57807472480465,1.45709983830115,1.016272345758,1.41164840548347,1.28038707341301,2.74461439396319,1.31280017734483,2.44063009393261,0.674253863800797,1.30162705381178,1.63581972254166,1.58604829115762,1.2962539939392,1.5660813101703,1.19801358611583,1.79831735229122,2.84952105403518,1.26705533813621,2.02925761908326,2.81312477109684,2.53422014554198,1.74314389436737,1.13597857871189,2.12022554899581,1.30595579632544,2.76829213226509,1.73348436898407
Fxyd5,0,0,0,1.18375400139407,0,0,0,0,0,0,0,0,0,1.12920780747147,0.476688585440038,0,0,0.743707004649746,0,0.908353884876555,0,0.783583434369693,1.43398489745523,0,0.951785656765669,0,0.765006050131379,0,0,1.33299125996705,0,1.16399318150277,0
Fyb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G0s2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22986800380328,0,0,0,0,2.23226073162169,0,0,0,0,0
Gadd45b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663563561264568,1.25092219678528,0,0.713184506178863,1.12377164592228,0,0,0,0,0,0,0
Gadd45g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gapdh,0,0,0,1.0390745202686,0.484477088355846,1.65872024274646,0,0,0,0,0,0,0,0,1.37052122325916,0,0,1.13378033683108,0.796430319101658,0,0,0.645858433620102,0,0,0,1.19083871135294,0.917178531079093,0.879520351738577,0,0,0,1.04291479695571,0
Gas5,0,0,0,0,0,0.547589917893855,0,0,0,0,0,0,0,0,0,0,0,0,0.465373792765651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimap3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimap4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimap6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gltscr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10736,0.584522322366685,0,0.654882543784676,0.573267019553965,1.06538448558047,1.55017229675432,0,0,0,0,0,0.642395399970882,0,0.826680632595256,1.22009768688095,0,0.560022864868413,0.969107521604004,0.672542453999559,0.807087508112935,0.939209292865713,0.930499637789771,0,0.870149090450644,0.960149172183523,0.952423641136391,0.883475900364444,0,1.32481893766811,0,0,0,0.514340175353
Gm11361,0,0,0,0,0,0.60805724009363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14303,0,0,0,0,0,1.28584141542953,0,0,0,0,0,0,0,0,0.772434453459523,0,0,0.725373114907322,0,0.68447134866874,0,0.775182209176512,0,0,0.696000264151414,0,0,0,1.33448658787228,0,0,0,0
Gm15427,0,0,0,0,0.694251554199955,0.923964205824396,0,0.721567567206257,0,0,0,0,0,0.812628698649557,0,0,0,0.753036987047914,0,0.929699197068472,0.939209292865713,0.285957056916146,0,0,0,0,0,0,1.46103154828529,0.653904579677934,0,0,0
Gm2000,0,0,0,0,0.246142685630155,0.547589917893855,0,0,0,0,0,0,0,0,0.971097249969894,0,0,0.573945907170459,0.547620186479844,0,0,0.621885246487135,0,0,0,0,0.502915714235797,0,1.00365527827318,0,0,0,0
Gm23935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812628698649557,0,0.996265704258661,0,0.592474546103647,0,0,0.74834226743221,0,0,0,0,0,0,0,0
Gm42418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9843,0,0,0,0,0,0.816792522825858,0,0,0,0,0,0,0,0,0,0,0,0.600263949694407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gmfg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628333783429825,0,0,0,0,0,0,0,0,0,0,0,0,0.340941358174436,0,0.653904579677934,0,0,0
Gnai2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611129414618243,0,0,0,0.193243120226816,0,0,0,0,0.671889917038382,0,0,0,0,0,0
Gngt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21795736514725,0
Gpr132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpx1,0,0,0.769748547531268,1.35962458577383,0,2.23055207539521,0,0,0.959500419160486,0,0,1.39968098256334,0,1.85265480105915,0,0,0,1.71902919095019,0.796430319101658,1.46439313168037,0,1.8046660383066,0,0.779214277473506,1.52548981344142,0,1.520702780698,0.912216486520504,0,0.552150167783151,0.841200536643104,2.17671006321692,0.719612168064445
Gpx3,0,0,0,0,0,0,0,0,0,2.07306857229715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384977004004766,0,0,0,0,0
Grn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755589247214747,0,0,0,0,0,0
Gsn,1.38669655775608,0,0,0,0,0,0,0,0.686740700448703,4.01607598869009,0,0,0,0,0,0,4.6535918392169,0,0,0,0,0.553415155608187,0,0,0,0,0,0,0,0.552150167783151,1.81294616268497,0,0
Gstm1,1.82662023155302,1.24139140598804,0,0,0,0.547589917893855,0,0,0,1.19852957520001,0,0,0,0,0,0,1.24083556714404,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09915302723999,0,0
Gzma,0,0,0,0,0,0,0,0,0,0,0,0,3.4796318096797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-Aa,0,0,1.14257647812257,0,0,0,1.35090730489628,2.22850135926818,0,0,0,3.35572324493131,0,0,0,0,0,3.82739227905986,0.64670607778472,3.65669816078439,0,3.92231876001236,0,0,4.1959175268802,2.24364522804253,0,0,0,0,0,0,1.63110978908412
H2-Ab1,0.1857446618455,0.425845720708679,1.1181776042534,0,0.796412725481972,0,1.60322985732986,2.52670401314004,0,0,0.761122205735028,3.61644753483976,1.14773459814765,0.585505498086829,0,1.20947496082396,0,3.88594798040366,0.904129363306028,3.97365876057902,0.895519504385052,4.29304972236438,1.40147939682333,0.879321521587888,4.55741822599455,1.39288785117968,0,0,0,1.34884378168183,0,0.984810005519405,1.70940658675197
H2-D1,0,0,0.718872382281771,1.20702441696221,1.22686077779125,0.816792522825858,0,1.39824431921671,0.869353181177535,0,1.59655080017185,1.2514879451745,1.83158462880422,1.79474152413035,1.37052122325916,1.95374422783457,0.576906678187526,1.32930599600295,1.2834537137067,1.16984998383132,1.59363430761175,1.80998247426437,1.47618208785643,1.82843480190023,1.44544235961057,2.25974280195016,1.16708243159334,1.20619710594101,1.35357969788256,1.11053833027193,0,2.10950376739108,0.514340175353
H2-DMa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2058030791252,0,1.62317830796778,0,1.5576134027834,0,0,1.37189650933491,0,0,0,0,0,0,0,0
H2-DMb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0390745202686,0,1.10299864998756,0,0.828852168141856,0,0,0.99728936217964,0,0,0,0,0,0,0,0
H2-DMb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-Eb1,0,0,0.666029720442171,0,0,0,0.901462422882035,2.12586159661092,0,0,0,3.56694332740557,0,0,0,0,0,3.20842456792803,0,3.55107869464753,0,3.92925483432647,0,0,4.3650007699139,2.67980411708175,0,0,0,0,0,0,0.941652880741709
H2-K1,0,0,0.743529758201286,0.708633868144774,1.31778187972129,0.781671157607498,0.942324875105328,1.40872677168659,0,0,1.37490862972897,1.02073644665131,1.79474152413035,1.05698857306997,1.31720082190794,1.52983427375618,0,1.02178227967211,0.860487156427493,0.868403975264488,1.466573638798,1.40856813525718,0.997992307039042,1.45477434241422,0.980044059364041,2.35880179714723,0.727303263383487,0,1.57574668456395,0,0,1.32802057048781,0.827905471598183
H2-Ob,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-Q6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-Q7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668954390530188,0,0,0,0,0,0,0
H2afz,0,0,0,0,0,1.58699220064475,0,0,0,0,0,0,0,0,1.35962458577383,0,0,1.76429105701756,1.9403388711569,0,0,1.62832469963051,0,0,0,0.926972144478702,1.44004380599446,0,0,0,0,0,0
H3f3a,0,0,0,0,0,0.923964205824396,0,0,0,0,0,0,0,0.888273673286788,0,0,0,1.02289174207894,0.58610439726926,0,0,0.842592269854086,0,0,0,1.16691286702217,0.249767012364249,0.989288988971017,0,0,0,0.90690835168137,0
H3f3b,1.45383220743637,0.677094227705923,1.16545131139759,1.28584141542953,1.93896987937325,2.05145278573212,0.888412075157542,1.42645670456042,1.35827556271239,1.16886791612072,0,1.22440333043519,1.3943118916646,1.55829276294741,1.64360189831156,1.39716939974873,1.05225345216183,1.3493549181788,1.82277165003479,1.11360185720908,1.33968608335345,1.29268472515453,1.7218527401796,1.42049397061903,1.18880538646641,1.26003547392341,1.43360906201169,1.79910151403247,1.33903531835716,2.30350284795195,1.22893951188467,1.41018595671096,1.19268485628073
Hba-a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hba-a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-bs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hc,0,0,1.08259756386209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183511320885237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669010216868934
Hcar2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44160125532569,0,0,0,0,0,0,0.416221104418024,0,0,0
Hcls1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hcst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hdc,0.416826311772022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27279928029273,0,0,0,0,1.11573150863344,0,1.50782186708666,0,0,0
Hes1,0.162699473587836,0.587161616491791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmgb2,0,0,0,0,0,0.97398631481559,0,0,0,0,0,0,0,0,1.51091783687109,0,0,1.13654258523273,0.829080080583456,0,0,0.859687719500498,0,0,0,0,0,0,0,0,0,0,0
Hp,1.17949630778071,2.86692382967574,0.76504193194082,0,0,0.216974663561187,0.814713307436744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10386602304348,0,0,0,0,1.07974196205726,0,0,0,0,0.827905471598183
Hpgd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35962458577383,0,0,0,0,0,0,0,0.906585180308558,0,0,0,0,0,0,0,0,0
Hsp90aa1,1.27516001026688,0,0,0,0,0.555108746935253,0,0,0.546356773051984,0,0,0,0,0,0,0,0,0.585505498086829,0.511282710832925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690739095329543
Hsp90ab1,1.2443074499968,0.724644375603396,0,0.821470678782886,0,0.97398631481559,0,0,0.855485421825356,0.719226109707693,0,0,0,0,0.507530976866037,0,0.701747385245384,1.10169982083016,0.643980862114225,0.790108344928359,0,1.03851026802045,0,0.861749491843576,0.920381211605012,0.869617626364036,0,0,0,0,0.68559221178073,0,0.577267108204806
Hspa1a,0,0,0,0,0,0.943571695115798,0,0,0,0.968005767187016,0,1.43854598273442,0,1.1228709576693,0,0,0,1.18174611011909,0,0.676762274590379,0,1.51273377749016,0,1.1400948759457,1.18576910803871,0,0,0,0,0,0,1.43156600049709,0
Hspa1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspb1,0,0,0,0,0,0,0,0,0,0.719226109707693,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09783726530116,0,0,0,0,0,0,1.06423882865125,0,0
Icam1,0,0,0,0,0,0,0,0,1.38300653065374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Icam2,0,0,0,0,0,0,0,0,0,0,1.26197204039191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id2,0,0,0,0,0,0,0,0,0,0,0,0,0.43010388206136,0,0,0,0,0.983443401716302,0,1.23037427335804,0,0,0,0,0,1.66850258286845,0,0,0,0,0,0,0
Id3,0,0,0,0,0,0,0,0,0,1.00650873697347,0,0,0,0,0,0.635772987164149,1.32866295067671,0,0,0,0,0,0,1.38345972035646,0,0,0,0,0,0,1.11677563971913,0,0
Ier2,0,0,0,0,0,0.555108746935253,0,0,0,0.775767280680999,0,0,0,0,0,0,0.950512340686683,0.399673946213593,0,0,0,0.671791988205156,0,0,0,0,0,0,0,1.73158498057037,0.877362101386498,0,0
Ier3,0,0,0,0,0,0,0,0,1.04291479695571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30871892559354,0,0,0,0,0,2.217817743912,0,0,0
Ifi27l2a,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22332314887585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80032458405235,0,0,0
Ifitm2,0,0,0,0,0,0.68124026924261,0,0,0,1.00938125061362,0,0,0,0.966687086756551,0,0,0.884421932775771,0,0,0,0,0,0,0.912977298259659,0,0,0,0,0,0,0,0,0
Ifitm3,0,0.432777049653685,0,0,0,0.572289271633881,0,0,0,1.96232132369367,0,0,0,3.0207762116431,0,1.76908500317354,1.81358729581444,0,0,0,0,0.617298270020517,1.16788952918231,2.44457241297914,0.94734443600398,0,0,1.00048270195823,0,0,1.4351589944475,2.71143736369863,0
Ifitm6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2339464298089,0,0,0,0,0
Ifngr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifrd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17279880790716,0,0.696000264151414,0,0,0,0,0,0,0,0
Igfbp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7111779058668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp6,0,0,0,0,0,0,0,0,1.06578626558455,0.706899355392492,0,0,0,0,0,0,0.888550122130231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp7,0,0,0,0,0,0,0,0,2.42705069885427,2.57314173344057,2.77650431864299,0,0,0,0,0,2.78933889269268,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83785727822431,0,0.861569308651101
Igha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighm,0,0,0,0,6.78040486140527,0,0,2.49633637500449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkc,0.732069305564591,0.765245108782549,0.72885521239964,0.822177152662796,7.59093603775963,0,1.84932670294857,3.62414859565924,0.750291108131475,0.731628361590142,1.00842218624165,0.688744478068154,1.31657022935935,1.01299597528758,0.811556290871063,1.34230829040571,0.643107854095728,0.592187459266521,0.678845117854934,0.823605641614972,1.23201339233208,0.871866243373765,1.59554329875987,0.7779781280218,0.719943762133131,0,1.03851161422314,0.36711809848312,1.39716939974873,1.39076115144375,1.24642212506965,1.17082988354512,1.05089818555779
Iglc1,0,0,0,0,1.2981348058843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iglc2,0,0,0,0,1.71576924404428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iglc3,0,0,0,0,0.779593414004743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952747796729023,3.20091874328077,0,2.09345409231157,0,0,0,0,0,0,0,0
Il1r2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57111164502085,0,0,0,0,0.6319355409939,0,0,0,0,0
Il1rn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il2rg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inmt,0,0,0,0,0,0,0,0,0,3.37232416702062,0,0,0,0,0,0,2.00520976369386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irf8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20423662285829,0,1.14312351881135,0,0,0,0,0,0,0,0,0,0,0,0,0
Itgb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itm2b,1.22249165209985,0.754220094285226,0.831597294011372,1.2260248664797,0.847873310286851,1.11616379945273,0,0,1.20737385142447,1.71229462034551,1.8572397641087,1.7905131006444,0.880604477902882,1.47779680368244,0.906331809135958,2.09345409231157,1.89438573081992,0.599520500742813,0.467694160043146,0.874714632698192,1.04445921229847,0.91593281454963,0,1.90497807368545,0.739509265757141,0,1.37675185810672,1.10028965307933,0,0,1.24139801353701,1.23861748191548,0.809006193392132
Jchain,0,0,0,0,5.78347802327244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,0,0,0,0,0,0.816792522825858,0,0,0,1.11217970642385,0,0,0,0,0,0.424732738126074,1.26348944817099,0,0,0,0,0.244083924827416,0,1.37052270239667,0,0,0,0,0,2.26137817494007,0,0,0
Junb,0,0,0,0.849224380346036,0,0.60805724009363,0,0,0,1.41753107327044,0,1.28945274403103,0,1.12829794695719,0,0,1.58888372860975,0.567008319256592,0,0,1.49250387865273,1.46122569715928,1.29794762636801,1.04088571262805,1.48347865413077,0,0,0.827705483108971,0,2.73568291924293,1.73995064792273,0.76626376161238,0
Jund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552150167783151,0,0,0
Klf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07039822513015,0,0,0,0,0,0,0,0,0
Klf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56878235009773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krt79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432049422689008,0,0,0,0,0,0
Krt8,1.0102398264629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707445856743139
Lamp3,0,0,1.06417547833244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776146480459267
Laptm5,0,0,0,1.35750598097147,0,0,0,0,0,0,0,0.731949422005506,0,1.0863622132459,0.464851937754679,0,0,0.743707004649746,0,0.752092173185378,0,0.843137196670466,0,0,0.96471603746121,0,1.18272993202587,0,0,0,0,1.20319470724481,0
Lck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586450689921353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lcn2,0,0,0.999930760678678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53825382281488,0,0,0,0,0
Lcp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400658502258274,0,0,0.743707004649746,0,0,0,0.657824365694836,0,0,0,0.606026477094721,0.480576930731607,0,0,0.416221104418024,0,0,0
Lgals1,0,0,0,0.737239933060441,0.729839009953803,1.03450493433076,0,0,0,1.38581434459162,0,0,1.48103777316527,0,2.00213145276978,0,1.59173033260944,0,0,0,1.06417531957085,0.853507315326904,0,0,0,0,0.920801446628225,0,0,0,1.44708539214443,0,0
Lgals3,0,0,0,1.9740645014105,0,1.11616379945273,0,0,0.880061898580705,0,0,0,0,1.79350080136238,0,0,0,0.664958711088122,0,0.753240281557028,0,0.996145813648511,0,0,1.03450493433076,0,1.80453246481836,0.741656701997311,0,0.552150167783151,0,1.0460084075332,1.11370713544661
Lilr4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42645500658367,0,0,0,0,1.32738183762292,0,2.0943596597481,0,0,0
Lilrb4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31783206026365,0,0,0,0.502915714235797,1.11394967515683,0,0,0,0,0
Limd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Litaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26580330465482,0,0,0,0,0,0,0,0,0,0
Lmna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25807810026376,0,0,0,0,0,0
Lmnb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28106601198388,0,0,0,0,0.645311116891851,0,0,0,0,0
Lpcat1,0,0,0.976332966517741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879147190020874
Lpl,0,0,0,1.29611621923157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99486793727987,0,0,0,0,0,0
Lrg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lsp1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06017012660992,0.633550185198391,0,0,1.10343206849589,0,1.18779968079849,0,0.961351957162078,0,0,1.26003547392341,2.20324062040391,0.253148701871548,0,0,0,0,1.11129840079228,0
Lst1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10866325166862,0
Ltb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ltf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07464481378385,0,0,0,0,0
Ly6a,0,0,0,0,0.806452041982455,0,0,0,0,0,2.25588238915708,0,0,0,0,1.47296412071262,1.34099581401217,0,0,0,0,0,0,1.89306892359445,0,0,0,0,0,0,0,0,0
Ly6c1,0,0,0,0,0,0,0,0,0,0,1.47874464130361,0,0,0,0,0.789398514687284,0,0,0,0,0,0,0,0.645124823390739,0,0,0,0,0,0,0,0,0
Ly6c2,0,0,0,0,0,1.78006035852064,0,0,0,0,0,0,0,1.6434318499392,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05186223272159,0,0,0,0,0
Ly6d,0,0,0,0,0.829294792193275,0,0,1.36234431841447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6e,0.777519274852441,0.808280551731006,1.18392167586331,0,1.14541173913349,1.63683016796928,1.36210531786938,2.07595239034669,0,0,2.04864915952266,0.998747950465231,0.880604477902882,2.13876197825464,1.20423662285829,1.83549389894728,0.54087645693381,1.6609797995451,1.32557676632832,1.33610052571243,1.59745732758082,1.28297719170784,1.07064983835674,2.16872610723668,0,0,0,0,1.12877599137668,1.45318584957994,0,2.20690289924477,1.98979053402273
Lyz1,0,0,0.807828843834917,0,0.136878910759719,0.572289271633881,1.18275275389178,0,0,0,0,0,0,0.614493359794038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30843113550586,0,0,0
Malat1,0.485477883321623,0,0.792883386749807,0.946083388871397,0.514983200929726,0,0,0,1.72332508093329,0.775767280680999,1.31973778620261,0.153123679746219,0,0,0,1.01010204661789,0.511627256590234,0,0,0,0,0.511542023519457,0,0,0,0.612677347754326,0.517442092768255,0,0,0,0.274621450400733,0,0.690739095329543
Marcksl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942945927686674,0,0,1.35962458577383,0,0,0,0,0,0,0
Mcemp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594530312250177,0,0,0,0,0
Mcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfap4,0,0,0,0,0,0,0,0,0,1.32418019609333,0,0,0,0,0,0,0.560022864868413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfap5,0,0,0,0,0,0,0,0,0,1.09911211042359,0,0,0,0,0,0,1.36097648723349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
