,unassigned,Neonatal-Skin_5,Neonatal-Skin_1,Neonatal-Skin_3,Neonatal-Skin_18,Neonatal-Skin_12,Neonatal-Skin_19,Neonatal-Skin_22,Neonatal-Skin_11,Neonatal-Skin_4,Neonatal-Skin_7,Neonatal-Skin_23,Neonatal-Skin_10,Neonatal-Skin_16,Neonatal-Skin_2,Neonatal-Skin_9,Neonatal-Skin_13,Neonatal-Skin_6,Neonatal-Skin_17,Neonatal-Skin_20,Neonatal-Skin_8,Neonatal-Skin_21,Neonatal-Skin_24,Neonatal-Skin_14,Neonatal-Skin_15
1810058I24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010107E04Rik,0,1.33456190053718,0,0.657797361950356,1.07427614547151,0,0,1.35221198291767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410006H16Rik,0,0.37970777978789,0,0,0.350641106876168,0.397643010359752,0,0.890139469848641,0.840670323422636,0.989216426320065,0,0,0,0,0.900874983569603,0.590695882877681,0,0,0,0,0,0,0,0,1.25291542631125
8430408G22Rik,0,0.860883083539856,0,0,0.597875468082579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acaa2,0,0.831739616174788,0,0,0.537974484328093,0,0,0.533462363029088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acadl,0,1.32546724167344,0,0.533077970570248,0.59737464604355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acadvl,0,1.07091391349172,0,0,0.511440103502665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aco2,0,1.09399723016474,0,0,0.885736699116953,0,0,0.533462363029088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acsl1,0,0,0,0.986776891722895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acta1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16621181330636
Acta2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52841709398607,0
Actb,1.16127214069668,0.409513911617345,1.21490984556443,0.92251078611619,0.495001082467733,1.13534086662796,2.16514117562811,0.297193746468345,1.09125689643308,0.610678932431028,1.03298831515997,1.37714430789672,1.47901880044271,1.22137088685501,0.892507008401219,1.43899986360171,0.604464541105669,1.26930965169818,1.3683953217935,1.86777614952401,1.53732027133253,1.42515996962129,1.85294794716893,1.47399779617178,0.849815761507912
Actg1,0,0,0,0.527770181867835,0,0.393399699508411,0.928622778546057,0,0,0,0.620763390389679,0.556875401728065,0.69924577963784,0,0,1.08781592604447,0,0,0.958538048326531,1.80300454004168,0.85448151973752,1.56370571163288,1.81050998886694,0.754192956728445,0
Adam33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamts1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamts2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adipoq,0,0.819860332635572,0,2.08769768149358,0.606521696892622,0,0,0.569161145152835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agt,0,0,0,0.52707583424445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agtr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akr1a1,0,0,0,0,0,0,1.19996001734252,0,0,0,0,0.765147610395009,0,0,0,0,0.54807901921015,0,0.88451230584275,1.2742421706033,0,0,0,0,0
Aldoa,0,1.35331841753187,0,0.709928422155558,1.21382893808786,0,0,0.33573460779772,0,0,0,0.209181383353852,0,0,0,0,0,1.18130036226333,0,0,0,0,0,0,0
Angptl4,0,0.5705386102343,0,0,0,0,0,0.297193746468345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anxa2,0,0,1.20154315645983,0,0,0,0.833695895053106,0,0,0.604464541105669,0,1.73713035219674,1.14767253445589,1.33534626780202,0.262761812078983,0,0.970598959624148,0,0,0,2.04138029082275,0,0,0,0.831724990218679
Anxa5,0,0,1.08867403693308,0,0,0,0.978782822970474,0,0,0,0,0,1.01596949921029,0,0.776954752956886,0,0.74757630730897,1.09298594536713,0,0.998742332891116,1.14432503965653,0,0,0,0
Apoc1,0,0.933458701437346,0,2.18135718214091,0.995588280786998,0,0,1.27803276433405,0,0,0,0,0,0,0,0,0,1.36418840789171,0,0,0,0,0.465238653906827,0,0
Apod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586960511727756,0,0,0,0
Apoe,1.87744423323591,1.73838937272443,1.32265223310767,3.97259973248596,1.49402450934987,1.80641876929404,3.55511667506627,1.75598751253219,1.2426115938666,1.46514403944546,1.44661864021544,0.642476212568882,1.04981554973972,1.94874268406265,1.45076150511878,1.46595238218938,1.14959477842535,2.73907990164246,1.83458373303814,1.06846685687877,1.21203374015103,1.85126427231741,1.23498327490363,1.31685158069156,1.19159050526521
Aqp1,0,0,0,0,0,0,0,0,0,0,1.71505584153597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arf1,0,0,0,0,0,0,0.617024391864297,0,0,0,0,0.494721747184962,0,0,0,0,0,0,0,0,0,0,0,0,0
Arf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arl4a,0,0,0,1.56060914367869,0,0,0,0,0,0,0,0.588543402398595,0,0,0,0,0,0,0,0,0,0,0,0,0
Arpc1b,0,0,0,0,0,0,0.992745844656754,0,0.649684413040681,0,0.537746761257681,1.0640481820799,0,1.12438343166723,0,0,0,0,0,1.47055791005955,0,1.07427614547151,0,0,0
Arpc2,0,0,0,0,0,0,0.99203786889267,0,1.06108412712334,0,0,0.556875401728065,0,0,0,0,0,0,0,1.16794104047358,0.262858352047946,1.22804157883076,1.26226468112031,0,0
Aspn,0,0,1.06681374354562,0,0,0,0,0,0,1.1269654010213,0,0,0,0,1.07594930918514,0,1.03183512000492,0,0,0,1.00640205245562,0,0,0,0
Atf3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atf4,0,0,0,0,0,0,0,0,1.0427024070874,0,0.703852687360779,0,0,0,0,0,0,0,0,0.452011102029964,0,1.07427614547151,0,0,0
Atp5a1,0,1.07302500857452,0,0.850870556015526,0.59737464604355,0.709032845814502,0,0.688487382529888,0,0,0,0.588543402398595,0.959465115898505,0,0,0.553383850348643,0,0,0.919596682293668,0,0,0,0,0,0
Atp5b,1.25061003360515,2.5754423377206,1.02573056389169,1.69468411464014,2.13355290781708,1.29230381311641,0.817242818282767,1.1587034753622,0.933585277976516,0,0.95497928820971,0.87810653447052,1.02648951495684,1.18153817516087,0.983279045578036,1.16225654547986,1.02346070889361,1.41459267634243,1.2158750203847,0.335576033221581,1.09820843486305,0.941132810293715,0.380015022330869,1.33778395985427,1.16621181330636
Atp5c1,0,1.6759042563021,0,0.922803946010689,1.34419363844868,0,0,1.11834965859533,0,0,0,0.524061329952475,0,0,0,0,0,0,0.858989884716175,0,0,0,0.578676011096141,0,0
Atp5d,0.760438849472733,1.54676196267889,0,0.925243008321023,1.31556359749926,0,0.763107087565015,1.15893404671695,0,0,0,0.28554036383111,0,0,0,0,0,1.25061003360515,0,0,0,0.941132810293715,0.380015022330869,0.767176040860196,0
Atp5e,0,1.13731896773859,0,0,1.04822611183306,0,0,1.29698325096127,0,0,0,0.852102869557419,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp5f1,0,1.33653986504929,0,0.88045848185161,1.37536630898774,0,0,1.43283401142778,0.947519626027604,0,0,0.230471310282229,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp5g1,0,0,0,0,0,0,0,0,0,0,0,0.509856004018319,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp5g3,0,0.413623639796151,0,0.754601046293971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp5h,0,1.67641158686079,0,0.785738290617557,1.42363992913411,0,0.430010334332436,1.33204960537295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp5j,0,0.734246323354227,0,1.03627282320765,0.606521696892622,0,0,0,0,0,0,0.805777747816381,0,0,0,0,0.54807901921015,0,0,0,0,0,0,0,0
Atp5j2,0,1.64076063128892,0,0.642533118587699,1.76720032850612,0.661777355234696,0.763107087565015,1.40646917962979,0,0,0,0.697009474290567,0,0,0,0,0,1.20952558292167,0.251763579624921,0,0.738390040141084,0,0,0,0
Atp5k,0,1.38730969141347,0,0.626530693217016,1.34374650635043,0,0,1.4677243920795,0,0,0,0,0,0,0,0,0,0,0.404631856329334,0,0,0,0,0,0
Atp5o,0,1.53219790926596,0,0.668783472569394,1.27407789404212,0,0,1.27803276433405,0,0,0,0.852102869557419,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v0e,0,0.647190332073642,0,0,0,0,0.817242818282767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atpif1,0,0,0,0,0,0.682765016195897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2m,0,0,0,1.20366311586153,0,0,2.66317313126205,0,1.95464661309526,0,1.64405440878704,0.98376926641188,0,0,0,0,0.788012871446164,0,1.23957001898122,1.86013405492687,0,1.3767774041418,0,0,0
Bcat2,0,0,0,1.22952680232422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bgn,0,0,1.05541843142237,0,0,0,0,0,0,1.30982388347868,0,0,0.792660575217333,0,1.48731462570695,0,0,0,0,0,1.44989630001929,0,0,0,0.849815761507912
Bnip3,0,1.33917522592078,0,1.16774012360791,1.37960895244389,0,0,0.297193746468345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bsg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btf3,0,0.261873386722599,0,0,0,0,0.723509452409814,0,0,0,0,0.501806348179184,0,0,0,0,0,0,0,0,0,0.941132810293715,0,0,0
Btg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22917599135328,0,0
Cald1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408147863161468,0
Calm1,0.639322132171784,0,1.22804157883076,0.146750250432996,0,1.25988610598227,2.20393172402399,0,1.55200876597589,0.942191082356447,2.36291248649312,2.39710216488578,1.68977169319543,1.21927044458042,0.971992815092673,1.45631563024171,1.1593085911226,0,1.51299643335733,2.17740048243874,1.74202100882311,1.3767774041418,1.371013662951,1.31213570282212,0
Calm2,0,0,0,0,0,0,0.904022204059927,0,0.720566056213113,0,0,0.976365921750893,1.14162979230411,0,0,0,0.54807901921015,0,0.869870510236161,0.26838151741179,0,0,0,0.827585458504469,0
Calr,0,0,0,0,0,0,0.579659298798824,0,0,0,0,0.230471310282229,0,0,0,0,0,0,0,0,0,0,0,0,0
Calu,0,0,0,0,0,0,0,0,0,0,0,0.230471310282229,0,0,0,0,0,0,0,0,0,0,0,0,0
Capns1,0,0,0,0,0,0,0,0,0,0,0,0.468992276403594,0,0,0,0,0,0,0,0,0,0,0,0,0
Car3,0,0.530596742024605,0,1.21389401414846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat,0,0.943626270545253,0,1.48627596054186,0.486101223030336,0,0,0.297193746468345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cav1,0,0,1.17723661622304,0,0,0,0,0,0,0,2.02252649784352,1.48905955748331,0.792660575217333,0,0,0,0,0,0,0,0,0,0,1.14254580610188,0
Ccl7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccnd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd24a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59289141347743,0,0,0,0,0,0,0,0,0
Cd34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03183512000492,0,0,0,0,0,0,0,0
Cd36,0,0.221619023923354,0,0.469956461007029,0,0,0,0,0,0,1.51943777754678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd63,1.40566857727236,0.649685653114381,1.65521775185474,1.07532161759193,0.82297309898309,0.731731868841842,1.46514403944546,0.384773904637865,2.10066596251399,1.44367801369066,0,1.47888624693008,1.52417295224767,1.4444981471123,1.55568178732346,1.40937215807619,1.42515996962129,1.49910031452391,2.84492147605064,0.790125410785096,1.4832393200604,0,1.26887230078614,1.42143989442227,1.48564737798969
Cd81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74200831677288,0
Cd9,0,0,0,0,0,0.98362325492591,0,0,0,0,0,1.63671484453693,0.394912414304645,1.20638292839442,0,0,0,0,0,1.07115633450089,1.05704684780855,0,0,0,0
Cdc42,0,0,0,0,0,0,0.952044089309081,0,0.79601492265596,0,0.599815453024403,0.976899995802663,0,0,0,0,0.7224028066392,0,0,0.906959800568079,0,1.07427614547151,0,0,0
Cdkn1a,0,0.40954658009007,0,0,0,0,0.760848104447805,0,0.96992337490472,0,0.998912488228373,0,0,0,0,0,0,0,0,1.16491339574571,0,0.941132810293715,0,0,0
Cdkn1c,0,0,0,0,0,0,0,0,0,1.0349158899701,0,0,0,0,1.30132035099247,0,1.7974879711223,0,0,0,0.657301527633509,0,0,0,1.89441786624282
Cdo1,0,0.599205459415087,0,1.4904717425494,0.802811719318907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cebpd,0,0,0,0,0,0,0,0,0,0,0,0.371141174671928,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfd,1.56308526723068,2.16930477956308,1.27407789404212,4.47453392725589,1.90737966038461,1.00749446361291,0.992745844656754,1.85592693746158,0.720566056213113,0.997731236012252,0.988007329941512,0,0.96992337490472,1.0140212231415,1.07636862308446,1.3149231990057,0.887980559652672,2.71392154242941,0.921775273187633,0,1.0870608606048,1.20419155923265,1.20554142839864,1.2055287228608,1.06271458879547
Cfl1,0,0,0,0.54141811116701,0,1.11374108038984,1.74829800201605,0,1.52549473608503,0,1.14755597954789,1.86047096413082,1.14162979230411,1.47252491950305,0,1.40566857727236,0,0,1.49957228317956,2.08791898869236,1.47409133503787,2.03392699698103,1.50827723189957,1.19871481261386,0
Chchd10,1.30350880126829,3.53766735554943,0.932961966609281,2.70706894250102,3.34081959467096,0.393399699508411,0,3.02215284686269,0,0,0,0,0,0,0,0,0,2.01725959723898,0.961972871392082,0,0.666537350682727,1.02270641399231,1.25861783785826,0.974563117319614,0.849815761507912
Chchd2,0.799625127586325,1.59398429816739,0,1.36733990938229,1.5250538635363,0.930477307813653,1.04782953683865,1.43175036594689,1.17019555897801,0,0.951932790409167,1.1114645317953,0,0,0.59261121385558,1.07594930918514,0.549131735147249,1.19159050526521,0.935774648344722,0.91650108637296,0.768105506427714,0.932339515745204,1.05033643339583,1.11390760060439,0.873601459903364
Cidea,0,2.58237438399916,0,0,2.12605756012333,0,0,1.88345879357322,0,0,0,0,0,0,0,0,0,1.27647634179039,0,0,0,0,0,0,0
Cidec,0,0.546612060315001,0,1.49108547319859,0.511440103502665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisd1,0,0.677080461330932,0,0.673544657201403,0,0,0,0.756207294559333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clic1,0,0,0,0,0,0,0,0,1.20525438039164,0,0.826666954653724,0.862050018441622,0.503527159249842,0,0,0,0.708324511310247,0,0,0,0,1.20419155923265,0,0,0
Clk1,0,0,0,0,0,0,0,0,0,0,0,0.209181383353852,0,0,0,0,0,0,0,0,0,0.932339515745204,0,0,0
Clmp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clta,0,0,0,0,0.47927465830652,0,1.02979187117645,0,0,0,0,0.238520966121365,0,0,0,0,0,0,0,0,0,0,0,0,0
Cma1,0,0,0,0,0,0,0,0,5.35063696050849,0,0,0,0,0,0,0,0,1.4823250382056,0,0,0,0,0.611815521798204,0,0
Cnbp,0,0.390208671919828,0,0.536363190543924,0.486101223030336,0,0,0,0,0,0,0.665341473620036,0,0,0,0,0,0,0,0,0,0,0,0,0
Col1a1,2.21072850403528,0.431496419867472,2.99352145131149,0.551357497128192,0.606521696892622,0.92616193295518,0,1.1220752953649,0.795117587430907,3.11357637025685,0.94408975854792,0.509856004018319,2.04204147792578,1.72153282540994,3.15531868944457,1.28861430164653,4.12695159433341,2.27349984729377,0.933596057450757,0.461552387834844,2.11893489354549,0.932339515745204,1.64133502271382,1.38928449163615,1.50592675971746
Col1a2,2.28008655369368,0.116508857898194,3.11747923568739,0.533077970570248,0.871973147976019,0.607555612038569,0.992745844656754,0.722237856444464,0.717283815800546,3.42188665199499,0.76602747678483,0,2.07350596245066,1.90344937869536,3.43964951084616,1.54290869758691,4.68201545665824,2.22239819451003,0.717002233531748,0,2.40562394331209,1.05061215688046,1.43106570628802,1.62882858815051,1.89156467950764
Col3a1,2.50930861616633,0.416724575947955,3.84287135376754,0.463039650097204,0.845725978765378,1.00749446361291,0,0.972534755143526,0.579188920280335,3.80114321989438,0.858816607506401,0.852102869557419,2.7287158515957,2.46847059101882,3.67749974068633,1.53660774735832,5.10033004107052,2.19987741314162,0.974401444136234,0.461552387834844,2.20783851169926,1.02270641399231,1.25363655400888,1.46652275517324,1.88165512337972
Col4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col4a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col5a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7224028066392,0,0,0,0,0,0,0,0
Col5a2,0,0,0,0,0,0,0,0,0,0.729470522386962,0,0,0,0,0,0,1.21925393198017,0,0,0,0,0,0,0,0
Col6a1,0,0,0.829763636903675,0,0,0,0,0,0,1.09212070416861,0,0,0.851359941148805,0,0,0,0.819143787223532,0,0,0,1.22098502524598,0,0,0,0
Col6a2,0,0,0,0,0,0,0,0,0,0,0,0,1.01226653484723,0,0,0,0,0,0,0,1.22260029802988,0,0,0,0
Col6a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717888731757761,0,0,0,0
Cops9,0,0.318839247974036,0,0,0,0,0,0,0,0,0,0.230471310282229,0,0,0,0,0,0,0,0,0,0,0,0,0
Coq8a,0,1.15491628367073,0,0,0.845725978765378,0,0,0.916697571276579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox4i1,2.04749306477194,3.39576866432646,1.5857670763119,2.20614082463157,2.96007853388727,1.48564737798969,1.57433653089471,2.79851497492407,1.32655329967874,1.56868877513977,1.47857011834912,1.86809988301014,1.5330323847805,1.55718993281587,1.5857670763119,1.65311000104188,1.43358328525421,2.56263450022923,1.55667536674174,1.48210260158983,1.64214555488626,1.3767774041418,1.30979614282307,1.67994230986241,2.00904386178302
Cox5a,0.997015852869156,2.73464932610597,0,1.11426706429497,2.58038325211406,0,0.606779840785753,2.16291619582585,0,0,0,0.737639611711939,0,0,0,0,0,1.47082283284508,0.978107887200848,0,0.262858352047946,0,0.465238653906827,0,0
Cox5b,0,1.79839638865807,0,0.530492552787784,1.77128144426069,0,0,1.639949989072,0,0,0,0,0,0,0,0,0,1.30855564583236,0,1.16794104047358,0,0,0,0,0
Cox6a1,1.27288226315584,3.25413096980059,0.906362854776077,1.62558571910075,3.27335734949751,0.872786521453574,0.763107087565015,2.9881141050101,0.720566056213113,0.95399687903562,0.859041587869792,1.06538890078193,0.921280476115108,0.401177448995301,0.532154409666697,0,0.7224028066392,1.51282128656295,1.33950476489187,0,1.08532028036978,1.05061215688046,1.19603648065121,1.0732677539607,1.06271458879547
Cox6b1,1.25037998970705,3.17215085832257,0.885736699116953,1.45699305818792,3.09959259292087,1.13534086662796,0.978782822970474,2.72623000968863,0.579188920280335,0.729470522386962,0.782926679109777,1.11965306345,1.04585134946608,0.914670566090487,0.899169905200164,1.07762793338408,0.766625370393984,1.51629442446737,1.1708110639182,1.21549421536883,0.990646124777686,1.233602367711,0,0.879268234226124,1.1372198836069
Cox6c,1.57244899424543,2.97084500983672,2.17986810349024,1.41665827951527,2.78113318312014,1.16786822800754,0.992745844656754,2.75897944422903,0.630125720363878,1.1269654010213,1.19213894484371,1.38413955342209,2.06474978157417,1.56514568278269,1.40717436078094,1.19996001734252,0.819143787223532,2.01891209107336,1.14711606532169,1.04466956810634,1.45314717431006,1.05061215688046,0.380015022330869,1.40829257696711,0.987811947742726
Cox7a1,0,0.784269396171054,0,0,0.838415495841412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox7a2,0,2.01116051315175,0,1.03036115755306,2.02777864842542,0,0.43143135774819,1.93379692029754,0,0,0,0.509856004018319,0.792660575217333,0,0,0,0,1.16720506735608,0.251763579624921,0,0,0,0.380015022330869,0,0
Cox7a2l,0,0.546507601756009,0,0,0.632504880448264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02270641399231,0,0,0
Cox7b,0,2.26155728844545,0,1.20260325610849,2.24426280929112,0.950099564033501,0.817242818282767,1.75348644074133,0,0,0,0.831781412729482,0,0,0,0,0,1.27647634179039,0,0,0,0,0,0,0
Cox7c,0,2.38312162398874,0,1.33245162640367,2.39361498282678,0,0.617024391864297,2.26699849598997,0,0,0,0.947976770125202,0,0.949600704974628,0,0,0.798719431859525,0,0.90544510064812,0.335576033221581,0,0,0,0,0
Cox8a,1.36142433459926,3.14056525032508,1.05300956849376,1.93694435101155,3.02641321892447,1.05461419947712,1.25639049411186,2.84630678693616,0.79601492265596,1.09472074307512,0.95497928820971,0.957607046453555,0.833695895053106,1.21927044458042,0.965225776636582,0.956941679043849,0.970598959624148,1.50421380832114,1.32084464435621,1.07115633450089,0.828914424384711,1.3331100754892,0.465238653906827,1.2392266287157,1.16621181330636
Cox8b,0,1.86396954605079,0,0,1.82897043904242,0,0,1.96928623559579,0,0,0,0,0,0,0,0,0,0.980851224588408,0,0,0,0,0,0,0
Cpa3,0,0,0,0,0,0,0,0,5.2923237136063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cpe,0,0,0,0,0,0,0,0,0,0,0,0.209181383353852,0,0,0,0,0,0,0,0,0,0,0,0,0
Crip1,0,0,0,0,0,0,1.02979187117645,0,1.49318217455167,0,0.933701110994814,0.925445919810294,1.33973660880945,1.25694319728914,0,0,1.35048713921545,0,0,2.39772030600409,1.64162921967947,0.941132810293715,0,2.66360666034764,0
Cryab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csrp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cst3,0,1.4683696583603,0,0,1.34419363844868,0,1.59155103760757,1.15893404671695,0,0,0,0.209181383353852,0.892503647724855,0.979232595708152,0,0,0,0,0,2.24736284906834,1.11674344443392,1.02270641399231,0,0,0
Ctsb,0,0.914997452377486,0,0.693013627659667,0.617291692542407,0,2.63448880094829,0.883171096292128,0,0,0,0.642476212568882,0,0,0,0,0,0,0,1.40665679490297,0,1.3410703906139,0,0,0
Ctsl,0,0.379812341318719,0,0.967630459158408,0,0.762901158461955,1.20313071815067,0,0,1.28130219530269,0.863441724345582,0.556875401728065,0,0.949600704974628,1.10970292487217,0.982581839000185,1.72250456881533,0,1.41541427344683,0,0,0,0.380015022330869,0,0
Cxcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906655789596046,0
Cxcl10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyb5a,0,1.00640479834738,0,1.92387053667956,0.597875468082579,0,0,0,0,0,0,0.994225626472735,0,0,0,0,0,0,1.07825604838241,0,0,0,0,0,0
Cyc1,0,1.24640876492441,0,0,0.849045830607373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cycs,0,0.98747193353008,0,0.560948689914932,0.885736699116953,0,0,0.352752774732168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyp2f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyr61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dad1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dbi,0,1.16550490425139,0,1.98120460794505,1.27407789404212,0,0,1.1107224061635,0,0,0,0,0,1.9909738693816,0,0,0,0,0,0,0,0,0,0,0
Dcn,1.55200876597589,0,2.30916750701838,0,0,0.397643010359752,0,0.33573460779772,0,2.71392154242941,0,0.501806348179184,1.30855564583236,1.02639764466668,2.65893503961843,1.08867403693308,3.22962876088462,1.50421380832114,0,0,1.280093308504,0,1.19049153289434,0,1.32655329967874
Dct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20501448637026,0,0,0,0,0,0
Ddah2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddx5,1.05783883129109,0.783621013722711,0.8607476808558,1.32807799269608,0.871973147976019,1.13534086662796,1.04782953683865,0.33573460779772,1.73178508470515,0,1.53129720244653,0.895276811202008,1.05300956849376,1.29871896780604,0.866624311719342,1.33973660880945,0.596625006551973,1.20952558292167,0.668858640666879,1.47453447388003,1.00840884181239,1.21599279259524,1.47550659477923,1.33245441192181,1.22804157883076
Dlk1,0,0,0,0,0,0,0,0,0,2.51489012709373,0,0,0,0,0.913475010015133,0,2.86150685936689,0,0,0,0,0,0,0,1.31109474892874
Dnajb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dpep1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02085808345195,0,0.766625370393984,0,0,0,0,0,0,0,0
Dpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721723933370234,0,1.33840566482199,0,0,0,0,0,0,0,0
Dusp1,0,0,0,0,0,0,0.99203786889267,0,1.19890703866256,0,1.35730661829565,0.805777747816381,0,0,0.855183455074134,0,0,0,0,0.335576033221581,0,0,1.44932404457285,0,0
Dynll1,0,0,0,0,0,0.92616193295518,0,0,1.02648951495684,0,1.01750468295317,0.902680155862994,1.10880972410184,1.08806927415091,0,1.03183512000492,0,0,0,0,1.05825127927285,0,0,1.01593756846042,0
Dynlrb1,0,0.436168495620498,0,0,0,0,0,0,0,0,0,0.509856004018319,0.649387844718621,0.940292425644585,0,0.737832741394083,0.604464541105669,0,0,0,0,0,0,0,0
