,Bone_Marrow_Mesenchyme_9,Bone_Marrow_Mesenchyme_5,Bone_Marrow_Mesenchyme_1,Bone_Marrow_Mesenchyme_4,Bone_Marrow_Mesenchyme_6,Bone_Marrow_Mesenchyme_18,Bone_Marrow_Mesenchyme_15,Bone_Marrow_Mesenchyme_10,Bone_Marrow_Mesenchyme_14,Bone_Marrow_Mesenchyme_7,Bone_Marrow_Mesenchyme_2,Bone_Marrow_Mesenchyme_11,Bone_Marrow_Mesenchyme_19,Bone_Marrow_Mesenchyme_13,Bone_Marrow_Mesenchyme_12,Bone_Marrow_Mesenchyme_8,Bone_Marrow_Mesenchyme_17,Bone_Marrow_Mesenchyme_3,Bone_Marrow_Mesenchyme_16,unassigned
Rpl10a,1.39564048414267,0,1.85542636446233,1.12503221956688,0.949909801914906,1.20757810288996,1.35832905832839,1.37456332516447,1.19610897814818,1.57916780248285,1.18423785120911,1.12429729234094,1.46935603561976,1.26565821057573,1.41170743196497,1.27684532481374,1.56251878253382,1.77112554231697,1.21187448644353,0
Rpl11,2.29107987836341,1.36621466619941,2.94104479480829,1.76719706722035,1.89493448334912,1.99641861394062,2.08589477554287,2.2080524021478,1.92271798132657,2.54168301480345,2.09676769735801,1.98441198617085,2.22512427218887,2.09388599100001,2.20565961815545,1.9035443241995,1.7849475686148,2.8077886174207,1.99657758669127,1.71711001473734
Rpl12,1.47624328989527,0,2.12204865757341,1.43458792372683,1.1862148479873,1.55975133980676,1.51882723976802,1.52063083711541,1.33597613282992,1.61934008673985,1.35232267457891,1.32334118968884,1.66303437699527,1.37031816299466,1.9000911501844,1.29168870753835,1.26831807396629,2.02657654688106,1.07870118779298,0
Rpl15,1.41676644885522,0.795633001146761,1.78563257537786,1.59024326463808,0.880831784155675,1.45819034479586,1.20216983043687,1.36845677065428,1.13192682048195,1.59897635849214,1.24163926423542,1.33653499602925,1.55282505411241,0.955340791706303,0.736277959411692,1.16547920399784,0.451338346214553,1.64561490816281,1.30934246748519,0
Rpl17,1.72678407242946,0.852514340992001,2.2849962558083,1.61036102910565,1.51165023652919,1.70247836473724,1.58222964044134,1.51415333767078,1.48899874703718,1.77033827960841,1.43014470183237,1.31029584779647,1.68192882053131,1.56249624098133,1.79938868036988,1.35934082851327,1.6124170935727,2.1697798828046,1.27607414585256,1.62192585436843
Rpl18,1.93800257387469,0,2.58611137407506,1.58859169227665,1.64695343447296,1.94313759912485,1.75603084579768,1.86726040053656,1.52419746277861,2.05930748974981,1.67285183715004,1.53593277223766,2.00488285545005,1.81512287158257,1.7919075142426,1.57066989999981,1.52400016225564,2.3723770131776,1.75733183982096,1.71711001473734
Rpl19,1.70210203298607,0.956600421757486,2.13646810595679,1.6673247249487,1.45317279433661,1.53174772312546,1.43600980524138,1.62538826292509,1.44630739239915,1.92610004620399,1.4823165493324,1.32919942859491,1.62853115962265,1.68756426202041,1.44537601321226,1.46758773573128,1.31645191856711,2.01964307018825,1.38913758712625,0
Rpl21,2.04295796631065,1.27530840734445,2.57518781323455,1.90726165414116,1.71271313768212,2.29678157230482,1.80576644254844,1.90182332004232,1.58075061077147,2.33422922949232,1.80245529941377,1.80204835383857,1.87464149612036,1.91242230295798,1.8158875315077,1.74099253024045,1.99866482053384,2.5096906774455,1.68590805823163,1.93954258683604
Rpl22,1.39075739666061,0,2.19203601551233,1.05959733759114,0.910209127061547,1.36186834365118,1.14370568487989,1.33950216298355,1.04120309505844,1.6358720610424,1.07332266519034,1.32919942859491,1.60492188103143,1.48551796133922,1.48551462004938,1.01383708768156,0.987876319694499,2.0947990038986,1.27607414585256,0
Rpl22l1,1.03423093248962,0,1.50355905956848,0.902676692429107,0,1.27144864216101,0.679020264888792,1.56695885497051,0.64530284814423,1.17899969922425,1.01383708768156,0.292873862129608,1.1600754865257,0.839436171053763,0,1.0337113298896,0,1.35801897789664,1.28201198887659,0
Rpl23a,2.08658715649875,1.23373907273014,2.51287423634184,1.96110735753968,1.75321487973776,1.82404657935818,1.6434039352222,1.98561339633607,1.66560587609066,2.28040494738038,1.72005528434776,1.73872533018101,2.18560150418338,1.80086011883684,1.78343039433439,1.71858124185093,1.70513210039635,2.42119403451669,1.73045316191735,1.71711001473734
Rpl27,1.64094925115746,0.874448405936393,2.24944432971665,1.87081620690554,1.4541922534156,1.7175597403462,1.52355548417209,1.67340724551767,1.48792350668329,1.81901194084501,1.43014470183237,1.48715471392973,1.9219291545494,1.75792635374441,1.76538785890975,1.37723329642377,1.33506334014195,2.07897629223026,1.34971085389436,0
Rpl27a,1.44936361766534,0.944854846206693,2.00941685189179,1.31836407523188,1.49159653644461,1.23345881220893,1.32132090488258,1.52774347773315,1.37168882026792,1.70688951964218,1.68121920872195,1.33618233070638,1.40554313424616,1.64361431748658,1.46427962297829,1.73495252470173,1.4860543179433,1.95254670209689,1.31946663997008,0
Rpl28,1.63412733441678,0.929823236104241,2.21412479648817,1.426220059418,1.45623582763831,1.76761099019797,1.59473864555485,1.43488601790383,1.41619753543974,1.89615902137891,1.45879906481718,1.55816495672691,1.96410010171092,1.46810849576241,1.52115441895668,1.33060172943968,1.46167735563026,2.1492786053276,1.36199283096296,0
Rpl29,1.23532706984662,0,1.66286374879396,1.2722330730925,0,0.702946162007897,1.03531678073023,1.1318763448682,0.575651770765726,1.50392442374077,1.08797531297377,1.11250775386851,0.89151458964055,0.870111908587208,0,1.03420622003389,0.955834108136724,1.57794764085285,1.13156735262038,0
Rpl3,2.02604189914051,1.46034249399926,2.57423623834182,2.2563138874427,1.65774905433815,1.87438937306325,1.8232088643729,1.92327345358772,1.81444893016293,2.16152417923552,1.64294506136042,1.97084369859069,2.12236003233917,1.87193795902587,1.92420565833072,1.55633292768219,1.87683400985437,2.4202131928605,1.75784798400475,0
Rpl30,1.64018107435799,0,2.32307239758022,1.20569164375415,1.65368237893208,1.77747158873381,1.6178151429915,1.73612214885236,1.66082676006435,1.88459819202109,1.69931261033364,1.55933798422317,1.89476013834251,1.73103091871651,1.78757244434424,1.68121920872195,1.66869198224495,2.17735004694749,1.68590805823163,0
Rpl36,2.15544461019018,1.3158954367192,2.78120027069741,1.98221329667644,1.87081620690554,2.06737468382593,1.82539504214268,2.18844367452256,1.71975080192726,2.33074426683118,1.96011518863033,1.90733642927378,2.32032972104491,1.92389755478108,1.94180698173685,1.89677196723558,1.84623768240345,2.61228716556309,1.83477804204241,2.04442762626714
Rpl36a,1.74784740628526,1.0414411554397,2.45835415026927,1.70834128387096,1.56946409545813,1.84575588058868,1.68681467373925,1.67772185581261,1.3532753609832,2.12013974949766,1.43557936297079,1.55992595753225,1.93669901724339,1.65260628271231,1.8254759865537,1.42916135481735,1.50297479824283,2.3841191535694,1.34971085389436,0
Rpl36al,1.49700962772584,0.893836179215164,1.69644657662862,1.45368233026846,0,1.20947957507856,1.09039283742407,1.37928475566704,0.574352946902545,1.17059115048165,1.04168931468639,0,1.60998556703587,1.16681450448769,1.15604882067909,1.20160667408631,0,1.46915061750193,0.889075562173478,0
Rpl39,2.18690137389049,0.899391963632504,2.57569831111392,1.56525971869033,1.71417597141497,2.16470460201101,1.79889013730747,2.16514529238777,1.73232916300034,2.37601502411719,2.05431959988115,1.7222805139167,2.23115670078494,1.87996687527309,2.03134846123873,1.99864928099072,1.75173094506968,2.55945740918011,1.81484067223261,1.56346539171582
Rpl5,1.44105887976733,0.923725450894674,1.92673557055041,1.57357214095498,1.05441547827386,1.09682053793136,1.3054849746213,1.27761799405672,1.0945264665828,1.53535632063513,1.24822046232095,1.28543539950034,1.29668356800876,1.380403975866,1.53396927630534,1.0503079309492,0,1.71125308428389,1.06906005481366,0
Rpl6,1.69190620859449,0.94825768872801,2.27969940052458,1.6840290352947,1.48019279954341,1.90648232474863,1.670549386293,1.66732598550443,1.54178590150695,1.9035443241995,1.53650546593433,1.57612359092703,1.88480583866621,1.60637538302775,1.72377020161819,1.50063961824163,1.68170647716321,2.21484062833115,1.54227951413566,0
Rpl7a,0,0,1.40103056038226,1.04623364632293,0,0.903707250314891,0.257818630742234,0.802754251615191,0,0.893988864464285,0,0,1.04877626353444,0.742484078092332,0.982994272962475,0.526223430987761,0,1.34538176264503,0.869966696774145,0
Rpl9,1.50475249773011,0,2.0688064705086,1.52963864232725,1.34451951227197,1.22020042098611,1.24300309078726,1.43856725909423,1.28229616757038,1.70544050131941,1.38913758712625,1.42463706269769,1.58254326039101,1.52425254128269,1.71652994335234,1.32584484624407,1.2803610815944,1.95855839481303,1.31946663997008,0
Rplp2,2.18383473355076,1.21870247046966,2.66152601653091,1.92229838122304,1.70834128387096,2.19504079570694,1.80209196537643,1.91780642903446,1.87645629551236,2.36308397909995,1.80573939952016,1.71004497960676,2.38501614928474,1.91242230295798,2.47739095489461,1.68121920872195,1.75250925624232,2.64777853872268,1.66835797124776,1.90726165414116
Rps10,1.34713126235289,0,1.89537968046225,1.28853329771567,0.732031462090021,1.45542096231864,1.16762409734099,1.280338091521,1.16621540194695,1.56705856670309,1.0965779003528,1.09713787802219,1.26483855511193,1.32961953059913,1.49192553557309,1.08907737512469,0,1.80837641051464,0.891980401087434,0
Rps12,2.08272570353274,0.931320101615928,2.80976978786092,1.67146625085458,1.87170804629507,2.02995321916764,2.30953088850374,2.04721984684304,1.68787253559681,2.34173963232576,2.12562968081148,1.85624185302425,2.15063167544961,1.94394956346696,2.56806418797936,2.02925798980118,1.36330712865886,2.70733550050404,1.78183109289849,2.04442762626714
Rps13,1.96110966812616,0.845988924973963,2.51822898270101,1.58900423179027,1.74784403620444,1.77508002181584,1.6750070958414,1.80903872261401,1.58500676030369,2.18434449996466,1.67077441215224,1.73132600510097,1.91648509673943,1.70593842651334,1.78343039433439,1.62495412308914,1.53621844538026,2.38553773250129,1.59960419156007,0
Rps15,1.84193141402367,1.19252247115657,2.30451118135986,1.6840290352947,1.67008320847258,1.83797433498865,1.6434039352222,1.78535412451447,1.74139828045309,2.09271921241475,1.67772153347893,1.72673250644569,2.08509409516358,1.93885750671177,1.81901194084501,1.60972386361666,1.71344455454855,2.29350800431744,1.55929610740179,1.71711001473734
Rps16,1.91523226304325,1.45037960007557,2.36813253138023,2.32875849929492,1.54112091153514,1.77270282282491,1.49035729054091,1.69717167771778,1.65510451529981,2.28040494738038,1.55240114940741,1.71968730299162,2.26578261995413,1.87888998110861,1.73880196873478,1.39610676544196,1.70477475977619,2.36926947828372,1.42361652957295,1.62192585436843
Rps16-ps2,0,0,0.803044926102968,1.48658397930413,0,0,0,0,0,0,0,0,0.869148067628479,0,0,0,0,0.766390333502667,0,0
Rps17,1.91760428337721,0.909071157866447,2.64437820259137,1.66047250427158,1.68051837846823,1.99641861394062,1.80904382773423,1.93015830970764,1.77422219409899,2.29178865252352,1.89066275599602,1.7215335676609,2.147929687677,1.86351092238683,1.7486105433805,1.83933961344175,1.69001893131541,2.50688030725216,1.78183109289849,1.85317982844812
Rps18,1.99196886352046,1.56108891324744,2.5922612994752,2.70086785413217,1.58161435247764,1.90066711173408,1.58428471294872,1.91898610615295,1.56598057542213,2.16685269808317,1.60338261541211,1.56287452940584,2.18390500085805,1.80206596772932,1.69110479738116,1.44256115661701,1.73276087026791,2.53250438923868,1.59960419156007,0
Rps2,2.19605536372441,1.19654151877302,3.11990934622249,2.20892281929215,1.87438937306325,2.43767001834002,2.16378477022021,2.28156151568994,1.99571627278669,2.57542598249376,1.92483091423936,1.97079282519596,2.45302692348854,1.89859881359243,2.16981083957033,1.82068651741391,1.88443886331095,3.17348059218505,2.02436099427494,1.71711001473734
Rps20,1.91945890715099,1.20266993772181,2.58014835833484,1.54227951413566,1.79755430187078,1.75318454861881,1.99070242798528,1.7780082476423,1.78045496336467,2.31497165877362,1.81650658606344,1.81235510939197,2.02032339511006,2.10857629542175,2.38811067684368,1.77824645217878,1.96976514171382,2.47911229120081,1.6798181967983,1.69967171741227
Rps24,2.49939536465786,1.26917788121099,2.80752632099172,1.76563114609957,1.9751200626183,2.25706375439471,2.07344524243996,2.25480306426335,1.83208270054048,2.57542598249376,2.01083391967497,2.2201788942774,2.33100114178894,1.85438805837072,2.66184119591528,1.89127165898992,2.03737221154854,2.73286905859288,1.89615902137891,1.96508760867432
Rps25,1.8547829778923,1.1294860335996,2.47071150708405,1.77033827960841,1.62452074948549,1.71696885098984,1.71271313768212,1.93363061298635,1.69832256045064,2.07935519452186,1.82320492227915,1.6805235671597,2.16685817202344,1.67085156877026,1.66794586546631,1.7465706882643,1.70192804659345,2.43337168864413,1.75784798400475,0
Rps27a,2.08382311325105,1.20672579597293,2.695080775669,1.78063440922135,1.88339058915398,1.89645160511595,1.87920335504698,2.03987255087247,1.76563114609957,2.30912305330608,2.09503039040158,1.84192089590525,2.33132027146209,2.10263795214096,2.44645197449882,1.97310414667526,1.86980528223924,2.61122422064188,1.62908393751607,1.8140090076828
Rps4x,1.63845226832173,0,2.29825253171851,1.54227951413566,1.33341699659441,1.67988280379553,1.57826341619931,1.44886118159743,1.39198288529038,1.90633076874731,1.43310353734706,1.44762556659146,1.92278524779048,1.60243787548302,1.97001324321531,1.34365844511786,1.3766369689352,2.17481972600418,1.31919081405035,1.8140090076828
Rps5,1.91323756190667,1.14190249552164,2.63710476310311,1.88158248343482,1.59647043892663,1.9777023790973,1.57826341619931,1.67563195568372,1.63851143473817,2.23754182218398,1.61805060940292,1.638544570539,1.96102527319264,1.58182211333027,2.00419823403866,1.58100193484542,1.59105761810503,2.5157393093836,1.62387116713313,1.69967171741227
Rps6,1.01526638387093,0,1.30528569820431,1.71368805070817,0,0,0,0.834344626608101,0,0.891434253117069,0,0,1.10956607484751,0.68976520532621,0,0,0,1.25973016355287,0,0
Rps7,2.15236878270116,1.35320113456985,2.71188648371244,2.23349548216144,1.86637145325261,1.96628043874213,1.8232088643729,2.01487521964697,1.76096585793502,2.34854922143593,1.80409566504212,1.87618178224466,2.19379986463192,1.94618821794088,1.93763358323459,1.79592729816007,1.80084506056949,2.61189223025448,1.82320492227915,0
Rps8,2.02070877486096,1.20981645234338,2.75585649219453,1.91286884247814,1.89066275599602,2.20170806782299,1.87575630644158,1.93973886228402,1.75207230298746,2.310289924041,1.9147462857096,1.74960978845001,2.19544492871682,1.9132026200999,2.30669867017737,1.74352310745524,1.81854064362507,2.63655104979833,1.83024198658208,0
Rpsa,2.21447472683927,1.18456773615309,2.7710684258548,1.71125308428389,1.85843101740496,2.0015435320749,2.01756337665341,2.07812475839468,1.76096585793502,2.58596160897045,2.01153537888228,1.74294759412055,2.39254563643731,1.87091080327947,2.64716163664896,1.83876801347922,1.75149801166108,2.8165326871796,1.89615902137891,2.04442762626714
Rrbp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rrm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891252357080971,0,0
S100a1,0,0,0,0,0,0,0,0.357537822748278,0,0,0,0,0,0,0,0,0,0,0,0
S100a10,0,0,0,0,0,0,0,0.671877635643309,1.46734552211556,0,0,0,0,0,0,0,0,0,0.642338468654807,0
S100a11,0,0,0,0,1.99193435235873,0,0,0,1.19575792640389,0,0,0,1.46398292103754,0,0,0,0,0,1.02927943295347,0
S100a13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100a6,0,0,0,0,1.68121920872195,0,0,0,2.56909599197672,0,0,0,0,0,0,0,0.276772994427356,0,0.903424138868335,0
S100a8,1.65368237893208,2.20044118412703,1.15633277071847,1.92419706552248,6.18635068931789,1.50804614753918,1.93612999492996,1.49968752621314,1.69504035755876,1.72079336413232,1.57551351578681,1.71054104775266,4.53106463537284,1.92709690237695,1.73436127522454,1.34538176264503,2.10168502707604,1.3475425822089,1.4475933207031,2.85801912361776
S100a9,0.574781160446409,0.967490907044462,0.495326278076943,0,5.57760336114251,1.09287471096618,1.52460588252912,0.672234868797338,1.18138364574276,0.861064638413259,0.865492095166708,1.09601926805674,2.65203225401446,0.842640105109769,0.982994272962475,0.609023205197316,0.712526454051584,0.516592697259885,0,1.71711001473734
Sar1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609023205197316,0,0,0,0
Scrg1,0,0,0,0,0,0,0,2.28900151960644,0,0,0,0,0,0,0,0,0,0,1.21812481288644,0
Sdf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sec61g,0,1.21256603080762,0,0.743881366643509,0,0.270348422772668,0,0.780532518967901,0,0,0.717517102834565,0,0.79076854804232,0,0,0.823527666110279,0,0,0.383203182541395,0
Selenok,0,0.554621137935335,0,0,0,0,0,0.797074067181374,0,0,0,0,0,0,0,0.469744320012346,0,0,0.637904058943296,0
Selenom,0,1.0518446016141,0,0,0,0,0,0,0,0,0.956597349084718,0,0,0,0,1.0337113298896,0,0,0,0
Selenop,0,0,0,0,0,0,0,0,0,0,0,1.20946219564218,0,2.53771633946443,0,0,0,0,0,0
Selenos,0,0.931320101615928,0,0,0,0,0,0.780632220564582,0,0,0,0,0,0,0,0.913258589478278,0,0,0.768798676418934,0
Serbp1,0.928873055120501,0,1.56042536208267,1.07493032324588,0,0.629997146252423,0,0,0,1.07493032324588,0,0,1.22694164549592,0,0.956629805329736,0,0,1.44784592676404,0,0
Serf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715657030717386,0,0,0,0
Serf2,1.05988198294,2.29441744098972,0.667726150079506,1.426220059418,0.920586395389217,1.18888671953869,0.751446984648376,1.54237052191482,1.18413653456197,0,1.67772153347893,1.09602046283463,1.28463688660785,0,0,1.77824645217878,0.589493387118934,0.70922355108467,1.42361652957295,0
Serp1,0,0.953869988554063,0,0,0,0,0,0.834984876288768,0,0,0.48567701301736,0,0.63480777154546,0,0,0.950740443418873,0,0,0.637904058943296,0
Serpine2,0,0,0,0,0,0,1.57734478939107,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinf1,0,2.38864476103925,0,0,0,0,0,0,1.50975309063969,0,2.91191294895223,0,0,0,0,3.09567814395064,0,0,0,0
Serpinh1,0,3.07094751890231,0,0,0,0,1.68727554442896,2.86721174535692,1.32670200109974,0,2.70086785413217,1.53249375322745,0,1.0819494277348,0,2.68381176439004,0,0,1.84277768041791,0
Sgk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sgms2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh3bgrl3,0.905489483799957,0,0,0,0,1.29028364900029,0,0,0,0,0,0,1.47553165786664,0,0,0,0,0,0,0
Slc25a4,0,0,0,0,0,0,0,1.01412341213432,0,0,0,0,0,0,0,0.666286385856793,0.681438205623234,0,0.898218687500325,0
Slc25a5,1.60099992442779,1.5307933089144,2.37932574294216,1.96309516348824,1.54868604550019,2.09779076864722,1.79110710758164,1.33664906393209,1.14722183546006,2.01831600314148,1.65098351000606,1.52709055078646,2.12938439323939,1.59062576230998,1.02162834840646,1.73195004984924,1.76739550361578,2.08125212739101,1.35319569165611,0
Slc36a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slpi,0,0,0,0,1.16230805776854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smim1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788638238794867,0,0
Smim14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58359554427051,0
Smpd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627262739998111,0
Snhg18,0,1.00375443611039,0,0,0,0,0,0.214917021562138,0,0,1.01717374451556,0,0,0,0,1.09545988902576,0,0,0,0
Snhg3,0,0,0.877476192442529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snrpb,0,0,1.02598178416009,0.872395897377561,0,0,0,0,0,0.825386609758458,0,0,1.02309660603006,0,0,0,0,1.01005155191505,0,0
Snrpd1,0,0,1.16250919203293,0,0,0.52522761453973,0,0,0,0.859374162028596,0,0,0.88500072296323,0,0,0,0,1.00210412483035,0,0
Snrpd3,1.00982285064763,1.24309538136061,1.44801464379384,1.84277768041791,0,1.20757810288996,0.257818630742234,0.845646793579425,0.805356052278975,1.24675158153182,0,0,1.05043775209349,0.298377325678872,0,0,0.293105500432895,1.30447692070582,0,0
Snrpe,0,0,1.04244441209052,0.949909801914906,0,0,0,0,0,0.825386609758458,0,0,0.811446843611805,0,0,0,0,1.16675277442525,0,0
Snrpf,0.892048109306617,0,1.40789102696601,1.08468309091459,0,0.601314869791438,0,0.760699113951427,0,1.09891478757008,0,0,0.841419384291681,0,0,0,0,1.30966821558325,0,0
Snrpg,1.13030712538019,0,1.81463334786069,1.53880940584252,0,1.16842569160909,1.13017627187712,0.667793654510856,0,1.59148442354906,0,1.05753946358596,1.38026479292644,0.366867749364299,0,0,0.986333445601257,1.7734920541969,0.686752253778818,0
Socs3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813756723278209,0,0,0.383203182541395,0
Spp1,0,1.25949134390026,0,0,0,0,0,0,0,0,0.857690504208118,0,0,0,0,0.989293845896745,0,0,0.798376405526534,0
Srgn,2.65654019122559,0,0.76679124582166,0,1.77761087838905,1.23761816980907,0,0,0,0.841542850223727,0,0,3.062147115354,0.869438717522017,1.647569618603,0,0,0,0,0
Srsf3,0.949702798567931,0,1.43868719569424,0.626377483936662,0,0.648852799257901,0,0.611999008741605,0,1.44206002127113,0,0,1.26161201925693,0,0.906348800694071,0,0,1.39052542621963,0,0
Srsf7,0,0,0.98079501310538,0.901930521751235,0,0,0,0,0,0.780245652536072,0,0,0.774101750814722,0,0,0,0,0.725533774904822,0,0
Ssr4,1.16426551284296,1.20706641267885,0.623387751472374,0,0,1.02531656939708,1.00708358125295,1.51443136038117,0,0,1.44206002127113,0,1.14681505876909,0,0.565767252179069,1.4370693032046,0,0,1.31919081405035,0
Stmn1,0.926348668225246,0,1.1644227245959,0.933206751022227,0,0,0,0,0,1.60654634846692,0,0,1.01641275774067,0,0,0,0,1.18864066248639,0,0
Surf4,0,0,0,0,0,0,0,0.641403590991169,0,0,0,0,0,0,0,0.801872553901932,0,0,0,0
Tagln2,1.02854469122368,0,0,0,0,1.28441821385327,0,0,0,0,0,0,0.79304798722537,0,0,0,0,0,0,0
Taldo1,1.10220774877965,0,1.04547345093578,0.694079705649995,1.17252034135978,0.794978654790643,0,0,0,0,0,0,0.999607724196335,0,0.697254785722419,0,0,1.0467411272205,0,0
Tceal9,0,0,0,0,0,0,0,0.907671212152121,0,0,0.835130183117836,0,0,0,0,0.993374164696137,0,0,0.637904058943296,0
Thbs1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470139665925036,0,0,0.747158505037441,0
Tm4sf1,0,0,0,0,0,0,0,0,0,0,0,0.997720668166206,0,0,0,0,0,0,0,0
Tmed3,0,0,0,0,0,0,0,0.806769575758319,0,0,0.830386204313322,0,1.0875535430318,0,0,0.865834611688244,0,0,0.459506645283601,0
Tmem119,0,0,0,0,0,0,0,0,0,0,0.87729647924001,0,0,0,0,0.919421302899867,0,0,0,0
Tmem14c,0,0,1.18754645485214,0.769335969221917,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06342982602178,0,0
Tmem176a,0,0,0,0,0,0,1.37545263761508,0,0,0,0.824766004851481,0,0,0.898565585916768,0,1.08468309091459,0,0,0,0
Tmem176b,0,0,0,0,0,0,1.40315784860107,0,0,0,0.876944556684553,0,0,1.23288229704046,0,0.984800800752293,0,0,0,0
Tmem59,0,1.56449580883514,0,0,0,0,0.667113190092565,0,0,0,1.36287930145567,0,0,0,0,1.49845841082962,0,0,0.562923366023004,0
Tmsb10,1.43070304312174,2.24070152562238,0,0.557984960439671,0.645705623851637,1.15841605719548,1.58978937392519,0.8430211943417,1.19575792640389,1.72005528434776,1.84450217836874,1.81070629869369,0,1.38937001431188,1.01640113434563,1.93567996758525,0,0,1.31919081405035,0
Tmsb4x,3.96883273480086,1.40114837907685,0.539208883562341,0.814360429901595,3.94654126952251,4.80534162158454,2.57207496512896,0.77509084567355,2.78761724104989,2.63088653428162,1.82068651741391,3.79304916672576,3.83888070207732,3.48763728810563,3.12435916941863,1.92546524093245,1.80084506056949,0,1.17575060502662,2.47911229120081
Tpm1,0,0,0,0,0,0,0.741809448431593,0,0,0,0.997030595381081,0,0,0,0,0.944547058181277,1.82828711227799,0,0,0
Tpm4,0,0,0,0,0,0.285286192423989,0,0,0,0,0,0.908279701713499,0,0,0,0,0,0,0,0
Trem1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsc22d1,0,1.71821396268046,0,0,0,0.796769285285424,0,1.42402630386195,0,0,1.06064010045772,0.689068389061373,0,0,0,1.45190064547428,1.4021806396782,0,1.60191089585299,0
Tspan3,0,0,0,0,0,0,0,0.487096040809122,0,0,0,0,0,0,0,0,0,0,0,0
Tuba1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850692651650037,0,0,0.637904058943296,0
Tuba1b,0.93702627830253,0,1.65024303249585,1.1763989119051,0,0.488011934845731,0,0,0,1.68968012177193,0,0,1.08475700060524,0,0,0,0.834140818072138,1.54402099447432,0,0
Tuba1c,0,0,0,0,0,0,0,0.43160955091922,0,0,0,0,0.213115892728149,0,0,0,0,0,1.06906005481366,0
Tubb4b,0,0,1.35831290952356,0,0,0,0,0,0,1.14304531123983,0,0,0.789657855377811,0,0,0,0,1.48872772662689,0.562923366023004,0
Tubb5,0.920010627595913,0,1.34022654225373,0,0,0,0,0,0,1.6014909505794,0,0,0.702355206607037,0.673737778507418,0,0,0,1.4665478168324,0,0
Txn1,0.84365040233191,0,1.15000924825297,0,1.04775763180738,0.902859436736233,0,0.950936272178124,1.17294864047877,1.09045824475578,0,0.843657864549946,1.52935916834908,0.864850482137915,0,0,0,1.15601997963147,0.830386204313322,0
Txnl1,0,0,0.85434561703631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666286385856793,0,0
Tyrobp,1.4598288685176,0,0,0,1.77824645217878,0,0,0,0,0,0,0,0.616443268575551,0,0,0,0,0,0,0
Ubc,0.908884892498096,0,0.602907445543904,0,0,0,1.09212889229146,1.51192914733757,1.12696503617482,0,0,1.10932516754179,0.717308878450288,1.21096657930052,0.903824068236616,1.5127609923497,0.906335427756652,0.651015361465958,1.6376339948306,0
Ube2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817697321664234,0,0
Ucma,0,0,0,0,0,0,0,1.34365903543389,0,0,0,0,0,0,0,0,0,0,0,0
Ucp2,0,0,0.880920552377484,0,0,0,0,0,0,1.68262281892046,0,0,0,0,0,0,0,1.28032794594435,0,0
Vamp5,0,0,0.735202648266068,0.772034006255391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vim,0,0,0,0,0,0,0,0,1.71603372444297,0,0,0.898859311066994,0,0,0,0,0,0,0,0
Vkorc1,0,0.954304723797022,0,0,0,0,0,1.06863078542988,0,0,1.15758527305457,0,0,0,0,1.29168870753835,0,0,0.768798676418934,0
Vpreb3,0,0,0,0,0,0,0,0,0,1.9035443241995,0,0,0,0,0,0,0,0,0,0
Wfdc21,0,0,0,0,1.69751960511984,0,0,0,0,0,0,0,1.60998556703587,0,0,0,0,0,0,0
Wisp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xbp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,0,0,0,0,0,0,0,1.30754566564797,0,0,0,0,0,0,0,1.81013924871487,0,0,1.85259843915242,0
Zyx,0,0,0,0,0,0.78190960164714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
