,Stomach_4,unassigned,Stomach_7,Stomach_2,Stomach_3,Stomach_9,Stomach_10,Stomach_6,Stomach_8,Stomach_16,Stomach_17,Stomach_14,Stomach_1,Stomach_12,Stomach_13,Stomach_11,Stomach_5,Stomach_15
Gm24616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26917,0,0,0,0.463309632621288,0,5.3710442255254,0,0,0.458845605777791,0,0.569255803356542,0.839503343083563,0,0,0,0,0,0
Gm3776,0,0,1.79358508758553,0.94457935046459,1.64615951033866,0,0,1.5208359881663,0.459849378112354,0,1.4852930233319,0,1.24910802615876,0,0,0,0,0
Gm42418,0.927605392955184,0,0.551671842209024,1.21410069100925,0.655874520899882,4.89441210952196,0.369405100379442,0.812191881926114,0.976649921484321,0.271142660612007,0.817882242358512,1.12795565716748,0.646214799180738,0,0,0.852840673945742,0,0
Gm44985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gng13,0,0,0,0,0,0,0,0,0,1.49460967271575,0,0,0,0,0,0,0,0
Gng5,1.47738640402543,1.13037972821054,1.5397179142654,1.49613231552299,1.55759690333597,0,1.92251155415387,1.50713868369534,1.53125881199588,1.51719177477032,1.4852930233319,1.56429126933723,1.39740767985696,1.30584953460711,0,1.40350652618273,0,0
Gpx1,1.26579998491495,1.43192129246804,2.04751775744613,1.72651213605239,1.73084964480197,0,2.15520950467929,1.71638104516879,1.54856841425404,1.44721245314896,1.95714717979672,1.66465524766125,1.61979546444863,0,0.832871659337275,2.073988693749,0,0
Gpx2,0,0,0,0.514168980577094,0,0,0,0,0.834885916758677,0,0,1.41238934496396,0,0,0,1.15276996819883,0,0
Gpx3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5056207924926,1.84439529616522,0,0,0
Gsdma2,0,0,1.40646351872445,1.89593613474834,2.3129925273545,2.28266290556862,0,2.85109385257421,1.19218080695199,0.774055354926626,2.37840797677798,0,2.17651296791369,0,0,0,0,0
Gsn,0,0,0.632536744352883,0,0.524470299587155,0,0,0.774422345641101,0,0,0,0,0,0,3.64560398773085,0,0,0
Gsta1,0.938409980926229,3.2499012677921,4.7396136023792,4.12996789935052,4.65399642064405,2.4067953025063,0.704525577294331,4.81054485305569,3.42150458587732,2.26242622252785,4.67270473800827,0.737852495414447,4.46407687625932,0,1.6376899702529,3.40082649318547,3.10591745476583,1.55656590715354
Gsta4,2.03694208391423,3.04653348443944,3.98061970788724,3.60661036615173,3.67704824987674,3.06634527010093,1.41468694118346,3.76232890401123,3.31372140480254,2.31172533701962,3.79892807022214,2.19467638501012,3.54805851072354,1.1512792822718,1.26962389974852,3.36031031636779,2.91306939845555,1.21911500047829
Gstm1,1.09199896140408,0,1.5746969224627,1.44920034399506,0.791462835937083,1.77759476401024,0.641618269544175,0,1.78951774873613,0,0,1.46022383853349,0.825418917344233,0,0,2.67915974667601,0,0
Gstm2,0,0,0.455129599597998,0,0,0,0,0,0.568485849187066,0,0,0.41118821089346,0,0,0,1.09093005164684,0,0
Gstm3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32993741397367,0,0
Gstp1,0.613392773655406,0,1.58261010601127,1.43008256435638,1.43703552389985,0,0.829539189525164,1.54107414666872,1.40513774154252,0.285206166043576,1.31851968537976,0.851686508704232,1.46295962921689,0,0,1.37650353618837,0,0
H2-Aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65978188405676
H2-Ab1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6959572392223
H2-Eb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13079362474765
H2afz,0,0,0,0.502603599505784,0,0,0,0,1.60090940262826,0,0.527848813878773,0.851782761026432,0,0,0,0.860448392715573,0,0
H3f3b,2.04268539432739,1.75603856041817,1.62196976908962,1.78622949435633,2.88915025067419,1.81989568558663,1.73161993616136,1.42203707136489,2.53649081003332,3.04289516156101,2.20147096789817,1.93657858849416,1.71388408549963,3.04919047949427,2.47779855322269,1.76323111649242,0,3.73490592761596
Hamp2,0,0,0,0,0,0,1.18710062909738,0,0,0,0,0,0,0,0,0,0,0
Hck,0,0,0,0,0,0,0,0,0,1.26324016136547,0,0,0,0,0,0,0,0
Hes1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hint1,0.97907990060953,0.817665677164152,1.5397179142654,1.32586108885449,1.21397233871427,0,0.89912262915329,1.22115889192881,1.72488126597896,0,0.853919004727871,1.20787970613208,1.31901606829419,1.1512792822718,0,1.43631329802959,1.70549346498837,0
Hist1h1c,0,0,0,0,0,0,0.37542635354859,0,0,0.271142660612007,0,0,0,0,0,0,0,0
Hist1h2bc,0,0,0.589248771932524,0,0.523441098908605,0,0.952031508351198,0,0,0,0,0,0,1.30584953460711,0,0,0,0
Hsp25-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90aa1,0.619117081053117,0,0,0,0.700627104132231,0,0.915623457350954,0,1.11448629809815,1.1232433977244,0.783023673001551,0.771456940107599,0,1.79086526179657,1.77416914247119,0,0,1.21911500047829
Hsp90ab1,1.26825273394078,0,0.981626791467613,1.25017048323414,1.2326523977825,0,1.65451680587506,0.872349647167146,1.58531827975593,1.07643894022697,0.891281870810822,1.2579952025766,0.80027371161774,1.75614642377965,1.23754881148038,1.59960625141113,0,0
Hspa1a,0.904718524838221,0,0,0,0,0,0,0,0,0,0,0.880008470952505,0,1.55231617194413,2.14778434230602,0,0,2.31804408511502
Hspa1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspa5,1.30907777514661,0,0.937387969188148,0.823761032190682,1.38067970555028,0,0.699284591328877,0.638946984950214,1.07827376319046,0.985654276031108,0,1.43549721787467,0,1.84191176589939,0,1.38141950042562,0,0
Hspa8,2.07196663324982,2.09687609819191,2.09648770866099,2.17964600068229,2.45665026835547,2.22904745714265,2.29805554285192,1.88712279518608,2.58945762841643,2.37648160871908,1.93085983292395,2.52842178947239,1.93556641541797,2.88700016114106,3.05559313126771,2.47034242817889,1.9433760367708,2.67235500358671
Hspb1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87738701552198,1.74143765287368,0,0,0
Hspe1,1.67287837536629,0,0.542666001165106,0.927109528322699,0.8984594643865,0,1.89199088173923,0.227899079770748,1.52204506624904,0,0.668697901836318,1.76774203784935,0,1.97987364396627,0,1.42848739359497,0,0
Id1,0,0,0,0.520578336785122,0,0,0.469424943804231,0,0.681916423506897,0,0.622312142020728,0.743998046562322,0,0,0,0,0,0
Id2,0.624592939945973,0,0,0,0,0,1.52826722183643,0,0.749118856179936,0,0,1.05034842837135,0,0,0,0,0,0
Id3,0,0,0,0.884779339425988,0,0,1.27473793112545,0.582592141790158,1.19026920973412,0,0.91345857978574,1.32681542465264,0,0,1.77530936764907,0,0,0
Ier2,0,0,0,0,0.646419316022753,0,0,0,0.173648334956502,0,0,0.696678805705042,0,0.808336066545178,1.35752648686777,0,0,0
Ier3,0,0,0,0,0.70412669978057,0,0,0,0,0,0,0,0,0,1.23754881148038,0,0,1.64728488792332
Ifi27,0,0,0,0,0,0,0.452082312795335,0,0,0,0,0,0,0,0,0,0,0
Ifi27l2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm2,0,0,0,0,0,0,0,0,0,0,0,0.814357339871326,0,0,0,0,0,0
Ifitm3,0,0,0,0,0,0,0,0,0,0,0,0.167232870236051,0,0,2.39524981837042,0,0,0
Ifrd1,0,0,0,0,1.299627826938,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp2,0,0,0,0,0,0,0.955924889745371,0,0,0,0,0,0,0,0,0,0,0
Igfbp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igfbp6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44350868154573,0,0,0
Igfbp7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57263809346156,0,0,0
Igha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il18,0,0,0.96311358019578,1.19519469000927,1.15256014603559,0,0,1.28891097627424,0.649738096083286,0,0.853919004727871,0,1.06260414537686,0,0,0,0,0
Il33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isg15,0,0,0,0,0,0,0,0,0,0,1.3843872466905,0,0,0,0,0,0,0
Itm2b,1.35532990381503,0,1.5397179142654,1.54076443365044,1.54623719790095,0,1.2884295750137,1.64739075140202,1.35426777725822,1.92019589303145,1.66092883990775,1.22180770759,1.48298803971587,2.03496378372625,1.89373158332917,1.10303491383114,0,2.27452534263288
Jchain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,0,0,0,0,0.705012978047924,0,0,0,0,0,0,0,0,0,2.21944585613146,0,0,0
Jund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21911500047829
Kcne2,0,0,0,0,0,0,1.093274927937,0,0,0,0,0,0,0,0,0,0,0
Kcne3,0,0,0,0,0,0,0,0,0,0,0,2.17721850013709,0,0,0,0,0,0
Kctd12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf6,0,0,0,0,0.76407836261864,0,0,0,0,0,0,0,0,0,0,0,0,0
Klk1,0,0,0,0,0,0,0,0,0,0,0,1.35753440893732,0,0,0,0,0,0
Krt18,1.28795772699489,1.20887540589352,1.72428897617143,1.56031126390392,1.97939219832128,1.84631959009506,1.10726751597081,1.30092338336401,1.58760550313662,3.55663558456868,1.74158337632072,1.56197343112758,1.25873756717534,0,0,1.78487568378867,1.55571392272307,0
Krt19,1.11543074848466,2.73283968155767,3.57685094859597,2.74525335161703,3.17587496722284,2.80035673279663,1.06166182894067,3.14035162424215,2.32853397141585,2.17759467132319,3.03544115016784,1.41917626266042,2.88149334182576,0,0,2.73347704778689,3.43076039860273,1.74949317991981
Krt20,0,0,0.796096249827024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krt7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krt8,2.01760872877688,3.20394092773039,4.3091088368258,3.50280137070219,4.05402739755567,3.00877737174945,1.99114257930018,3.72086475458563,3.37036419575702,4.21444863708466,3.55910076744911,2.4110559013669,3.51937036820428,2.08628701057844,1.44134188961739,3.87802985948002,3.15856098797922,0
Lars2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ldha,0.887115242314302,1.14441426503647,1.58216819377489,1.20003371532164,1.4159949626002,1.33817947786487,1.41531723511949,1.47139078524413,1.45124433654563,1.5107661318069,1.33664492811687,1.19267405388959,1.14771813522334,0,0,1.52245091874084,2.01799059054995,0
Ldhb,0,0,0,0,0,0,2.17690686296655,0,0,0,0,0,0,0,0,0,0,0
Lgals1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29293376875041,0,0,0
Lgals2,2.02263500199756,3.81028051986117,3.51148690830804,4.34778091788706,4.33930531642336,3.597232430522,1.18041186839685,4.3411882600636,3.81165197345158,2.9415724914101,4.69110391230839,1.42174020993659,4.40500998512415,2.03496378372625,1.89373158332917,3.55013021441641,4.08039924008004,1.6708289695124
Lgals3,0,0,0.811132643923961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgals4,0,0,2.21690202404983,0,0.788098985914709,0,0,1.23148927093371,0,0.285153498219395,0.783023673001551,0.171600462197424,0,0,0,1.73961840838759,0,0
Lgals9,0,0,1.06620308846998,0.672651524472112,1.08341376954235,0,0.88873889166217,0.984315065416606,0.278931017100511,0,1.43810486211879,0,0,0,0,0,0,0
Lpl,0,0,0,0,0,0,0.835484988591022,0,0,0,0,0,0,0,0,0,0,0
Lrmp,0,0,0,0,0,0,0,0,0,1.5496967517893,0,0,0,0,0,0,0,0
Ltc4s,0,0,0,0,0,0,0,0,0,1.21634174756695,0,0,0,0,0,0,0,0
Lum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4082898924934,0,0,0
Ly6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6e,0.966064225997334,0,0,0,0,0,0.501476690123242,0,0.401263313199448,0,0.891281870810822,1.0627906631119,0,0,0,0,0,0
Lypd8,0,0,1.71705435406469,0,0.962959807458209,0,0,1.76757803623804,0,0,2.6765838915068,0,0.774681142827447,0,0,0,0,0
Lyz2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88781031959516
Maff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maged1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mal,0,0,1.26198257684013,0,0.913322116806835,0,0,1.20584234945106,0,0,0.80492116579551,0,0,0,0,0,0,0
Malat1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map1lc3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcpt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcpt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mdh1,0.946646823931407,0,0.748506227076782,0.838496172522779,0.943834948009384,0,2.59122530705427,0.693582924121305,0.872089858950311,0,0.622312142020728,0.880474296969249,0,0,0,0,0,0
Mfap5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mgp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mgst2,0,0,1.320010033424,0.754155731955975,1.14364299788039,0,0,1.49374787412032,0.369169550568013,0,1.46838056654022,0,0.980029265671127,0,0,0,0,0
Mgst3,1.02498322495622,2.2175373315925,3.17550540048469,2.79413030191714,2.88693730409644,1.61979546444863,0.993739586498495,3.12280524044698,2.27615682740064,2.2745275057935,2.85050335718724,1.19454203832525,2.97706192029922,0,0,2.55870243251295,2.08793967771846,0
Minos1,0.923653299843895,0,0.949771436852015,0.79155505216422,0.830258859412572,0,2.00685827648111,0.751924159874519,0.963191269175299,0.722494216499989,0.569255803356542,1.09887079788742,0,0,0,1.03291808059589,0,0
Mir6236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17833873377318,0,0,0
Mogat1,0,0,0,1.21318231481792,1.17677442932771,0,0,1.39895098663053,0.552315861438631,0.284680372996965,1.38670499417172,0,1.21235129419241,0,0,0,0,0
mt-Nd3,2.30785246193771,2.34056799821168,1.78487568378867,2.11240943477871,2.00159191894117,3.16090547013593,3.53866257661872,2.18704370284372,1.92732585031832,2.30600552790933,2.07766038932229,2.21622769260961,2.239236338377,1.50957590183349,1.69513291420913,1.98549732598606,2.14601843093664,0
mt-Tm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mt-Tp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt1,3.00128018494955,2.91482047662436,1.83614619671845,3.65468271784475,3.31447920280169,2.29914982558765,2.74757143339122,2.44910074689938,3.59018206889108,2.36806955503571,3.04403377953594,2.27444787912777,3.12330631083726,1.68694470196356,3.08815984742742,2.75704993909421,3.54853017111901,2.68804665681326
Mt2,1.3450457611959,0,0,1.87793039819215,0.883748221977627,0,0.903006215264822,0,2.28738014538161,0,0.688481969101673,0.864313795603312,0.885295867803912,0,1.77530936764907,1.03291808059589,0,0
Muc1,0,0,0,0.818325542969979,0.836786269576731,0,0,0.838577380735373,0.673405374022336,0,0.870063356121737,0.970119395712254,0,0,0,0,0,0
Muc5ac,0,1.0282259487978,2.01982626244749,1.64503669714059,1.41207744249566,2.87722927290204,0,2.36624223222578,1.05388489545351,0.690860224490589,1.26688358333049,0,1.80950577720959,0,0,0.928602580478157,2.02258703602916,0
Muc6,0,0,0,0,0,0,0,0,0,0,0,0.767991309377148,0,0,0,0,0,0
Myl6,1.18496417055549,0.978278451259731,1.79611898117158,1.61036570189889,1.7164254510523,0,1.0379547463091,1.61513175258098,1.42116712744233,1.58405158559559,1.43810486211879,1.27997250256672,1.59061116896985,1.23885091852166,1.93431799907054,1.60359966102103,0,0
Myl9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-R5-8s1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa13,1.18878700087861,0,1.06575974129153,1.05230246327481,1.02946584907181,0,1.8355330035233,1.15161443537048,0.966672503118416,0.787365922451758,0.879647184406589,1.10385259781002,0.939136534091917,0,0,1.41518459885406,0,0
Ndufa3,1.28377440625135,1.19542889881099,1.39830760797847,1.35041596562057,1.34033427306379,0,2.51585620995441,1.35897322641937,1.4142123385082,1.25790818057534,1.43810486211879,1.1632450877586,1.22113443595432,0,0,1.26579097566527,0,0
Ndufa4,1.55839460613901,1.33916531628435,1.22638426127992,1.7430791507616,1.44568608463544,0,3.03637044899419,1.48684967034169,1.83676263146079,1.5239021677345,1.46931961929372,1.85637997233706,1.57120775154337,0,0.832871659337275,1.58084408170057,0,0
Ndufa5,0.942221397029096,0,1.14816201038463,0.887109603392247,0.921037935335027,0,2.10489014088231,0.979021150592893,1.19599960323088,0,1.21743753151787,1.03961687803484,0.866833869705209,0,0,0,0,0
Ndufa6,0.86026708949677,0,1.09132906288552,1.09757740813276,1.19671230350619,0,2.23862675534962,1.17118236946964,1.07465537109507,0.242323181132795,1.21743753151787,1.06496397803607,0.997242889987038,0,0,0.53775895060658,0,0
Ndufb2,0.495787116231626,0,0.797032275412454,0.735384197252067,0.731513623375777,0,1.65846672061675,0.769123035181992,0.720168926390901,0.489384795858151,0.569255803356542,0.352951896571765,0.638042533213281,0,0,0.645130921530105,0,0
Ndufb6,0.586684515759286,0,0.992144039176902,0.926067077268206,0.876025741880329,0,2.13259963992831,0.797007830845632,1.03930796861672,0.916853704795623,0.879647184406589,0.320016284142297,0.877357715986925,0,0,1.22468555179175,0,0
Ndufb8,0.944146411595111,0,1.09587265019654,1.03215206808937,0.898281084593595,0,2.52063455515303,1.07078800884807,1.1129652860378,0.956017458068297,0.853919004727871,0.971417862842396,0.88919033474374,0,0,1.43631329802959,0,0
Ndufb9,1.41622591879078,1.23729575044446,1.42075304700919,1.38348787800569,1.18099046967986,0,2.89554880640312,1.28768113972334,1.38318808437605,0.752499795332775,1.28774827358847,1.33421010802572,1.36968400019454,0,0,1.52897874700598,0,0
Ndufc1,0.635114289004577,0,0.922511233626424,0.902772391970908,0.828451159591045,0,2.07733826585216,0.935501301843955,0.834167790887566,0.718067508707559,1.12384839134842,0.615220930337194,0.87583821488577,0,0,1.00440638157034,0,0
Neat1,0,0,0,0,0,0,0.528849948148905,0,0,0.652930807057171,0,0,0,0,0,0,0,0
Nfkbia,0,0,0,0,1.01828910484206,0,0,0,0,0,0,0,0,0,2.59958283393922,0,0,0
Nqo1,0,0,1.53062026685326,1.40897646261562,1.47553298140944,0,0,1.81613698277893,0.917181502520548,0,1.42215255928909,0,1.35059312444495,0,0,0.84654690187828,0,0
Nr4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nupr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oaz1,1.32964872581914,0,1.24120205090713,1.30950880358479,1.09611381288903,0,1.90218871857368,1.15543705187211,1.53598299774105,1.50392468617131,1.21743753151787,1.21976588382729,1.07328520340273,1.21309889269085,0,1.42848739359497,0,0
Oit1,2.31788963300216,1.15017160708553,1.36678350358916,1.89976302472721,1.57615600588374,1.63959905820614,0,1.60551692512946,1.68738662530587,1.21838557744329,1.61863330081257,0,1.69564761485015,0,0,0.958217165657497,1.88519215778398,0
Oxct1,0,0,0,0,0,0,1.94671223229391,0,0,0,0,0,0,0,0,0,0,0
P4hb,1.15769643509448,0,1.321803211691,1.09817822410693,1.18691215383974,0,0.452687362778273,1.12813503010095,1.07696751430237,0.556296158831402,1.12384839134842,1.19114859509517,1.02113964056583,0,0,0.852840673945742,0,0
Pclaf,0,0,0,0,0,0,0,0,0.6419688740722,0,0,0,0,0,0,0,0,0
Pcolce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503304573537778,0,0,0
Pcsk1n,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808336066545178,0,0,0,0
Pcsk2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37630421781216,0,0,0,0
Pdia2,0,0,0,0,0,0,0.469680291833604,0,0,0,0,0,0,0,0,0,0,0
Pdlim1,0,0,1.28071250779864,0,0,0,0,0,0,0,0,0.320016284142297,0,0,0,0.53775895060658,0,0
Pfn1,0.838264602589227,0,1.28071250779864,1.16817740551655,1.12157503996345,0,0.587617616775094,1.18053311534666,1.36218630550875,0.684991857183435,1.38670499417172,1.04882467859835,0.975742782930853,0,0,0.860204730966417,0,0
Pga5,1.67008393659732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phgr1,0,0,1.98023928673809,0,0.578809253964647,0,0,0.853501229847623,0,0,0.601896128130997,0,0,0,0,1.52897874700598,0,0
Phlda1,0,0,0,0,0.909500354395341,0,0.573431810448821,0,0.181314712459397,0,0,0,0,0,0,0,0,0
Phyh,0,0,0.797032275412454,0.855544499220165,0.988558267813288,0,2.1937576704497,0.918875103051774,0.542283906268265,0,0.879647184406589,0,0,0,0,0,0,0
Pigr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pkm,0,0,1.07078571006234,1.13992335302534,1.10192306996529,0,1.74827883613434,1.29109034241088,1.06462548334758,0.242323181132795,0.891281870810822,0.934015941001511,0.84419665033408,0,0,0.866092106872485,0,0
Plac8,0,0,1.78854135807315,1.46222772963137,1.52468801775715,0,0,1.37912077792768,1.18750397094566,1.55764389111496,1.83368771926675,0,1.48298803971587,0,0,1.23581717746402,0,0
Plpp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pnliprp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pnoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Postn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50957590183349,0,0,0
Ppia,1.66388519979433,0,1.50243739329274,1.76061352145493,1.55945027549044,0,1.45155979165658,1.32382732405443,2.1095442336324,1.53034057880587,1.66092883990775,1.65293622687934,1.45078253155219,0,1.46631922666324,1.78526074842473,0,1.6708289695124
Prdx1,1.93676324922401,1.86773831773905,2.073988693749,2.4450775594541,2.15998470241848,0,2.04455659199646,2.1109473129279,2.50428359540104,1.98075588728771,2.26726075029993,2.13107655912534,2.26796458997026,1.17314486813929,1.71599614546837,2.30331644992519,1.97477092721955,0
Prdx5,0,0,0,0,0.474909653791897,0,2.11625087661913,0,0,0,0.622312142020728,0,0,0,0,0,0,0
Prdx6,0,0,0,0,0,0,0.882419626828566,0,0,0,0,1.3534442060428,0,0,0,0,0,0
Prr13,0,0,1.2160990706989,0.881703692969445,1.0860826514089,0,0,1.17652740136223,0.662859969455908,0.596416101153169,0.976375360153646,0,0.868818316840451,0,0,0,0,0
Psapl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptgr1,0.817620712035742,2.06669197938553,2.53996213622949,2.31486964980027,2.81194900705684,1.88258224858614,0.584626903918597,2.89100654474714,1.72071519273519,1.27559888878983,2.79342619685885,0.603768268534632,2.3438283437404,0,0,1.62259218231807,2.09125421184499,0
Ptma,1.9291479480642,0,1.13543451464888,1.57532493010765,1.10973236793081,0,1.28106235529495,0.777940497287315,2.74610027342101,0.722494216499989,1.15262071677241,1.96825442108581,1.08379972454815,1.36581960005634,1.77416914247119,1.78526074842473,0,1.64728488792332
Pttg1ip,0.938117614487601,0,0,0.880802075046535,0.867979676171539,0,1.94036941904653,0.845958903086271,0.526607911926483,0,0.783023673001551,0,0,0,0,0,0,0
Pyy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rac2,0,0,0,0,0,0,0,0,0,0.556348826655583,0,0,0,0,0,0,0,0
Rack1,1.30951511984472,0,0.981626791467613,1.37194918247364,1.00418381929968,0,0.872972215472454,0.929207981509468,1.66626037304263,0.652457681834741,1.38670499417172,1.62869221221839,1.08379972454815,0.808336066545178,0,1.81364564076442,0,0
Rarres2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69513291420913,0,0,0
Rbp1,0,0,0.543524511370871,0,0,0,0,0,0,0,0,1.54975454479729,0,0,0,1.40350652618273,0,0
Rbp2,0,0,0.695817445534655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rbp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rep15,0,0,0,0,0,0,0,0.602519034547146,0,0,0,0,0,0,0,0,0,0
Resp18,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03496378372625,0,0,0,0
Rfk,0,0,1.06620308846998,0.73048886397698,1.07581972504288,0,0,1.07755241980852,0.494730627279073,0,0.879647184406589,0,0.59932278919055,0,0,0,0,0
Rgs1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17469081802138
Rgs10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rgs13,0,0,0,0,0,0,0,0,0,1.89794422959327,0,0,0,0,0,0,0,0
Rgs2,0,0,0,0,0,0,0,0,0,0.980274219678626,0,0,0,0,0,0,0,0
Rmrp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rn7sk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnase4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl10,2.87753435381894,2.34165315316255,2.44951360072216,2.83219262433368,2.6164319561535,1.74838978905884,2.11988578412685,2.31421926164083,2.79100879520201,2.32422278796609,2.36140787113546,3.00097922986817,2.63242840766094,2.68906708908031,2.54483716926702,3.0596430761941,2.64851134404342,2.84783676451602
Rpl10a,1.41541828308716,0,1.29257984373701,1.48307830776807,1.2518072592109,0,0.948502963262376,0.927049404186981,1.59344769328459,1.19971267743698,1.05566800932816,1.57806839284112,1.10816213877464,0,1.44134188961739,1.70424275702006,0,1.55656590715354
Rpl11,2.24910646798664,1.8487619374874,1.8386121458515,2.18295194592063,1.95007367809667,1.69461856105331,1.76708734666121,1.69564123021197,2.43189305899794,2.039787909342,1.93918334716963,2.63349724683516,1.9077140346352,1.59599481988638,1.97166173169811,2.73496851450581,1.92535610765884,1.91310291617372
Rpl12,1.27835074538842,0,0.643915968810272,1.16120026286508,0.836670056458011,1.369253463005,0.679333871223046,0.65144516711223,1.34365685170536,0,0.870063356121737,1.77379855586228,0.814819812566791,0,0,1.58084408170057,0,0
Rpl13,2.99760123631397,2.36808306636469,2.60150145287013,3.06420752677178,2.58673116714219,2.26045057010593,2.42778397838943,2.21791849981277,3.29897923094301,2.31225567476197,2.59577443258719,3.41644486473232,2.68431349437864,2.34491777520462,3.08815984742742,3.4673723596251,2.32870384763949,2.51722742844062
Rpl14,2.21898057773942,1.83912735775054,1.88977938290847,2.28699920613426,1.91006800900751,0,1.62094340514643,1.65490527624215,2.60734336097857,2.02823407233895,1.93085983292395,2.66705407007141,1.92810347484025,1.97914282495132,2.22519496578208,2.36696735132518,1.97477092721955,2.28778448951296
