,Stomach_4,unassigned,Stomach_7,Stomach_2,Stomach_3,Stomach_9,Stomach_10,Stomach_6,Stomach_8,Stomach_16,Stomach_17,Stomach_14,Stomach_1,Stomach_12,Stomach_13,Stomach_11,Stomach_5,Stomach_15
Tspo,0.499399146029987,0,1.33537629517078,1.01977107660693,1.13935274390646,0,0.641618269544175,1.15161443537048,0.88677889696727,0.513465841744802,1.38847650931505,0.262269033765429,0.959131308678422,0,0.832871659337275,0.488542543927007,0,0
Tst,0,0,1.14816201038463,1.07415370266703,1.04242652491374,0,0,1.00667840545597,0.94689112805866,0,0.879647184406589,0,0.96651007678024,0,0,1.26579097566527,0,0
Tstd1,1.2649803878538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ttr,1.39415634369464,0,0,0,0,0,0,0,0,0,0,1.35000108061757,0,2.24396392303391,0,0,0,0
Tuba1a,0,0,0,0,0,0,0,0,0,0.978039939677541,0,0,0,0,0,0,0,0
Tuba1b,0,0,0,0,0,0,0,0,1.39645139961691,0,0,0,0,0,0,0,0,0
Tuba1c,0,0,0.627893751369556,0,0.988233620737733,0,0.521672608006906,0.662583894855192,1.09330095031744,0.905358682932283,0.622312142020728,0.778357623283389,0,0,0,0,0,0
Tubb4b,0,0,0.981626791467613,0,1.04085096406175,0,0.630368424798567,0.772737981606147,1.58906974735862,0.77205255145733,0,0,0,0,0,0,0,0
Tubb5,0,0,0,0,0,0,0,0,0.949944410219766,0,0,0,0,0,0,0,0,0
Txn1,1.19239123874868,0,1.20615900944772,1.60468224367214,1.54715662073082,0,1.56230608473621,1.17129880096624,1.67665077387768,1.10148211163481,1.46931961929372,1.24251562731377,1.29277010476017,0,0,1.52897874700598,0,0
Ubb,2.48330184004935,2.02220383233035,1.87954772728194,2.15044136294087,2.69766211636055,2.03652325124686,2.16919819650867,1.8918511249423,2.35937734552091,2.29230625435508,2.20147096789817,2.53018856195297,1.87029656130944,3.68742097361396,3.77294468193539,1.96465575074247,1.79494849092487,3.21618453381591
Ubc,0.942221397029096,0,0.750158039890523,0.602604668145807,1.49543796511326,0,1.2521303966208,0.750719362092687,1.11564864287075,1.13608242032593,0.870063356121737,0.737852495414447,0,1.97987364396627,2.3849736912651,0,0,2.39639828341907
Ube2c,0,0,0,0,0,0,0,0,0.876105840122946,0,0,0,0,0,0,0,0,0
Ucp2,1.19365204615154,1.75297941023556,1.88214806301855,1.96915823008435,1.94235918502716,1.63745167965362,1.45400111628361,1.90180392136811,2.03185865225375,1.55860022282293,1.96178754478392,1.63033874973601,1.71705435406469,1.12982483651565,0,1.70967730311068,2.19122137774097,0
Ugdh,0,0,0.937387969188148,0.900419180573055,0.99390051950445,0,0.431330882640155,1.17829229000524,0.590625696663734,0,0.622312142020728,0,0.762503012778721,0,0,0.813080397888793,0,0
Uqcr10,1.37775241680718,1.75299810929698,1.94618273594263,1.57408598975399,1.6398896974467,0,2.39745056943111,1.74603874652185,1.67166138038735,1.42460981295741,1.77227241733592,1.34621602872497,1.68745388863548,1.36581960005634,1.44134188961739,2.11565826092111,2.05865125733736,0
Uqcr11,1.07137064667234,0.843892193870038,1.18583377124246,1.13424324589181,0.990679327778146,0,2.60868764848907,1.04618632850204,1.18405423631591,1.24445128968058,0.954276657980168,1.85667656376182,0.971181911004363,0,0,1.40350652618273,0,0
Uqcrb,2.08176025903935,2.07684773950063,2.21690202404983,2.16899198660461,2.13411527432295,0,3.14967410425385,2.25748048910687,2.07257789556434,2.08600878741571,2.45478178829155,1.66001508283712,2.1620360001389,1.37552485196845,0,2.25250096653114,1.98795391392485,1.02375223404837
Uqcrfs1,0,0,0.815910831396995,0.699467898156263,0.83458519715915,0,2.33854201040831,0.643177391387035,0.770202914230875,0,0,0.433869495962854,0,0,0,0.624330120031377,0,0
Uqcrh,1.67582847892105,1.5451507213369,1.69533875274577,1.51517986452045,1.452705922041,0,2.75546659111494,1.39849397294535,1.5765940155967,1.5239021677345,1.57688630432607,1.70509791558831,1.48145569716592,1.37357196283249,1.24015593540059,1.51277235713232,1.70549346498837,0
Uqcrq,1.05145267266186,0.943537730490714,1.26144050743523,1.11002165397912,1.18448863338195,0,2.77564084575516,1.08056416214724,1.20633805388221,0.633430718756797,0.879647184406589,1.27141646669868,1.14771813522334,0,0,1.1175182765571,0,0
Usmg5,1.45042277763296,1.59173033276388,1.75558982179573,1.63634067354273,1.56127028428828,0,3.00258821021553,1.72919679188929,1.658849623699,1.44641222253111,1.65871919708989,1.77547245587426,1.66734906793704,1.73961840838759,1.24015593540059,1.70967730311068,1.89571475773236,0
Vim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84813485086871,0,0,0
Vsig1,0,0,1.18988862666057,1.37422755941882,1.3492029445688,0,0.757394426906812,1.28057732828691,1.21001736593905,0,1.57688630432607,0,1.20665192927271,0,0,0.990347767365926,0,0
Vsig2,1.08854617579114,1.1563292902192,1.54027308826823,1.47701504080697,1.68398195118625,0,0.919915930088034,1.86390352070505,1.28099243139336,1.67724983986242,1.42215255928909,0.995339077496243,1.61608300190379,1.55231617194413,0,0.990347767365926,1.79494849092487,0
Ybx1,1.19365204615154,0,0.855601997212816,1.16278856057124,0.988558267813288,0,0.775906181305764,0.915531668203035,1.2922420879591,0.62197347051379,1.2935317463454,0.907214195367038,0.80027371161774,0,0,1.32721414007661,0,0
Zfp36,0,0,0,0,0.9313298408238,0,0,0,0,0,0,0,0,0,1.89703950681938,0,0,1.55656590715354
