,Fetal_Intestine_10,Fetal_Intestine_7,Fetal_Intestine_15,unassigned,Fetal_Intestine_18,Fetal_Intestine_17,Fetal_Intestine_3,Fetal_Intestine_12,Fetal_Intestine_8,Fetal_Intestine_9,Fetal_Intestine_11,Fetal_Intestine_14,Fetal_Intestine_1,Fetal_Intestine_20,Fetal_Intestine_2,Fetal_Intestine_16,Fetal_Intestine_4,Fetal_Intestine_6,Fetal_Intestine_13,Fetal_Intestine_5,Fetal_Intestine_19
2700060E02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6330403K07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acta2,0,0,0.561823830674,0,0,0,0.199307408979089,0,0,0,0,0,0,0,1.09495662235615,0,0,3.45531992453876,0.91911722862599,0,0
Actb,0.757663233843052,0.841367079069822,0.795731739594104,0,1.00223912089998,0.557881927755618,1.4105302278488,1.00037946982861,1.91648807679033,1.92111851201556,1.01068181002175,1.20672973899199,1.24825331967699,1.06923021994685,1.25187161920224,1.36186240263315,1.06013669434802,1.69037002585022,1.3089348331155,1.16450027929806,1.36313532135694
Actg1,0,0.405851678263742,0,0,0,0.174996375580952,0,0.667161175595042,0.78321662879706,0.620189831868869,0.570284213585933,0,0,0,0,0.874427877410123,0,0,0,0,0.936105731404986
Actg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50166943040024,0,0,0
Actn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamdec1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aif1,0,0,0,0,0,0,0,0,0.425481199951012,0.827076997516348,0,0,0,0,0,0,0,0,0,0,0
Akr1a1,0.391331035523693,0.728313630958421,0,0,0,0.734150169462954,0.81428957883925,0.921687633018589,0.947894430174546,1.07571133795613,0.957103021218862,1.00813286267549,0.9235739933678,0.854733061598195,0.885596711650009,0.23310919777247,0.800643707038719,0.901117219936455,0.740604371637927,0.81701519598309,0.31454856718393
Alas2,1.13520181827568,0,0,1.15371028642421,0.598534124207719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldh1a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldh1a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldoa,0,0.769925436659334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anapc11,0,0,0,0,0,0.301855684170007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anapc13,0,0,0,0,0,0.658732925427119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anp32b,0,0,0,0,0.860965049562848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anxa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786887385616427,0
Anxa5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anxa6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apoe,0,0,0,0,0,0,0,0,2.14085000144961,3.48322684644511,0,0,0,0,0,0,0,0,0,0,0
Aprt,0,0.599531909333945,0,0,0,0.174996375580952,0,0,0.675140878787708,0,1.01615991737841,0,0,0,0,0,0,0,0,0,0
Arf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgdib,0,0,0,0,0,0,0,0,0.881499250303653,0,0,0,0,0,0,0.74063720426701,0,0,0,0,0
Arl6ip1,0,0,0,0,0,0,0.972688750724675,0,0,0,0,0,0,0,0,0,0,0,1.04917682286938,0,0
Arpc1b,0,0.565990400909368,0,0,0,0,0,0,1.5241048293735,1.22700807597472,0,0,0,0,0,0.984519826988744,0,0,0,0,0
Arpc2,0,0.544302437823357,0,0,0,0,0,0.230127673432179,1.19873928432287,1.06527513996824,0,0,0,0,0,0.895128046718503,0,0.590292017745207,0.47119967794073,0,0
Arpc3,0,0,0,0,0,0,0,0,0.758943059796953,0.865530996798398,0,0,0,0.692453455176494,0,0.584655376274477,0,0,0,0,0
Atox1,0,0,0,0,0,0.603399114861327,0,0.75410488356522,0,0,0,0,0,0,0,0,0,0,0,0,0.744258334993236
Atp5a1,0.55673337778116,0.962298201733194,0.651663659172858,0,0.819776091574565,1.06657464595452,0.976813937702697,0.916597565805605,0.878603381989597,0,0.936596367918192,0.893401411692832,1.00150980932637,0.944771058443397,0.95065365292933,0.820512719431876,0.938878388265349,0.993627171953327,0.727433644912396,0.83844904289338,0.937795990199592
Atp5b,0.685047114369811,1.21422823445167,0.689599414315923,0,1.04289417826215,1.21082339387808,0.994747686383231,1.06454310866892,0.955382824531061,0.795254041114637,0.948268209982897,1.2452587512173,1.04008665685307,0.920011478209932,1.0466812825277,1.03522111358254,1.16710301507073,1.03845151900394,0.980047848966199,0.930676024064781,1.11122683846311
Atp5c1,0,0.961080390720363,0,0,0.602843657351388,0.833691237733644,0.834796286138926,0.834372611356886,0.700293369941163,0.551996323217999,0.644991437269041,0.579812400199718,0.720449205574447,0.707123608534952,0.731375949651766,0.606294831092208,0.869185426520047,0.81750758889802,0.654593968434364,0.757751637498218,0
Atp5f1,0,0.817365193852252,0,0,0.776774897327036,0.808868281601838,0.747478152725485,0.553829346323202,0.712847512612749,0.741825918755806,0,0.841628347614727,0.699568915698077,1.03275252856215,0.275106561036372,0.791516175898642,0.632173379504943,0.709852461557564,0.58195891325455,0,0.877475041183759
Atp5g1,0.59572207524802,1.17724096028229,0.512736544638141,0,1.12381306486647,1.19434350238602,0.969317126365408,0.948268209982897,0.966496639452814,0.890899774362553,0.929695496133624,0.929557317731378,1.00113149779615,1.1022345682329,0.940194642451889,0.752657066836369,0.984411783000924,0.937876705092618,0.654593968434364,0.998868001745538,1.00140018240475
Atp5j,0.814039066483607,1.27405084201269,0.740670268096089,0,1.05689791174799,1.222728726525,1.02397353416127,1.14663480282331,0.985140402556928,0.88617380394567,1.18730395911988,1.11258858474365,1.06613673361653,0.963373387599784,1.09200378692444,1.08175655431874,1.12016866597357,1.08189850640483,1.15933568020478,0.963693648133078,1.11122683846311
Atp5k,0.597817415259478,0.99738241636845,0.65310634991476,0,0.939574781753072,0.989768395007068,0.887058499148483,0.904934758201836,0.834276752906348,0.701019355628037,0.802616018525391,1.05085855442981,0.96861040496536,0.944077633561525,0.981134642677976,0.730814318003362,0.953328910857367,0.983679787503289,0.96861040496536,0.928625082422507,0.885154499577489
Atp5o,0.646172358068406,0.947912365341621,0.612227644926201,0,0.766229605608372,1.13724553676245,0.933938300238001,0.835019146678078,0.799985452473342,0.69525407588184,0.89818138394881,0.968764775793669,0.972866843307138,0.711061983393782,0.923907925208085,0.861361863184663,1.03116185574029,1.06184326724694,1.05504834347869,0.973224519464066,0.937795990199592
Atxn7l3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2m,0,0,0,0,0,0,0,0,1.55058542824842,1.80037652539751,0,0,0,0,0,1.141733768971,0,0,0,0,0
Banf1,0,0,0,0,0.241768095181814,0.644506889539654,0.546611762389803,0,0,0,0,0,0,0,0,0,0.216030281329734,0,0,0,0
Bex1,0,0.57777124147627,0,0,0,0.796511373891456,0,1.39986220244177,0,0,0,0,0,0,0,0,0,0,0,0,0
Bex2,0,0,0,0,0,0.80937223338089,0,0,0,0,0,1.02740868115915,0,1.15817887433352,0,0,0,0,0,0,0
Bex3,0.379838886886087,0.558676168078391,0,0,0,0.904783106570594,0.941525416801581,0.987708628783785,0,0,0.979327013110737,0.880338938022079,0.929370222762125,1.10551595762121,0.981134642677976,0,0.216030281329734,0.823524772328835,0.951963867504716,0.941857866352389,0
Bex4,0,0.632766984634666,0,0,0,0.725924439257614,0,0.952990057362966,0,0,0,0,0,0,0,0,0,0,0,0,0
Birc5,0,0,0,0,0.509525009794384,0,0.980416592008192,0,0,0,0,0,0,0,0,0,0,0,0.951963867504716,0,0
Blvrb,0,0,0,0,1.58328909826445,0,0,0,0,0.475461094526805,0,0,0,0,0,0,0,0,0,0,0
Bmp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bnip3l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bpgm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btf3,0,0.626773824964704,0,0,0,0.73276390938643,0,0.670472913322512,0,0,0,0,0,0.741923907733238,0,0.576996311543448,0.741221545561456,0,0,0,0
Bub3,0,0,0,0,0,0,0.593411880464193,0,0,0,0,0.708830919707503,0,0,0,0,0,0,0.609888055082072,0,0
C1qa,0,0,0,0,0,0,0,0,0,1.52423675616903,0,0,0,0,0,0,0,0,0,0,0
C1qb,0,0,0,0,0,0,0,0,0.928075678207531,2.05488606955171,0,0,0,0,0,0,0,0,0,0,0
C1qc,0,0,0,0,0,0,0,0,0,1.78713002870616,0,0,0,0,0,0,0,0,0,0,0
Cald1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918484174481636,0,0,0
Calm1,1.05631546589758,2.08929024594786,1.18715818470315,0,1.21109388809432,1.72951869655836,1.61736459551851,1.99830163248277,2.20506259515729,1.99548203768616,1.78757271657119,2.18084942908577,1.63385222179742,2.43180238550966,1.34946452485972,1.96672853359245,1.40427819296904,1.55250568674338,1.20875599281083,1.2794089786393,2.44938555219674
Calm2,0,0.908794607855671,0.634868925514932,0,0,0.473040214017626,1.18835564689632,0.922951043333349,0,0.996240349355931,0.90972207836338,1.25520633440053,0.694540204853753,1.0807989170478,0.824325545507342,0.816447957045717,0.941359374294653,0.598080384425589,1.16657972194135,0.779174829691836,0
Calr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711061983393782,0,0,0,0,0,0,0
Capzb,0,0,0,0,0,0,0,0,0.900509501401668,0.748826570163597,0,0,0,0,0,0.606294831092208,0,0,0,0,0
Car2,0,0,0,0,2.03598639990161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cbx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl3,0,0,0,0,0,0,0,0,0,0.444117685648781,0,0,0,0,0,0,0,0,0,0,0
Ccnb1,0,0,0,0,0,0,0.648207019782115,0,0,0,0,0,0,0,0,0,0,0,0.849608283594457,0,0
Ccnb2,0,0,0,0,0,0,0.539332410940387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccnd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccnd3,0,0,0,0,0.689557101652615,0,0,0,0,0,0.680712649642205,0,0,0,0,0,0,0,0,0,0
Cct6a,0,0,0,0,0,0.681120469925106,0,0.517930509545719,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd24a,0,0,0,0,1.33999023901388,0.519916699827024,0,0.579202146019326,0,0,0,0.899600456566487,0,0,0,0,0,0,0,0,0
Cd52,0,0,0,0,0,0,0,0,1.41088288789542,0.634983040087578,0,0,0,0,0,1.06438555462853,0,0,0,0,0
Cd63,0.864971713146489,0.849082589544028,0.729220284415219,0,0,1.00463355096479,1.1867322585616,0.869192224963874,0,0.827076997516348,1.13375544686176,0,1.29318183420198,1.14151505199589,1.05462825744098,0,0,0.902335200899014,0.935899398253259,1.33162291021623,0
Cd74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdc42,0,0.626485025616523,0.50472003036447,0,0,0.522187974239539,0.919751637714447,0.756258968920237,1.01416315357829,1.01299911469267,0,0.644068323774095,0.907241313182135,0.711061983393782,0,0.649846063998776,0,0,0.592090849991002,0.910337464723639,0.901306142775315
Cdk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdk4,0.759798737194855,1.18730395911988,0.831187230681191,0,0.782080519475497,1.32324184888235,1.19763713603125,1.27562489231234,0,0.465583376877593,1.17289023955434,1.29970181396646,1.22239052892789,1.18428620356722,1.21100602624607,0.747795711392106,1.44220999127194,1.07615082290776,1.14412718727779,1.09724256799628,1.15352278358445
Cdkn1c,0.679886513645015,0,0.619101429254138,0,0,0,0,0,0,0,1.17129938270508,0.804215827470558,0,0,1.23283226541415,0,0.685742844600455,1.04172717437283,1.71680485251599,1.79242613882999,0
Cenpa,0,0,0,0,0,0,0.929047287548187,0,0,0,0,0,0,0,0,0,0,0,1.04917682286938,0,0
Cfl1,1.44370953636312,1.7853803722268,1.59339325783612,0,1.7132594009996,1.73886720143346,2.08491571040748,1.90923362783806,2.68324777670407,2.58150719076861,1.80372307835416,2.34763735555659,2.10828045384638,1.93074140566754,2.06854952535438,2.66245271293555,2.32942839761496,2.38339668116192,1.95105065138933,1.80622193670644,2.4510896988287
Chchd2,0.998491614622756,1.61422017658733,0.985900104211777,0,1.20794484810495,1.58925421592603,1.28802162049532,1.4864252239682,1.11969045994325,1.07835389430974,1.28609630205911,1.62138476628728,1.281629675204,1.50794214846599,1.28417778523505,1.17186508452342,1.50437855618834,1.28802025466213,1.31562022457939,1.24826437862233,1.11683911626999
Ckb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886175410670823,0.890625835294875,0,0,0,0
Cks1b,0,0,0,0,0,0.562276034718999,0.831435019862,0,0,0,0,0,0,0,0,0,0,0,0.819003405587737,0,0.330973042520417
Cldn7,0,0.860524093297426,0,0,0,0,0,0.930615211749548,0,0,0,0,0,0,0,0,0,0,0,0,0
Clic1,0.532169883290257,1.00037709909734,0.669759645226452,0,0,0,0.832723124678505,0.987708628783785,1.20539747483103,1.19324987319684,0.7766790727297,0,0,0,0,1.24799349405228,0,0,0.9595193219055,0.28584588647947,0.88425743828249
Clps,0,0,0,0,0,1.84124728518096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clta,0,0,0,0,0,0,0,0,0.834276752906348,1.25187037843027,0,0,0,0.751329752962183,0,0,0,0,0,0,0
Cnbp,0.512767685370207,0.900107691127422,0.61388360508591,0,0.755961196415379,0.993320837333012,0.782393850208544,0.909583014813465,0.579974551791482,0.485425880966275,0,0,0.754271848880186,0,0.830403880480957,0.996429863767148,1.03076524187272,0.684354427947538,0.795254041114637,0.738577795169358,0.877475041183759
Cnn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20987990282049,0,0,0
Cnn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15523860462042,0.615971144752036,0,0
Cnn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnpy2,0,0,0,0,0,0.620253060845408,0,0,0,0,0.826579204733587,0,0,0,0,0,0,0,0,0,0
Col1a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col1a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957497895979105,0
Col3a1,0.543195399042567,0,0,0,0,0,0.733560298549836,0,0,0,0,0,0.893880005578486,0,0,0,0,0,0,1.09132043129101,0
Col6a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coro1a,0,0,0,0,0,0,0,0,1.3196666027525,0.845321303796956,0,0,0,0,0,1.03186936079088,0,0,0,0,0
Cotl1,0,0.450070445153042,0,0,0,0,0,0,1.26929790846754,1.02795237393812,0,0,0,0.48430520248268,0,0.961075443091253,0,0,0,0,0
Cox4i1,0.878026560032475,1.35136072715359,0.907241313182135,0,1.1500054323882,1.26646137824709,1.19106894905609,1.31967995057273,1.37185780920976,1.22354146127625,1.28354008394507,1.39430360161384,1.22816824439702,1.44163035076896,1.24705255910611,1.18998652804418,1.25378983582513,1.3340410118553,1.17603493958088,1.2012324449432,1.22626783493146
Cox5a,0,1.03722884611381,0,0,0,1.02775752677477,0.764780203734152,0.970735934925377,0.954012192499508,1.02795237393812,0,0.904785252591716,0.688181964731192,0.666855838966552,0.630762707719017,1.14556587895792,1.10932255047987,0.887350442247417,0,0,0.856453850324266
Cox5b,0,0.688380978101237,0,0,0.834542578811136,0.717008067084072,0,0,0.687482807684756,0,0,0,0,0.335397106912691,0,0.709670909685902,0,0,0,0,0.908088539874046
Cox6b1,0.864971713146489,1.34100485908748,0.860527386071083,0,1.28322308761753,1.35080547570512,1.0235768710942,1.20521514116253,1.2549016455754,1.14713521221004,1.08368689322943,1.28226602892954,1.09632435426914,1.23534921260826,1.1845763907979,1.19112041931803,1.25126629988966,1.20428235018593,1.11825905038781,1.16815651008672,1.08230324211495
Cox7a2,0.650199530069994,1.02278673449557,0.544854028253072,0,1.13553226712346,1.09499174647104,1.01611191254265,0.798866663610504,0.88617380394567,0.828609035114556,0.767053461809798,1.09590114806522,0.896279045198204,0.711061983393782,0.980772563432147,0.925514357122307,1.05673925482695,0.998491614622756,0.980047848966199,0.580347695790576,0.991557132759152
Cox7a2l,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696391830035323,0,0,0,0,0,0,0
Cox7c,0.746753572930682,1.65351217415334,0.694821666345886,0,1.16029117341573,1.36382203291046,1.00570918580395,1.37468594500044,0.917536281354105,0.909715090764027,1.03664037853303,1.18003020824777,1.05168481532986,1.0807989170478,1.02516480818073,0.26775691461257,1.13201734487042,1.12836038357099,1.08189850640483,0.952647654238496,0.879055473674959
Cox8a,0.581213167038021,1.07374057719727,0.234307679323524,0,0.945675508894387,0.881655452692498,0.952993098422707,0.913140373264923,1.07046664704618,0.856670868624549,0.950330298850246,0.9928867797502,0.804774962034993,0.707123608534952,0.917539086596283,0.93230621728999,1.03050075276229,1.00226732503446,0.654593968434364,0.865540313549919,0.831615947660387
Cpa1,0,0,0,0,0,2.1855358402438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cpa2,0,0,0,0,0,2.3795387610499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cpe,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30449613402478,0,0,0,0,0,0,0
Creg1,0,0,0,0,0.26775691461257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crip1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csf1r,0,0,0,0,0,0,0,0,0,1.00378593725332,0,0,0,0,0,0,0,0,0,0,0
Cst3,0,0,0,0,0,0.399304835135046,0,0,1.5401161959113,1.31629277889828,0,0,0,0,0,0,0,0,0,0,0
Ctsb,0,0,0,0,0.540223311458597,0,0,0,1.07133704597501,2.12637473254356,0,0,0,0,0,0,0,0,0,0,0
Ctsc,0,0,0,0,0,0,0,0,1.21383106378826,1.04751175169977,0,0,0,0,0,0,0,0,0,0,0
Ctsd,0,0,0,0,0,0,0,0,0,0.935242211817855,0,0,0,0,0,0,0,0,0,0,0
Ctsl,0,0,0,0,0,0,0,0,0,0.665522048161965,0,0,0,0,0,0,0,0,0,0,0
Ctss,0,0,0,0,0,0,0,0,1.56218565362788,1.46159373269607,0,0,0,0,0,0,0,0,0,0,0
Cxcl12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791278970878837,0
Cxcl13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyba,0,0,0,0,0,0,0,0,1.24346494332849,1.14213103820851,0,0,0,0,0,0,0,0,0,0,0
Dad1,0,0,0,0,0,0.340130088998645,0.502757422454619,0,0,0,0.569228657767753,0,0,0,0,0.451762096345759,0,0,0,0.80843898575339,0
Dbi,0,1.20428343989244,0,0,0,0.865456909828252,0.84240049002521,1.05589344507053,0.99924438886832,0.649576646022117,0,0,0,0,0,0.848920974096286,1.08103752752993,0,0,0,0
Dcn,0,0,0,0,0,0,0,0,0,0,1.04364494036745,0,0,0,0,0,0,0,0,1.05635524989257,0
Ddah2,0,0,0,0,0,0,0,0.539633518066694,0,0,0,0.74904449764921,0,0,0,0,0,0,0,0,0
Ddx5,0.528458067046083,0.549220874885571,0.693117121177778,0,0.646183708262932,0.673211183516682,0.983315476378027,0.707103775761508,0.770223038257147,0.817010229047289,0.909106235377529,1.16817423465244,0.904781389761963,0.972527024193021,0.801189671215414,0.851502974950194,0.908791125414457,0.836879416718496,0.979324799776887,0.704163693523646,0
Dlk1,0.608250133903175,0,0.678863880912602,0,0,1.5982093317351,0.843991506113386,0,0,0,1.26163711680304,0,0.904781389761963,0.906159329225414,1.06312768932555,0,0,0,1.55829783931679,2.26487104591206,0
Dynll1,0.746753572930682,1.02397353416127,0.852212179231028,0,0.853768050328614,1.02387861833899,1.35803901938552,1.16427309490455,0.715489416370439,0,1.14713892106728,1.1526954971959,1.11778276707935,0.885103476357975,1.17233901584016,0.594584239490572,1.13103823035017,1.24825331967699,1.2603974163547,1.07483648752799,1.08423448589207
Dynlrb1,0,0,0,0,0,0.445904041115865,0.735559029379984,0.565006317762817,0,0,0,0.903251026459196,0,0,0,0,0,0,0,0,0.927724477930394
Eef1a1,0.732167280686707,1.18136213359726,0.705240131252645,0,0.26775691461257,1.17870257931987,1.10649146564937,1.14116851524286,1.07659068363122,0.85886835064331,1.21723986160588,1.22933190750533,1.13225912777869,1.09976701122637,1.21100602624607,1.11676079727751,1.25127373249128,1.16242863271978,1.11021971431578,1.15041982314834,0.88425743828249
Eef1b2,0.622749327181058,1.20512183395409,0.666413188588387,0,0.684775354477474,1.11449628239948,0.988103094331648,1.09497094015994,0.802372876667447,0.444117685648781,1.12894313502734,0.880338938022079,1.04917682286938,0,1.05210560221093,1.05303345413407,1.07791724783562,1.105082068443,0.963693122754586,0.83513572603359,1.09188664316905
Eef1g,0.551996323217999,1.06355631087239,0.684360842736461,0,0.853768050328614,1.17870257931987,1.00875602761973,1.08771256540368,0.828609035114556,0,0.909106235377529,0.880338938022079,1.05589273875276,0.871536249264969,1.06312768932555,1.02013206629677,1.06527804799574,1.0216005740185,0.891494179451661,1.07220892611991,1.00140018240475
Eif2s2,0.494743816379638,0.830433293767222,0,0,0.850850401639348,0.819262727279557,0.774229171541336,0.730187525188819,0.435220053972961,0.542115207944992,0,0.793612210255707,0.744692274461667,0,0,0.830996732803428,1.03479347444801,0,0.669468217141287,0.688373356723062,0.879055473674959
Eif3k,0,0.675687251344425,0.572413302846652,0,0.726870036522611,0.703206744917649,0.728632849595656,0.653970078423567,0.719681597828522,0,0.776457164081766,0,0.726650775127703,0.696391830035323,0.788730071922419,0.646904456742446,0.760017971779108,0.837401953808305,0,0.808427576182142,0
Eif4a1,0,0.713982399179946,0,0,0,0.82555205136637,0.656875314758042,0.769046229677615,0.440685214953862,0.634983040087578,0,0.693089939055008,0.720065192899961,0.331458732053861,0,0.2762219765052,0.872606940249937,0,0,0,0.645521609704347
Eif5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692453455176494,0,0,0,0,0,0,0
Eif5a,0.690640466953303,1.26254858342736,0.757241516556076,0,1.36444419054181,1.28473039740552,1.04172987803747,0.99253990526718,1.10741116775765,0.937876705092618,0.890903451290501,0.901123998831031,1.09086768575721,1.08326647405434,0.949586768870816,1.34852622928934,1.28802025466213,0.930668508370098,0.918484174481636,0.765844207470516,1.00140018240475
Emp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eno1,0,0.841611980910512,0,0,0,0.620285569419213,0,0.649734110994486,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam104a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam195b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam210b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fau,0.429485195165215,0.905089093391403,0.607318024015136,0,0.713640102276438,1.07116968443867,0.889966549562993,0.989549979144098,1.15117189942933,0.988811727908581,0.832829961889508,0.872237968189688,0.864413173297224,0.953231270154762,0.916590855355837,1.05215635807998,0.947902401264399,0.8689024044843,0.76758961093919,0.771993111929767,1.00908540889676
Fcer1g,0,0,0,0,0,0,0,0,1.57496929776565,1.90578223046816,0,0,0,0,0,1.05636603986667,0,0,0,0,0
Fcgr3,0,0,0,0,0,0,0,0,0.603925670582058,0.91407790298522,0,0,0,0,0,0,0,0,0,0,0
Fech,0,0,0,0,0.711165503033237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fis1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fkbp1a,0,0.562977768362332,0,0,0,0.381389073143346,0.820768951067701,0.544614116748938,0,0,0,0.881502805070348,0.709852461557564,0.666855838966552,0,0,0.757453355479404,0.918484174481636,0,0,1.21855730780004
Fkbp3,0,0.935244120482397,0,0,0,0.84656265121033,0.707808261344043,0.798383584779524,0,0,0,0,0.646172358068406,0,0.720078556461551,0.23310919777247,1.0724282891118,0,0,0,0.927724477930394
Fkbp4,0,0.791948119023393,0,0,0,0.693092871512238,0,0.59957410468225,0,0,0,0,0,0,0,0,0,0,0,0,0
Fos,0,0,0,0,0,0,0,0,0.974294295442786,1.16450027929806,0,0,0,0,0,0,0,0,0,0,0
Fstl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545805715122046,0.794574933062312,0
Fus,0,0,0,0,0,0.44379913026172,0,0,0,0,0,0,0,0,0,0,0,0,0.689233421336899,0,0
Gal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gapdh,0.845854741421148,1.58336970440194,0.924856035206754,0,0.858314008033355,1.5017768450305,1.14866433258187,1.40764679015878,1.47832162089066,1.20875599281083,1.29644738542165,1.09960668927614,1.17076218085636,0.331458732053861,1.18377167833918,1.18644150489312,1.4260395872919,1.1254547819612,1.04917682286938,1.05084812366815,1.04255013679736
Gas5,0.759798737194855,1.01982887125313,0.633538587193836,0,0.533634343245171,1.16745832278756,0.963518495625798,0.949296949834902,0.834276752906348,0.444117685648781,1.00722416547939,0.960225333442034,1.05758577090114,0,1.09586764784951,0.92711289878689,1.0364166157609,0.993255023410531,1.01963236651122,1.09177396468926,1.03960343020182
Glrx3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669965215384617,0,0,0,0
Glrx5,0,0,0,0,1.24035896736968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gnas,1.00913898754107,1.02239071061713,0.951175858348009,0,0.11719909911021,0.673211183516682,1.23528327809664,1.08771256540368,0,0.665522048161965,1.54453404500641,1.2285041435186,1.26408977977218,2.28159515278438,1.62423452275292,0.820512719431876,1.1720832215786,1.47607873412277,1.74867092750131,2.02934946116928,2.59725393757025
Gng5,0.541684347546836,0.627788900209406,0,0,0,0.963781921027793,0,0.833759539257903,0.499813848981731,0,0,0,0,0.767030014363504,0,0,0,0,0,0,0.88425743828249
Gpc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpx1,1.34804624636219,0.979324799776887,0.6693411585587,1.25126629988966,2.73366258923072,0.728628733150313,0,0.848568148987865,1.92111851201556,1.28673671210434,0.526506164406842,0,0,0,0,1.2925345717749,0,0,0,0,0
Gpx3,0,0,0,0,0,0,0.99423041619784,0,0,0,0,0,1.17076218085636,0.736659599603724,0,0,0,0,0,0,0
Gpx8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grn,0,0,0,0,0,0,0,0,0,1.01377483135889,0,0,0,0,0,0,0,0,0,0,0
Gsto1,0,0.780604758385611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
