,unassigned,Muscle_9,Muscle_7,Muscle_2,Muscle_12,Muscle_3,Muscle_5,Muscle_1,Muscle_13,Muscle_4,Muscle_6,Muscle_8,Muscle_11,Muscle_15,Muscle_10,Muscle_14,Muscle_16,Muscle_17
AA467197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abca8a,0,0,0,0,0,0,0,0,0,0,0,0,1.09380297566877,0,0,0,0,0
Acod1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acta1,0,0.335727734040212,0,0,0,0,0,0,0,0,0,5.38138279988297,0.914995162762933,5.61897046928188,0,1.214649297801,1.38752127305865,0
Acta2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519525158897386,0,0,0,0
Actn3,0,0,0,0,0,0,0,0,0,0,0,0.535596439239571,0,0,0,0,0,0
Adam8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamts1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adgrf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27973273116865,0,0,0
Adh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alad,0,0.498864192806127,0,0,0,0,0,1.08724159508076,0,0,0,0,0,0,0,0,0,0
Alas2,1.93128128119015,0,0,0,0,0,0,1.69009147515671,0,0,0,0,0,0,0,0,0,0
Alox15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42631010310446
Alox5ap,0,0,0.695574743444212,1.16242338828725,0.582608162317762,1.21820249109527,0,0,0,1.16618779752564,0,0,0,0,0,1.10432119591733,0,0
Ankrd2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95471999779775,0,0,0,0
Anxa1,0,0,0.436834260467926,2.27264181278759,0,0,0,0,0,1.88430440701202,0,0,0,0,0,0,0,0
Anxa2,0,0,0,0,0.882099701622205,1.33005205551874,0,0,0,1.42551917880993,0,0,1.31646504828175,0,0,0,0,0.730618558589432
Anxa5,0,0,0,0,0.959238121985443,0.637165210264176,0,0,0,0,0,0,1.60328138514193,0,0,0,0,0
Apobec2,0,0,0,0,0,0,0,0,0,0,0,1.10527642796588,0,2.19716639208356,0,0,0,0
Apod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apoe,0,0,0,0,3.86035160743602,0,0,0,0,0,1.08887420167657,0,0,0,0,0,0,0
Apol11b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aqp1,0,0.91423663322489,0,0,0,0,0,1.30557087822842,0,0,0,0,0,0,2.79779814207235,0,0,0
Arhgdib,0,0,1.76019892067164,1.92326646229217,0,1.20272787593202,0.748952511155665,0,0.797673769326072,1.51530294928363,0,0,0,0,0,1.39563349840433,0,1.49738744917635
Arpc1b,0,0,1.36074858960217,1.19725540148416,1.45288148930509,1.75155432813296,0,0,0,1.53714772618022,0,0,1.26496988513644,0,0,1.21100044514088,1.48456460335994,0
Arpc2,0,0.354860645632748,1.19105083240525,1.19426870659181,1.28608961745193,1.50431467508024,0,0,0,1.27973273116865,0,0,0,0,0,1.28895424918078,1.27973273116865,0
Aspn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asprv1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atcayos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atf3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp2a1,0,0,0,0,0,0,0,0,0,0,0,2.07079152308587,0,0,0,0,0,0
Atp5g1,0,1.56170949534323,0.662538090636272,0,0,0,0,0,0,0,0,2.62847007133055,0,2.13194377149958,0,0,0,0
Atpif1,0,2.10594786420802,1.10352179674161,0,0.855747568945201,0,0,2.2228644516217,0,0,0,0,0,0,0,0.533237196147664,0,0
Axl,0,0,0,0,0,0,0,0,0,0,0,0,0.906535954507533,0,0,0,0,0
B2m,0,1.47105344036638,1.71576332284285,1.26050003801645,2.50622901382515,2.22513203548962,2.182777564215,0,2.22404026579971,1.42551917880993,0,0,1.37533469587868,0,2.77934706011086,2.60383789035315,3.05627001463184,1.49738744917635
Bglap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bglap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bgn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blvrb,0,1.6304570717064,0,0,0.582608162317762,0,0,2.09744959720449,0,0,0,0,0,0,0,0,0,0
Bpgm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btg2,0,0,0,0,0,0,0,0,0,0,2.24638288187575,0,0,0,0,0,0,0
C1qa,0,0,0,0,2.53902526366364,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qb,0,0,0,0,3.04999153310182,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qc,0,0,0,0,2.8507113043582,0,0,0,0,0,0,0,0,0,0,0,0,0
C1qtnf9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28434925869689,0,0,0
Calm1,0,1.08092309031176,1.37032456366248,1.60578177532992,1.96195833819803,1.93012972819302,2.2015523123656,0,1.95312300399906,1.35813215865658,0,1.08812920238074,1.73541011638346,0.674851387857819,2.31301040687843,2.33405979849661,1.94706010518315,0
Camp,0,0,0.640123899505499,5.71580376002023,0,0,0,0,0,3.55948722609908,0,0,0,0,0,1.32511173243636,1.50057163263692,0
Car1,0,2.55407543638275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Car2,0,2.73675577397201,0,0,0,0,0,3.094688165626,0,0,0,0,0,0,0,0,0,0
Car3,0,0,0,0,0,0,0,0,0,0,0,2.09691758294716,0,4.4488767367534,0,0,0,0
Cav1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66866493771226,0,0,0
Cbr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22269589768038,0
Ccl6,0,0,0,0,2.51637181724598,0.825402530223685,0,0,0,0.86401227176617,0,0,0,0,0,0,0,0
Ccl8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccl9,0,0,0,0,1.2375729210712,0.780243497885399,0,0,0,0,0,0,0,0,0,0,0,0
Ccr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccr7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd177,0,0,0,1.24947086037468,0,0,0,0,0,1.19725540148416,0,0,0,0,0,0,0,0
Cd200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd24a,0,1.1239501020372,0.498533757677236,0.933598515280244,0,0,2.12822904768982,2.57652033992929,0.340795750335675,1.05257590544074,0,0,0,0,0,0,0,1.55356547131142
Cd300c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd300ld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd34,0,0,0,0,0,0,0,0,0,0,0,0,1.30978454922559,0,0,0,0,0
Cd36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95287149376704,0,0,0
Cd52,0,0,0.447858138585456,1.50708019757873,0,1.58857114342118,0,0,1.26144294872121,1.99878893270764,0,0,0,0,0,1.89476811359712,1.49252144008801,0.672605077972439
Cd63,0,0,1.83446031754857,0.596515477301743,0.659176458134462,0,0,0,0,0,1.88969563560591,0,1.31646504828175,0,0,0,0,2.48949697289458
Cd68,0,0,0,0,1.30797513959848,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd74,0,0,0,0,4.82278254156907,0,0,0,2.39433659947104,0,0,0,0,0,0,5.5600905592217,0,0
Cd79a,0,0,0,0,0,0,1.12701714535018,0,0,0,0,0,0,0,0,0,0,0
Cd79b,0,0,0,0,0,0,0.918348105587153,0,1.22561667552463,0,0,0,0,0,0,0,0,0
Cd83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdh15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdh5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdkn1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdkn1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdkn2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceacam10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cebpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfl1,0,1.89195236793948,2.27056385883964,2.04187715225707,2.07480163593172,2.56396405218823,2.4596807003572,1.29841434659654,1.56664456506541,1.90746271063746,1.14853187549637,0,1.35228446037202,0,1.57753492726833,1.6233527264948,2.2005841291931,1.49738744917635
Cfl2,0,0,0,0,0,0,0,0,0,0,0,0.749861792417175,0,1.73896123954086,0,0,0,0
Cfp,0,0,0,0,1.56234088297287,0.446630184252483,0,0,0,0,0,0,0,0,0,0,0,0
Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chchd10,0,0.415204017810576,0,0,0,0,1.77437541046431,0,0,0,0,2.21033951699286,0,2.31616949924124,0,0,0,0
Chil1,0,0,0,0.820823762328816,0,0,0,0,0,0.99919273477428,0,0,0,0,0,0,0,0
Chil3,0,0,0.651844773680099,3.68514242304545,0,0.789800488421747,0,0,0,1.23650319512642,0,0,0,0,0,0,0,0
Chodl,0,0,0,0,0,0,0,0,0,0,1.38888969726743,0,0,0,0,0,0,0
Chrnb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ckm,0,0,0,0,0,0,0,0,0,0,0,3.718506966477,0,2.0063708961864,0,0,0,0
Cldn5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec3b,0,0,0,0,0,0,0,0,0,0,0,0,1.97652158719432,0,0,0,0,0
Clec4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col1a1,0,0,0,0,0,0,0,0,0,0,0,0,1.47047204940949,0,0,0,0,0
Col1a2,0,0,0,0,0,0,0,0,0,0,0,0,2.50067019249137,0,0,0,0,0
Col3a1,0,0,0,0,0,0,0,0,0,0,0,0,3.08981434215147,0,0,0,0,0
Col4a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col4a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col6a1,0,0,0,0,0,0,0,0,0,0,0,0,1.26496988513644,0,0,0,0,0
Col6a2,0,0,0,0,0,0,0,0,0,0,0,0,1.05181484706362,0,0,0,0,0
Coro1a,0,0,1.16618779752564,1.51695925456803,0,1.74763504454192,0.936443224825361,0,0,1.63191558460971,0,0,0,0,0,1.28500473201847,1.70335464374438,1.86767859071117
Cotl1,0,0,0.522603203756846,1.1680796550436,1.1470099082793,1.24250355675165,0,0,0,1.31038887425538,0,0,0,0,0,1.07972633132076,0,1.40322363656187
Cox6a2,0,0,0,0,0,0,0,0,0,0,0,2.38039902382649,0,2.46623542627878,0,0,0,0
Cox7a1,0,0,0,0,0,0,0,0,0,0,0,2.07938774256026,0,1.7817672314087,0,0,0,0
Cox8b,0,0,0,0,0,0,0,0,0,0,0,2.13942127073001,0,1.82844090631338,0,0,0,0
Cpa3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crip1,0,0,0,0,1.98253761824369,2.35785482679745,1.59538023166247,0,0,0,0,0,2.07704072266848,0,1.30437228157456,2.98483562172549,0,1.28933681710706
Crip2,0,0,0,0,0,0,0,0,0,0,1.57753492726833,0,0,0,1.44016975406854,0,0,0
Crispld2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crlf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryab,0,0,0,0,0,0,0,0,0,0,0,1.98758555123039,0,4.14595424254021,0,0,0,0
Csrp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cst3,0,0,0.842088694461648,0,2.23792372737453,1.97228996601184,0,0,0,0,0,0,1.17956814700771,0,1.53885664380136,2.77541504815076,0,0
Ctsc,0,0,0,0,1.53035331925794,0.592276431334033,0,0,0,0,0,0,0,0,0,0,0,0
Ctse,0,0.587055380584824,0,0,0,0,0,1.5202837411309,0,0,0,0,0,0,0,0,0,0
Ctsg,0,0,2.21808506490049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctsl,0,0,0,0,0,0,0,0,0,0,0,0,1.65364351151539,0,0,0,0,0
Ctss,0,0,0,0,1.65900774612168,1.19097122101172,0,0,0,0,0,0,0,0,0,1.70369367186008,0,0
Cxcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyba,0,0,1.13498518720423,1.77625635011753,1.29157543685708,1.46738673594694,0,0,0.745784659814531,1.44313905319338,0,0,0,0,0,0.533237196147664,0,1.44720410962548
Cybb,0,0,0,1.00331045875614,0,0.148242729045169,0,0,0,0,0,0,0,0,0,0,0,2.24264218442406
Cyp4f18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23132333649007
Cyr61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dag1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dcn,0,0,0,0,0,0,0,0,0,0,0,0,4.47596074240979,0,0,0,0,0
Ddit4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des,0,0,0,0,0,0,0,0,0,0,0,2.10391501433753,0,2.57487247239469,0,0,0,0
Dnajb1,0,0.282869698053452,0,0,0,0,0,0,0,0,1.31038887425538,0,0,0,0,0,0,0
Dpt,0,0,0,0,0,0,0,0,0,0,0,0,1.5829753068649,0,0,0,0,0
Dusp1,0,0,0,0,0,0,0,0,0,0,1.28319180402481,0,0,0,0,0,0,0
Dusp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ear1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0272886103457
Ear2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23057900796811
Ear6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62871273685754
Ebf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
