,Bone-Marrow_17,Bone-Marrow_1,unassigned,Bone-Marrow_10,Bone-Marrow_6,Bone-Marrow_13,Bone-Marrow_5,Bone-Marrow_4,Bone-Marrow_9,Bone-Marrow_8,Bone-Marrow_2,Bone-Marrow_7,Bone-Marrow_3,Bone-Marrow_11,Bone-Marrow_12,Bone-Marrow_16,Bone-Marrow_15,Bone-Marrow_14,Bone-Marrow_c-kit_8,Bone-Marrow_c-kit_10,Bone-Marrow_c-kit_3,Bone-Marrow_c-kit_16,Bone-Marrow_c-kit_6,Bone-Marrow_c-kit_12,Bone-Marrow_c-kit_5,Bone-Marrow_c-kit_9,Bone-Marrow_c-kit_19,Bone-Marrow_c-kit_11,Bone-Marrow_c-kit_1,Bone-Marrow_c-kit_7,Bone-Marrow_c-kit_17,Bone-Marrow_c-kit_2,Bone-Marrow_c-kit_15,Bone-Marrow_c-kit_18,Bone-Marrow_c-kit_14,Bone-Marrow_c-kit_13,Bone-Marrow_c-kit_4
Fcna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50115453967411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49683692556669,0,0,0,0,0,0
Fcrla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fgr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fos,0,0,0,0,0,0,0.810277089711981,0,0,0,0,0,0,0,0.969794565200366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fosb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fosl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foxo1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fpr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fpr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fyb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G0s2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gadd45g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas5,1.06224290315276,0,0,0,0,0,0,0,1.13457053892821,1.20075845024424,0,0,0,0,0,0,0,0,0,1.65093521204044,0.759076369900229,1.36457816588646,0,0.932226481897616,1.1943516525237,1.44747388613046,0,1.31139779919215,0,0.991937974173877,0,0,0,0.699285464635466,0,0,0
Gata2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771124557182433,0,0,0,0,0,0,0,0,0,0,0,0,0
Ggt5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimap3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimap4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimap5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gimap6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glipr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm43291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm44292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gngt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gsn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gstm1,1.39197870801184,0,0,0,0,0,0,1.65013534404841,0,0,0,0,0,0,0,0,0,0,0,0,1.59542144829238,0,0,0,0.803522113668429,0,0,0,0,1.6184278508124,0,0,0,0,0,0,0
Gypa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gzma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gzmb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-Aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37288658956025,0,0,0,0
H2-Ab1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988174734520971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38507701207766,0,0,0,0
H2-DMb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-Eb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95437614252918,0,0,0,0
H2-Ob,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2-Q10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hacd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hba-a1,0,0,0,0,0,0,0,0,3.58945866016343,0,0,0,0,0,0,0,0,0,0,0,0,2.04632544738848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hba-a2,0,0,0,0,0,0,0,0,1.44076528503552,0,0,0,0,0,0,0,0,0,0,0,0,0.681688644027372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-bs,0,0,0,0,0,0,0,0,3.69315176773772,0,0,0,0,0,0,0,0,0,0,0,0,1.26824236173522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hbb-bt,0,0,0,0,0,0,0,0,3.36213500356137,0,0,0,0,0,0,0,0,0,0,0,0,1.47016913673311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hcar2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hes1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hist3h2ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hmox1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07788420145652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22831414882425,0,0,0,0,0,0
Hpgd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90ab1,1.23565557923982,0,0,0,0,0,0,0.896459598901007,0.745640950041361,1.26817188257147,0,0,0,0,0,0,0,0,0,1.43419646826151,1.11166136688865,1.25508246839477,0,0.558411338961051,1.3549223108857,1.3947881258419,0,1.26366747573713,0,1.15774840409486,0.569018635168955,0,0,1.0710981175325,0,0.864312081405326,0
I830127L07Rik,0.375109417426306,1.60438673667755,1.69546884329041,1.11647599621966,1.87143558975878,0,1.47421951151429,0,0,0,2.06954737135224,0,1.52342813506604,0,1.40203181200554,0.718475880730719,0,0,1.76351334173741,0,0,0,1.07657241111246,0,0.285214618176945,0,0,0,1.16412384450021,0,0,0,0,0,1.6025122459423,0,1.35868297408541
Id2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647616996227761,0,0,0,0,0,0
Id3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ier3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37675043846191,0,0,0,0,0,0,1.67535804359538,0,0,0,0,0,0,0,0,0,0,0,0,0
Ier5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifi204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifi207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifi27l2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09151082309762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifi30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifit1bl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifit3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42518178110378,0,0,0,0,0,0,1.25682401473316,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifitm3,0.566912793823688,1.16262171054222,1.65495005678941,0.939881316646579,1.59839760603879,1.25084217244332,2.11902077968142,0,0.723775836241344,1.22713000752213,1.84483261454641,0,1.76661110445625,1.38652494732511,3.29052460956737,1.4718000551242,0.333726647038229,1.35139074674662,1.01008804025606,0,0,0,0,0,0.566777463301467,0.807359549984999,1.59097999194646,1.10485837958425,0,0,0,0,1.20378671883703,0,1.34623316679624,0,0
Ifitm6,0.66765369303887,1.96624759398487,2.47405550280607,1.43419646826151,2.8734909116526,1.7722201963069,1.26817188257147,0.640116893929189,0,0.787491604923649,3.10466504980185,1.19915222312041,2.56609732568808,1.79892152212496,2.07490741634882,1.90801720508255,1.46953052396383,1.70918248058381,1.91033634634749,0,0,0,0.885431152351195,0,0,0,0,0,1.16412384450021,0,0,0,0,0,2.55610304397207,0,1.40259278607292
Igha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighg2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighm,0,0,0,0,0,0,0.40240639197115,0,0,0,0,2.51856837735067,0,2.29837969084634,0,0,0,1.57252274856404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77199138188677,0
Igkc,0.744984941044389,0.957597875983741,0,0.820722574282529,1.31959130086656,1.42838677605026,1.07978339204364,0.630567053699536,0.855661709740158,0.799408679112705,1.4521031690367,1.80966267209262,1.59839760603879,3.37114049785946,1.54940400361122,1.4780203479437,1.30164858595026,1.71787982509928,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60363578154689,0,0,0,0,0
Iglc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iglc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iglc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igll1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38226327636492,0
Iglv1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1rn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il2rb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il7r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irf7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irf8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78545747664793,0,0,0,0,0,0,0.569494186491617,0,0,0,0,0,0,0,0,0,0,0,0
Isg15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isg20,0,0,0,0,0,0,0,0,0.773988544765714,0,0,0,0,0,0,0,0,0,0,0,0,0.682126095416548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itga2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itgad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itgb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447993708766282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itgb2l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Itgb7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jchain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kdm7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf1,0,0,0,0,0,0,0,0,0.733553374640795,0,0,0,0,0,0,0,0,0,0,0.450893637058333,0,0.611494372209116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klra17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klra2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klra4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klra7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klra8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klrb1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klrd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1cam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lat2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lcn2,1.49603786127344,4.81130301948701,4.72891175703496,3.89575948071588,5.07535200587125,3.49798434167813,2.32165418597978,2.10960342723794,1.88696642432512,2.26912717266918,5.05130315744548,2.62263502890315,4.38885933097721,3.85358158794149,3.11857739877477,4.20135575394418,2.86553543747321,3.17401900307744,4.76698052693335,1.12483230532577,0.930330085627371,1.24146797901858,4.29750876712659,1.33104986361561,1.31835733521812,1.54075376813988,1.76475098349585,1.6836685313775,4.08476700520317,1.10189263837019,1.6482801965823,3.95184577603352,1.66712372052481,1.82397589432506,4.77509705654092,2.099920272959,4.57124843963009
Lgals1,0.437568609189678,0,0,0,0,0,1.71438906802077,0,0,0,0,0,0,0,0,0,1.24359626007318,1.73378668479939,0,0,0,0,0,1.48239790169934,1.76847563064144,0,1.26008836535695,0,0,0.675933204478494,0.830201860384082,0,0,1.01406983432353,0,0,0
Lgals3,0,0,0,0,0.859167533321034,0,1.74276699662406,0,0,0,1.49386859740205,0,1.44129766927812,0,1.97579726483657,0.963848043045194,0,0,0.57602372526286,0,0,0,0,0,0,0,1.27180007826425,0,0,0,0,0,0.766298580585744,0,0.994916460143285,0,0
Lgmn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilr4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilra6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilrb4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953283828361549,0,0,0,0,0,0
Lrg1,0,0,0,0,0,0,0,0,0,0,1.33832218759796,0,1.23905772691768,0,0,0,0,0,0.891013609871669,0,0,0,0.59755907476367,0,0,0,0,0,0,0,0,0,0,0,0.830356062554568,0,0
Lsp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04013584352628,0,0,0.729514621765533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ltb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ltf,0.887481114077257,3.77758247229299,3.47764947710876,2.48484512586611,4.19313837505619,2.26829985397652,1.2407817966499,1.03909435557357,1.01686099081772,1.26817188257147,4.09135315622111,1.55640488262721,2.50086357610672,2.43761097219447,1.7391624138667,2.87725138834315,1.55645186236579,1.79892152212496,3.78906813374436,0,0,0.344382020268829,2.93069316951437,0,0.280403627606675,0,0,0,2.34881137091769,0,0,2.96736356952909,0,0.642019839107884,3.70636691231542,0.719619894406945,3.55568739823382
Ly6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6d,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17401897107784,0,0,0,1.52746621001174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ly6e,1.60415227974431,0,0,0,0,1.59618300002866,2.46771848093104,1.09914419258722,0.935578739749664,1.77786494639596,0,1.67909171024096,0,1.69546884329041,2.39820455393652,1.38346597137093,2.52273579557914,2.50086357610672,0,0.986037598380681,1.10756907116558,0.829399394274445,0,2.41658450575158,2.12289114111432,1.48831798849226,2.23967676818356,1.00285614682078,0.893180094540618,1.23905772691768,1.71178185160332,1.40992630987194,1.89047495639115,1.61684229402049,0,1.87410426735541,0
Ly6g,0,0,0,0,0,0,0,0,0,0,1.28235550443589,0,0,0,0,0,0,0,0.501165517475661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976805258109396,0,0
Ly6g5b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyz2,2.00647202255944,5.01956978182453,5.10749863902758,4.66942012979989,5.56371903793004,4.31013130638441,5.06389497419832,2.81489772204249,2.52430185394174,2.98325635804534,5.37840087417447,3.40594110967762,4.98217220727699,4.37588926384451,6.22203351948524,4.88905137816475,3.67656837766564,4.14686972117166,4.66054732012472,1.19474996052933,1.4236852947364,1.2756389425905,4.57936645003532,1.47297224135931,1.94884935491758,1.72270672567926,4.24668369192922,1.71613246690027,3.92488519302132,1.28127600737023,3.08516716991129,4.24578485957095,3.36743855009447,1.89259505856405,4.97606618796829,1.9138261825949,4.69448440012038
Maf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mafb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mapk13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcemp1,0,0,0,0,0,0,0,0,0,0,0.938676900993736,0,1.07401797125867,0,0,0,0,0,0.693569033400112,0,0,0,0.527666365503019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcpt8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61322102505637,0,0,0,0,0,0,3.7045384766224,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mif,1.15724813656912,0,0,0,0,0,0,0,0,1.2288190475122,0,0,0,0,0,0,0,0,0,1.28840431500761,0.872819698948633,0.837114525778151,0,0,1.33301948291511,1.24294421589186,0,1.14777241598548,0,1.24407159382058,0,0,0,0.203815792036303,0,0.822833743698971,0
Mirt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
