,Bone-Marrow_17,Bone-Marrow_1,unassigned,Bone-Marrow_10,Bone-Marrow_6,Bone-Marrow_13,Bone-Marrow_5,Bone-Marrow_4,Bone-Marrow_9,Bone-Marrow_8,Bone-Marrow_2,Bone-Marrow_7,Bone-Marrow_3,Bone-Marrow_11,Bone-Marrow_12,Bone-Marrow_16,Bone-Marrow_15,Bone-Marrow_14,Bone-Marrow_c-kit_8,Bone-Marrow_c-kit_10,Bone-Marrow_c-kit_3,Bone-Marrow_c-kit_16,Bone-Marrow_c-kit_6,Bone-Marrow_c-kit_12,Bone-Marrow_c-kit_5,Bone-Marrow_c-kit_9,Bone-Marrow_c-kit_19,Bone-Marrow_c-kit_11,Bone-Marrow_c-kit_1,Bone-Marrow_c-kit_7,Bone-Marrow_c-kit_17,Bone-Marrow_c-kit_2,Bone-Marrow_c-kit_15,Bone-Marrow_c-kit_18,Bone-Marrow_c-kit_14,Bone-Marrow_c-kit_13,Bone-Marrow_c-kit_4
Trac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trem1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trib1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trim30b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trp53i11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trp53inp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trpm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuba1b,1.53259617522243,1.09581252409971,0,0.921440511047657,0,0,1.42717048125768,0.97706083294632,1.72052080747975,1.34794766629154,0,1.68451691602017,0,0,0,0,0,0,1.01346257404982,1.56286056876547,0.973413628526414,1.59330356682981,1.08107340296198,0.225122971235725,1.329308284381,1.25786384274724,1.2782028706334,1.16261709421265,0,0.99654786320721,0,0,0,0,0,1.53603720770649,0.915002073281687
Ube2c,0.271604826718493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04794150101854,0,0,0.537197061771318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vpreb3,0,0,0,0,0,0,0,0,0,0,0,1.85100841748878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58623258265294,0
Vsir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33000849483997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc21,0.813148895192451,3.0596554789654,2.76057584952885,2.7654486689919,3.25443378486307,1.72054878375086,0,1.64165380464492,0,0,3.26145147169822,0.853214299005502,2.65678866135643,1.84482225935232,1.28096798576209,2.29055596488456,0,1.4983842554953,3.4531227236771,0,1.52387565914052,0.330717506679762,3.25828725422101,0,0,0,0,0,2.46975829768265,1.32073577873525,0.96545754215942,1.80378632411325,0,0.766780166573608,3.43531809174199,0.999829517449458,3.18847187698986
Xcl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ypel3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zbp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698256625802598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723966840215495,0,0,0,0
Zfp36l1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
