,unassigned,Bladder_9,Bladder_4,Bladder_1,Bladder_12,Bladder_3,Bladder_5,Bladder_2,Bladder_7,Bladder_8,Bladder_13,Bladder_6,Bladder_11,Bladder_14,Bladder_10,Bladder_15,Bladder_16
Tmem176a,0,0,0,0,0,0,1.45154015907991,1.56269612795914,0,1.18845539219627,0,0,0,0,0,0,2.05046827128452
Tmem176b,0,0,0,0.855805538657486,1.5930229089104,0,1.80099756682481,1.79247546997684,0,1.64035901951552,0.637981180225774,0,0.651420399095003,1.40269350031981,0,0,1.63911031521763
Tmprss2,0,1.53348643923774,1.51058872184525,0,0,1.31558773037265,0,0,0,0,0,0,0,0,1.28977796215476,0,0
Tmsb10,1.2454657100176,0.991972476431062,0.944890312983108,2.22897510474909,2.62001143366212,0.708818600584839,2.90197227159001,2.1821553135868,0,2.45526384975292,2.40972686272627,0,0,1.83798425499671,0,3.65936062722564,1.01088757703281
Tnc,0,0,0,0,0,0,2.21879094389282,0,0,0,0,0,0,0,0,0,0
Tnxb,0,0,0,0.792947146542202,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpm1,0,0.339280178423825,0.406301097494887,0,0,0,1.94482544234973,0.99371943520727,3.68941317249305,0,0,0,0,0,0,0,2.63866484258308
Tpm2,0,0.269283125035437,0,0,0,0.629511288041393,1.317655005874,0,3.63743156625509,0,0,0,0,0,0,0,2.6208969345899
Tpm4,0,0.265769951381471,0,0,0,0,1.35018079700599,0,0,0.883466136996486,0,0,0,1.44453287813412,0,0,1.22586331513017
Tppp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8788851716564
Tpst1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trf,0,0.318785654264588,0,0,0.801521454407893,1.780633170968,0,0,0,0,0,0,2.40468506549029,0,0,0,0
Tsc22d1,0,0,0,0,0,0,0,0,1.72017367712591,0,0,0,0,1.9245616952873,0,0,0
Tuba1a,0,0,0,1.22020727757946,0,0,1.61789441663305,1.71095385680266,0,0,0,0,0,0,0,0,1.16188470954449
Tubb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twist2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrobp,0,0,0,0,2.5282403328574,0,0,0,0,0,2.97704304725772,0,2.75231154742449,0,0,0,0
Ubc,1.69558007756953,1.56020011026383,1.48103824522147,1.45336220564137,2.19919007209933,2.47727388391022,1.61636470333315,1.53812248755169,2.13337319500803,2.66567221661746,2.35093364501371,1.56520091465362,1.80224873965949,1.8881435415597,1.57171780813626,1.69843287076892,1.93142933867216
Uchl1,0,1.31851039313173,1.04580211536818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upk1a,1.35750941077828,3.06502840459343,2.89576784747171,0,0,1.87264635222819,0,0,0,0,0,2.72589559089648,0,0,3.21060061468077,0,0
Upk1b,0,2.75625150802283,2.57883286948093,0,0,1.51554676502991,0,0,0,0,0,2.33721262281041,0,0,2.16735933904651,0,0
Upk2,0,2.49851461392975,2.40003870335895,0,0,0.728839226242054,0,0,0,0,0,2.30423936639679,0,0,2.32889726455227,0,0
Upk3a,0.903747325584311,3.45617019650062,3.16532908994138,0,0,0.852467423151452,0,0,0,0,0,3.17301946093106,0,0,2.82541604542849,0,0
Uqcr10,1.11619236296156,1.98869164785565,1.95687637423597,0,0,1.74869000167282,0.771586297695048,0,0,0,1.19087276146728,2.07542314782444,0,0,1.37762921428419,0,1.01088757703281
Vcam1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vim,0,0,0,2.30356437185354,1.85781225681286,0,1.88742284698357,2.07383088445428,2.76157757224131,2.61020170883189,1.6091741090066,0,0,1.88037164170518,0,0,2.97607613421788
Vsig2,0,1.55754730080155,1.32210412551347,0,0,1.05851325227507,0,0,0,0,0,0.821241631003105,0,0,0.530408466416998,0,0
Wfdc1,0,0,0,0,0,0,0.938039508340723,0,0,0,0,0,0,0,0,0,0
Wfdc17,0,0,0,0,0.548927654253521,0,0,0,0,0,0,0,1.67156976721059,0,0,0,0
Wfdc2,2.16337435418022,3.59690486095476,3.74183951958466,0.620657801754687,0,3.54278441551633,0.818323345913779,0,0,0,1.05214071612663,3.7412165499538,0,0.378202762640598,3.33259017090853,1.53970646211543,0
Wnt2,0,0,0,0,0,0,0.907943515105901,1.40005409323461,0,0,0,0,0,0,0,0,0
Zbtb20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,0,0.339280178423825,0,0,3.06348319703204,1.61753368136698,1.5515353586949,1.46629508498267,2.94731717709265,3.15048283454311,2.67084537137783,0,1.18638767340672,0,0,0,1.99104736135373
