,unassigned,Fetal_Kidney_1,Fetal_Kidney_7,Kidney_1,Kidney_8,Kidney_6,Kidney_20,Kidney_4,Kidney_3,Kidney_10,Kidney_2,Kidney_11,Kidney_7,Kidney_23,Kidney_17,Kidney_9,Kidney_5,Kidney_26,Kidney_21,Kidney_18,Kidney_14,Kidney_12,Kidney_16,Kidney_22,Kidney_13,Kidney_24,Kidney_19,Kidney_28,Kidney_25,Fetal_Kidney_2,Kidney_15,Fetal_Kidney_5,Kidney_27,Kidney_29,Fetal_Kidney_3
Slc5a2,0,0,0,0,0,0.801616126148672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc6a19,0,0,0,0,0,1.00835245646226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Slpi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smim5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Sod1,0,1.52548865458844,0,0.872743853359934,1.18502413080596,0,0,0,0,0,0,0,0,0.861417446387458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Son,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792580842630944,0,0,1.04687619253495,0,1.82324378247598
Sord,0,0,1.36970598548404,1.99204129009588,0.854720430508533,1.46413757055209,0,1.30577580089057,0,0,0,1.30145214356399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14015916882215,0,0,0,0,0
Sostdc1,0,0,0,0,0,0,0,0,0,0,1.12215202746674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41139323579473,0,0,0
Sparc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77889885692997,0,0,1.0602764806838,1.81518196637608,0,0,0,0,2.81308053723457,0,0,1.44768892504423,1.02705124990406,0.842634029658898,0,0
Spink1,1.15363894694036,1.89292837137982,1.36970598548404,1.88019135390107,2.87436073808243,2.85215874800405,0,2.42975129361339,0,0,0,3.19176447933698,0,0,0,0,0,0,0,0,0,1.02258683402354,1.74097959461738,0,0,0,0.601940781971409,0,0,1.91111201556594,0,0,0,0,1.36747549265736
Spink8,0,0,0,0,0,0,0,0,0,0,0,0,2.16412644766685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16108355651821,0,0,0,0,0.708349673845115
Spint2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809918165865325,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Spp1,1.37522301809077,0.2735281017448,0,0.345581938391273,0,2.639661105232,1.00332491547782,1.67111513635015,1.68035476309201,0.993128234606905,2.49636087276991,1.94875235306014,3.05218402383569,0,4.46079735194476,3.16517238429547,1.40447873165165,0,0,1.44373216580676,3.05088878482646,1.08818298075294,3.46338270414036,0,2.66907098677189,0,1.01026048149764,0.622470169518155,2.5561580318355,3.0578884380167,0,1.07486147434639,3.2435936946597,1.32210736221149,1.29358893673838
Spp2,0,0,0,0,0,1.65331444350454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35811597192876,0,0,0,0,0
Sprr1a,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23780057244933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sprr2g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sqstm1,0,0,0,0,0,0,1.1666688762129,1.24902251950769,0,0,0,0,0,1.1194601751207,0,0,0,0.681060870068072,1.42711883399616,1.8706100672138,0.970003363792555,0.685585832838234,0,0.798937737031141,2.02717606496951,0,0,1.07815976523976,2.13402577018665,0,1.02929872430504,0,2.2288219382371,1.20872045745984,0
Srgn,0,0,0,0,0,0,2.11414100388585,0,0,0.62704927718725,0,0,0,0,0,0,0,1.14184906472238,0,0,0,0,0,2.01304878198586,0,0,1.06193022654857,0,0,0,1.08649891776168,0,0,2.9537176137751,0.764482633670386
Srxn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub1,0,0,1.36970598548404,0,0,0,0,0,0,0,0,0,0,0.710909770120042,0,0,0,0.951781276802483,0,0,0,0,0,1.21791176539912,0,1.34331490190001,1.28935486083858,0,0,0,0,0,0,0,0
Suclg1,0,0,1.36970598548404,1.32593973362897,1.07733320896049,0.469417194807832,0,0.895466930997297,0.699875218142734,0,0.799165383232571,0.68591138956185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549876977844,0,1.28685715703844,0,0,1.4728323075155
Sult1d1,0,0,0,0,0.748582169754848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacstd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679834817039035,0,0,0,0,1.30239241471145,0,0,0,0,0,0,0,0,0,0
Tagln2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01450616300202,0,0,0,0,0,0,0,0,1.04687619253495,0,0
Tceal9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15746603996185,0,0,0,0,1.08390669923548,0,0,0,0,0.31764962409942,0,0,0,0,0,0,1.02705124990406,0,0,0
Tcn2,0,0,1.36970598548404,0,0.337641013812123,1.03231135177177,0,0,0,0,0,0.969340120099958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timp3,0,0,1.36970598548404,0,0,1.061075902227,0,1.25582852506613,0,0,0,0.47169382503677,0,0,1.30206793758762,0,0,0,0,0.565779211843374,0,0,0,0,0,0,0,0,0,1.28674565338068,1.05788574742159,0,0,0,0
Tm4sf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36852463804195,0,1.70248489873425,0,0.764482633670386
Tmbim4,0,0,0,0,0.597588127497105,0.802288603771404,0,0.719780705058774,0,0,0,1.03534241903781,0,0,0,0,1.03080274400883,0,0,0,0,0,0.885458427848709,0,0,0,0,0,0,0.757296135213056,0,0,0,0,0
Tmem176a,0,0,0,0,1.01889724590971,0,0,0.481027626736165,0,0,0,1.09326813179798,0,0,0,0,0,0,0,0,0,0,1.37383928756667,0,0,0,0,0,0,0,0,0,0,0,0.764482633670386
Tmem176b,0,0,0,0,1.32850566218885,0.983468912821437,0,0.6392252048351,0,0.975343409519771,0,1.15866749658168,0,0,0.433073549762372,0,0,0,0,0.974730467710323,0,0,2.12849110890121,0,0,0,0,0,0,1.14015916882215,0,0,0,0,0
Tmem213,0,0,0,0,0,0,0,0,1.46572527539422,0,0.638164382452756,0,2.12299006638046,0,0,1.23015697407916,1.94528753992111,0,0,0,1.06670731836727,0,0,0,0.893719992620033,0,0,0,0,0,0,0,0,0,0
Tmem252,0,0,0,0,0,0,0,0.757249209263068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Tmem256,0,0,0,0.999090810798248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem27,0,0,0,0.536413539234613,1.02630436236853,2.52790665166346,0,1.5307100710269,0,0,0,2.13217712616244,0,0,0,0,0,0,0,0,0,0,0.659619080635372,0,0,0,0,0,0,1.48263010025412,0,1.02705124990406,0,0,0.764482633670386
Tmem50a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400884904985898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem52b,0,0,0,0,0,0,0,0,1.48181035629834,0,0,0,0,0,0,1.42114466591705,0,0,0,0,1.02258683402354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmsb10,0,0,0,0,0,0,1.54576416833978,0,0,0,0,0,0,0,0,0,0,0,1.62389671777192,0,0,0,0.621935911904315,1.46176299370641,0,2.4133296297072,1.59182371095562,1.28986894296236,0,0,0,0,0.982786421807155,0.989655926776904,0
Tmsb4x,0,2.32216711303642,1.36970598548404,0,0,0,4.29124833101542,0,0,3.98194325432243,0,0,0,3.93486348016803,0,0,1.42040210836198,1.72375947138246,2.48072708888885,1.19650400025977,1.82673922142652,1.85838942527263,1.03992398145071,5.26951090179784,2.82965666370419,5.82292387200509,3.66597363100738,2.35672574926352,0,1.16108355651821,3.47821415625003,0.782391548273937,1.57022964881672,4.09990350466431,0
Tnfaip6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25811474032877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnfrsf12a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722311871919374,0,0,0,1.48181035629834,0,0,0,1.76454839926779,0,0
Tsc22d1,0,0,1.36970598548404,0,0,0,0,0.886559075897978,0,0,0,0,0,0,0.400884904985898,0,0,0,0,1.44506736035739,0,0,0,0,0,0,0,0,1.38218686138623,0,0,0,1.0890270636492,0,0
Tspan1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782391548273937,0,0,0.708349673845115
Tspan8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701811833999975,0,0,0,0,0,0,0,0,0,0.764482633670386
Ttc36,0,0,0,1.48181035629834,1.47243463533965,0,0,0.886008399375662,0,0,0,1.01450616300202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581143841094196,0,0,0,0,0.708349673845115
Ttr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Tuba1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0600921809444,0,0,0,0.900559265240162,0,0,0,0,0,0.764482633670386
Txn1,0,1.03125484359988,0,1.20192481621989,1.36450864834442,0,0,0.812056242481866,0,0,0,0.958854692753115,0,0,0.824673964990395,0,0,0,0,0.251120870924602,0,0,0.698858607284949,0,0,1.39280114153829,0,0,0,0.757296135213056,0,0,0,0,0.764482633670386
Txnip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrobp,0,0,0,0,0,0,1.8413327130242,0,0,1.25926116824234,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4446010957836,0,0,0,0,0,0,0,0,0,2.67599934549923,0
Ubc,1.04687619253495,0,2.05947916407687,0,0.705693463562221,0,1.32274455399099,2.34044453136151,0.832827222947725,1.43314752673045,0,0,0.879997182749034,1.45782386340897,1.15746603996185,1.34281796218926,1.28930178360941,0.592222874063664,1.53949976616388,2.18461904532496,2.68221840416405,1.51858692339288,0.870870683279616,1.50330411790123,1.59656976195369,1.10873095669331,0.783111672601775,1.91401013432516,2.78126254382341,0.347578326191202,2.16795972382644,0.782391548273937,1.64713162533559,1.38781279738624,0.708349673845115
Ucp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57022964881672,0,0,0,0,0,0,0,0,1.05876114880559
Umod,0.814362873266874,0,0,0,0,0,0.840899601652832,0,1.75385450854503,0,4.21107495124075,0,0.363717524231358,0,0,0,0,0.592222874063664,0,0.883743681842933,0,0.580849262731085,0,0,0,0,0.659976418803268,0,2.45664280541538,0,0,2.11088416032029,0,0,1.12723289492019
Upk3a,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12225911553179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vcam1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708349673845115
Vim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13674140567104,0,0
Vmp1,0,0,1.36970598548404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871827324189725,0,0,0,0,0,0,0,0,0,0.347578326191202,0,0,0,0,0
Wfdc15b,0.3941861498292,0,0,0,0,0,0,0,2.56247959496576,0,3.45827620168544,0,0,0.393338166866317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16988238570009,0,0,3.12856372901755,0,0.989655926776904,0.764482633670386
Wfdc17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wfdc2,0,0,0,0,0.586243344259176,0,0,0,0.881083869110672,0,1.39248142544684,0,0,2.21457374041983,0,1.49828398681701,0,0,0,0,1.50162667600741,0,0,0,1.53203804764553,0,0,0,0,0,0,1.07486147434639,0,0,0.708349673845115
Wnk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764482633670386
Wsb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921541307174292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14015916882215,0,0,0,0,0
Zfand5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57463650164057,2.12543084590802,0,0,0,1.14749291241564,0,0,1.2535511188571,1.15078606350057,0,0.929976621840705,0,1.00369882509967,0.896593418251052,0
