d0	d2	d4	d7
Sptan1	1.69279211857304	1.59091122700555	2.52598299100247	2.63472399541324
Sptbn1	1.74762343738136	0	0	2.28828486839425
Srm	1.7963914647804	3.05695600470012	2.60731099771891	1.32375268643662
Ssbp3	1.01274768442225	0	0	2.00472852199395
Stip1	2.43860256304797	2.90705066623223	2.51780170735362	1.93145891066599
Stmn2	1.59028221464349	1.62418995118423	0	1.07998823343837
Syne1	2.11069254980999	0	0	2.0983475507832
Taf1	1.96592855815382	1.98264351183075	0	1.63846323507445
Tagln	0	0	3.17334822356306	3.24912040294886
Tagln2	1.05418408933685	0	2.47624068015575	2.93226447325228
Tapbpl	1.75856883370119	2.67902009303677	0	1.11079750930342
Tardbp	1.95288727583952	1.64849942424753	0	1.77809161128314
Tbc1d16	1.77848095589947	0	0	2.31756626255943
Tc2n	1.52824298454398	2.71736585098577	0	1.20395661099287
Tdgf1	2.07636796727794	2.33710661264919	0	0
Tdh	3.00697810980762	1.2597833788702	0	0
Terf1	2.33400970630067	2.40886810892374	1.78808840514792	1.38919888427943
Tex19.1	1.87205518556087	2.21776776156082	1.71604806429525	0
Tfpi	1.48199103498376	0	0	1.99713710632286
Tjp2	1.46755272601536	0	0	1.91978749155605
Tlk2	1.8801202862555	1.42084215140584	0	2.08540834270603
Tmem126b	1.15071989648233	0	0	2.11520408632489
Tmem230	1.61212987156271	0	0	2.24574422972537
Tmem263	1.89047852974885	0	0	1.76299201363483
Tmpo	1.95984307403721	0	0	2.42458426464967
Tmsb4x	2.72593443017673	1.73858365546716	2.73811279113411	3.42845410301323
Tnfrsf12a	0.555537644242387	0	0	1.92110027492786
Tnrc6b	1.74084328140248	0	0	1.70389499996504
Top2a	1.68442578298963	2.34250605779671	2.31557715673828	1.26905532554648
Tor4a	3.49082982407659	5.24602638726718	3.7554475986612	2.63627833279506
Tpm1	0.890027269703881	0	3.17634825551325	3.32560810731713
Tpm2	0.682787758655594	0	0	1.89416944250568
Tpm4	0.511889273095007	0	0	1.7532634902248
Trabd2b	1.4624180579338	0	0	2.35439628720882
Trap1a	1.62277269254469	2.0241181982803	0	0.590296175624739
Trim28	3.72943791998423	4.38193808149493	3.49486836468562	1.93536113787664
Trim71	1.86505264451702	1.67125053379502	0	1.75436599865741
Trip12	2.43736995588072	1.60666802165004	1.9923855657314	2.64216134457315
Tsc22d1	2.37835446472827	0	2.04741478826325	2.44491467283433
Tspan15	1.97831374384371	1.84977749572245	0	1.05373243127564
Ttn	3.5157804107743	1.31091790351088	0	3.4964666135034
Tubb6	0.910887678194341	1.2299057612018	2.35769100175397	2.97163329545315
Txnrd1	1.64801790306833	2.03332901043576	1.85222055671277	2.05598427316233
Tyw1	2.93166727955016	2.41823533984223	0	2.48738482303597
U2af1	1.62156006938759	2.67530465850475	2.43297101777825	0.891146363173746
Ube2c	2.15175690654463	3.20563947150616	2.35125583160186	1.54262634352779
Ube2s	2.48315940700037	3.61154918844215	2.78750180165167	1.42491627507102
Ubr3	1.52589761783815	0	0	1.8895012762579
Ubxn1	2.16124142749737	2.16159751427671	1.94505026766107	1.66476164311402
Uggt2	1.97166114707906	0	0	1.60414959376909
Usp9x	1.90919885247993	0	0	1.73067966284399
Utf1	2.20261490906132	3.01082070664084	2.19492876933455	0.8439286056369
Vdac1	2.47570155629255	2.21776776156082	2.12196691283238	2.00631082603572
Vmn1r58	2.19883129410748	2.71773483268413	2.16091783238734	2.20286368321383
Wbp5	1.4945706102613	2.10046516131458	3.22373690248269	3.39605773573461
Wdr26	1.39327763309698	0	0	2.47334634752897
Wnk1	1.54231647074407	0	0	3.16301517141128
Xist	1.87333268826674	0	0	1.73606560563994
Xpo7	1.96472798192918	1.47794037196948	0	1.84250314282151
Ywhab	2.04888236714087	2.20241182357884	2.38509468192141	2.57515502576436
Ywhae	2.51005763564594	2.69257171379589	2.3495943974793	2.18291948555099
Ywhag	2.42236480422353	1.8956206105223	0	2.14136155445964
Ywhaz	2.66402061592317	2.71773483268413	3.05602850504606	2.96947794293921
Zbtb18	2.30058572141319	0	0	1.43464601698172
Zc3h11a	2.05296364579976	1.88402477777303	2.6184085466134	2.12948396773586
Zc3h12a	1.80980533114248	2.35411064188201	0	1.49119440756296
Zdbf2	1.68827996578957	0	0	1.74922096897777
Zfand5	1.76871307141241	0	0	2.23555615884997
Zfp385a	1.49325584745047	0	0	2.15759147291688
Zfp42	2.18407523399522	0	0	0
Zfp706	2.50488911661441	2.01574569648926	2.59269685848993	2.13176857690934
Zfp870	2.46776388018281	1.51164231118516	0	2.65589396131363
Zxdc	2.14208918429388	0	0	1.8069946512938
Zyg11b	3.01697711616765	3.68179512393848	2.57204513951844	2.42209102972451
