MPP	LTHSC	LMPP	STHSC	Unknown	ESLAM	GMP	MEP	CMP
Ints13	1.77822624684052	1.4632082392295	1.9128676752319	1.61236079190677	1.99311383119666	2.3333095511779	2.36985134784896	6.49909856801473	2.09076802821481
Polr1b	2.24964102021312	1.94703298837668	2.29117200907723	2.14679701323199	1.70960479239171	6.44752867460747	5.07188966807361	7.18135801247579	2.7704251155295
Leprot	2.87208159907426	3.95400984883245	2.73606326204015	3.19275963458022	3.34233775656141	6.74528245829215	6.10116786934893	8.42189789328868	3.93192042816855
Cept1	2.46251022598662	3.04724014706829	2.43983182251084	2.55273217752555	3.32517614553772	2.09292431779279	4.55346067110244	6.31133915522391	3.87977910430212
Flot2	1.58724016725471	1.53722593225092	1.88656355956206	2.20630209978003	2.13062220518902	0.52089606446165	5.97417881147846	3.0211750761884	2.1745774477861
Dennd2d	2.93881952717134	3.24716738562024	2.23335915067275	3.08155683707382	5.31942889851222	5.35017789229078	1.54750397466784	1.1819614304782	1.57809607780684
Nsmaf	3.89540023125511	4.87824618615172	5.04104191873498	5.53398948642051	4.20890486525419	2.58544545771083	5.62518893140527	6.42997292337314	5.22338745198808
Sike1	1.69972714881296	2.14775818931962	1.68111595649129	2.00149040828419	1.74631023080447	1.73483921141329	1.88070215658944	1.659568930341	1.89337311303784
Phax	3.71199231660469	4.18738336645643	5.98838391085163	3.74991265791031	3.07606382105446	8.72693638152215	5.53139535416281	6.38426175960991	5.22242808651114
Spns3	2.10574258330093	1.22846814583548	2.3341998890177	1.32585444120307	1.08934847594612	1.69919145598707	6.895743119579	1.45315842843372	6.81775531437254
Arl6ip6	2.3065286510856	2.36620238400569	3.0490331330989	2.19710911027339	1.64456038613779	3.7570364441519	5.90417991365747	7.66225167433826	4.13587496830201
Slc19a1	2.08801426860182	2.34979868174492	2.20066654208026	2.47533908273262	2.04112179421985	2.51834507790633	3.78216791511298	7.40286317966049	2.07077187437404
Rnasel	3.59924924963385	2.81723467283494	4.29330175744508	5.32964300399775	3.11892806795819	4.97243134954028	4.30471225277876	2.213022917625	3.34108458644888
Stx2	1.43686123003746	1.63622250766318	1.52325305435728	2.28701039413626	1.33697189471632	2.5225761542274	1.69956957613716	7.698206293068	1.68790615525108
Elf4	2.59419451659226	1.63622250766318	2.57020149073648	2.97721059757541	1.46074015131894	2.52905098599794	3.16770663034318	1.27091420443349	3.80752211727272
Slc31a1	1.43650903354045	1.32341571786094	1.16010473453046	1.403705563	1.18942356519515	0	1.46452622045932	5.91455885312477	1.35727210887591
Mrpl20	6.6602684223019	6.33334442336337	6.07620571919645	5.31578871894034	5.93386146204824	3.21977532230257	7.3528227652307	8.78412949740657	7.11803842700227
2210016F16Rik	1.65986625872142	1.96561456202522	1.95198142959702	2.35041891960776	1.70414912164585	2.38446485623463	2.96189740061233	7.48647457283323	1.7331431097379
Cd52	5.76695583486778	2.09346205552019	7.0541096893777	3.86036031022878	1.5426134548705	2.20164310950384	6.47703312864424	1.09885937575848	6.11136606923159
Slc20a1	1.42533503731119	1.73801023059881	1.33346572603403	1.84539418279877	1.25832750612939	0.83689632128695	1.52754728085554	6.58778181705151	1.77497050030597
Cks2	4.97074831630528	3.52411844738728	4.80394189398381	4.19620318971307	3.60680800853394	2.46380526853217	7.65451495869083	8.60377543594139	6.93242050701615
9430015G10Rik	1.28662361737598	1.16811937270855	1.32090951790752	1.42112900156025	1.25955648032003	0	1.56359111848465	3.87267685340876	1.54021056091031
Sdsl	1.67748545876161	1.8605652794368	1.23976092417209	2.26823536389238	2.44173655521006	1.64359498338625	1.77941477439101	7.72441503874441	2.43933588836317
Afap1l1	4.86136325147836	2.70677887928213	3.89931525549372	3.90301844660113	4.69859769055172	7.3755257525304	1.68512426903271	0.939353659279027	2.25531654754223
Fgfr1op	2.36279947172944	2.0811255728358	2.13394678186653	1.8535162364724	1.70900388152687	2.07309440631796	3.89285346576801	6.33707997361024	3.12093684685214
Asb8	1.60547468985856	1.68808183436461	1.71282740628503	1.98717925293394	2.01500002701244	6.15140064356068	1.97396949329513	3.23830814183678	1.56809371136998
Taf12	2.6409290980134	2.66786711113167	3.14439192141259	3.24711233694814	2.46841674264434	1.65710660643287	6.0725590594899	7.97873671874663	5.77369540361886
Prpf4	2.04918238732544	2.41595682352731	2.1445179810882	2.47206826732718	2.24008360776231	0.83689632128695	4.18202485059352	6.67574721840243	4.22750704206001
Ppp1r15a	2.43069910805834	4.90288416941772	2.15299272558126	3.15954055354959	6.22229291025404	2.66860816685117	1.86935561632425	4.30967614306551	2.52568149100049
Pdzk1ip1	3.31572335334916	7.8807527040361	1.87541251615271	6.32671139856161	8.50238350540405	8.91132056340217	1.00505177206561	5.00429365076699	1.62037296307505
Anks3	1.12661048458855	1.58121560926545	1.37711634097604	1.9365063561469	1.41969766655476	0.52089606446165	2.05888309368274	1.10084114860617	1.11978660051621
Ubac1	1.87259680908828	1.77254319532394	1.89853992650014	2.17088536491442	1.73800648613142	0.83689632128695	2.16030172901007	7.48193441292048	2.33207781289852
Sh2d5	2.92664036603584	1.12918682602598	6.32961582036488	2.97953258157687	0.520536852229653	0.52089606446165	5.46902119969823	0.715412654661941	3.72632147051399
Igtp	1.90444136221873	2.20929714272054	1.89095208086164	1.74726340745875	2.44983320779684	4.70004756306689	1.26991862147293	1.31121315587952	1.0859798760639
Decr1	2.56795960269698	2.46919695557795	3.11462943653858	2.66302802344465	2.95098688027355	7.32514133830114	3.2389504862409	6.6613327043784	3.29980730982215
Tmem164	2.04924169103265	2.79850530550029	2.78094436293901	3.24067996522656	2.83147111851087	0.87898117084115	5.23570487168273	6.12140096491246	2.88521076467963
Hmgb3	5.7541115192979	5.71856535789834	4.88927252951535	4.28560040903091	4.85399655657624	2.28050624588254	6.17864906932463	8.45105347944756	6.65160250277646
Anxa6	6.84130830377289	4.87907309950478	7.08267361701956	6.64953781615418	5.45245521504313	8.90956292928612	6.31090544086838	2.46274735700257	5.4004236067092
Exoc2	2.5558633092432	2.58052211059109	3.01218479138001	3.10503451070783	1.8756875203943	3.3055606226849	3.53583699533522	4.30655707456091	3.26592821702517
Stard10	2.12521677218415	2.20929714272054	1.86003847216565	2.76576770019774	2.12004248308213	0	1.6741061963333	7.62775769787972	1.55400829523347
Pno1	2.6502464401474	2.13620684801187	3.08741382828734	2.9739414610304	2.26553253748309	1.83197915652059	6.68812193999758	8.01403989460007	6.03340904097365
Napsa	7.71360403444427	6.90861906699391	7.82697742606441	7.78017632222967	6.88187082888686	8.12089217042652	8.1389277004409	1.69762897397063	7.40749421497494
Snx4	4.02644017969529	2.39162970533885	4.09198662175576	5.52947128929355	2.8868309127233	2.08379572611691	5.62519529624458	5.57330161853366	5.04291381958121
Dusp1	4.15514301685748	7.32299363768357	4.22450578633375	6.11217133801735	8.36974777621444	3.95420100916507	2.77793564608682	1.95157271460729	3.10847598763208
Tmem43	2.68101809705596	2.36751747286861	2.88108590659999	2.61746065423143	1.76484814865118	2.34999558731894	5.49399271427246	2.68264450639344	3.83388847879126
Hist1h2bc	2.37735244949147	3.44222936960167	2.52610593621139	4.87081530809228	4.43776830844748	3.49001792791564	5.5056712241092	5.40195711269501	4.93807855101146
Wdr41	1.48767398785972	1.39673965834653	1.2499704372196	0.992844210074571	1.66251521752318	0	1.09399401331656	1.63688864510559	1.10847034644171
2810013P06Rik	2.0419933819416	2.58088402770009	2.26190908337137	2.37617764477154	1.7753940889658	3.34172977614665	2.29536924521201	2.08010090058743	1.87857219094016
Xpc	5.01474427995895	2.44481542954916	6.17388086696069	3.36227886866877	1.98459726225343	1.46029596073662	5.93078055006142	1.71908885554428	5.67765041399119
Pstpip1	5.37356554598455	2.25392847694555	6.83351610703355	3.59913411635742	2.0554582114659	3.34172977614665	6.79311819697423	0.922848718964769	5.14395250076455
Hist1h1c	2.47872495870971	3.15322401964706	2.29738823490839	2.8115725155382	3.61194532519801	2.91207793971205	4.29393573268105	5.04156234582296	4.81310935604768
Pgm2	1.82583630939632	1.41173040005462	1.30652942258687	1.42272201250734	1.7111800323889	1.45493233085591	1.90253405694294	0.650662275632269	1.32813141118846
Mrpl37	2.89479127367076	2.76677022331548	2.74363118181804	3.07743321552964	2.35019057694343	5.86534679961106	5.78741953607587	7.71160557762338	4.47474854768549
Ccdc50	4.02320596219869	2.17335176616568	3.67080813467793	4.0091299496139	3.12340335675783	7.0201321090486	5.70698580188781	4.10249958456836	4.63742295753963
Ndor1	1.66145683527331	1.77260826535749	1.72901589001093	1.73052345319846	1.14378123831044	1.7158774921281	1.32671880293579	4.37073308776361	1.74513531066635
Asah1	4.94530840513158	3.57282134569948	3.22338023186822	3.3310791987567	6.59893439323048	1.78962699601002	5.47990443974947	1.5815170262131	3.97937384535277
Elac2	1.49913154886474	1.40174974791195	1.65420695333188	1.88331429890053	1.38325361920265	2.08379572611691	1.88923473616611	6.44622341876362	1.46323928083415
Pqlc3	2.68439397427343	2.42861508575724	3.42245679289868	2.20630209978003	2.56195220749504	5.2255949469854	1.69251434382564	1.10084114860617	1.88795779724962
Dhrs3	2.19634875544154	1.68808183436461	6.30419611456638	1.70716769137898	0.677375424493733	1.78962699601002	1.40860837531854	0.840222098011499	1.89337311303784
Jak3	5.77774441879693	3.21613439190914	5.46354577843244	6.72956299187675	3.04320958545871	4.274980695114	2.04801505826967	1.16736013564671	2.28919890433889
Ubash3a	1.57714731047938	1.04876361137457	1.69741503483776	1.58628176677256	1.08930602672004	1.13893207403061	4.620009354878	6.48191274862162	3.02789275273264
Isg20	3.0935868844299	3.09416816220972	2.56374514762425	2.53379656309991	3.2403321305033	1.69919145598707	1.34465891084008	7.52008587774548	1.83578469741506
Pafah2	2.1807992902833	2.24536094337853	1.65418348833427	2.45827514078272	2.5869673844597	1.45493233085591	2.96583535660602	2.71915634433764	2.35514601447362
Jun	7.08817555799332	7.48425839269087	7.41872161096932	8.46304072458035	8.18727113509714	8.0833665521262	4.79517128274897	2.57895819891288	6.71500405964433
Usp10	3.48159871440235	3.711076654721	3.38904123150504	4.10425755788872	2.88536588377277	5.42561876953381	5.98997793092271	7.59771375480069	5.00365055767395
Rcn1	4.42980961842069	2.73805688239214	5.50269536832212	2.38041910897902	2.62179860115986	5.19041164771906	4.26001559555033	3.66070403581659	2.60987232812349
Mapk9	2.48966679868159	3.39497475224109	3.2017069034231	3.4279010122889	2.56835154770367	2.08379572611691	2.90746999229779	7.74355412952596	4.18711123790883
Stom	2.03798979310597	1.91597302665434	1.88468161404478	2.58180849193645	1.45647224427318	0.83689632128695	6.90745458900775	8.5411538727304	3.62798370709457
H2-DMb1	1.9884998408213	1.45981949889792	1.96498272846043	1.63765806294597	2.13754015169053	4.37329646099481	5.48799148985727	0.593935296421298	1.47654441788287
Pidd1	1.03572143247586	1.05840382615716	1.02586383088748	2.07686926619872	0.859141962094405	2.72388140170761	2.34663533430541	4.32032199065456	1.55255445723559
Nek9	2.54496857330496	2.10999286718292	2.40256075481713	2.56107072042829	2.18949349085198	2.91207793971205	4.92250427554333	4.9647853014785	4.04184309798912
Fos	4.50101266094931	4.71710617276209	5.37875485213116	7.17379280897394	4.78323300307653	4.56023695358489	3.25028599996066	2.50758534147091	4.45996541142186
2610035D17Rik	2.01510798513197	2.04734742972986	2.22976626987045	1.71389174155936	2.11293571703075	9.37145708259444	0.887660502680454	0.983824651763117	1.19465890863025
Snap23	4.68292130513064	6.08447844437564	2.47132483243757	5.04887285702272	7.30840514670992	8.94206490972139	5.61652326424359	7.36216841305026	4.85879785406673
Ier3	1.38148983201484	0.590116300441331	1.70996124166343	1.43014290294647	1.13443834334666	5.21142542919916	0.742674274577512	0	1.31113824524359
Tbc1d2b	1.48396400764565	1.41170848860352	1.44987354091925	1.51977947558204	1.46939905858747	1.7158774921281	4.63636145988412	5.23498436695536	2.7702559457257
Mis12	1.53462460370781	1.70870699118727	1.33044504633888	1.598458280449	1.34715496952398	1.69919145598707	1.52387586512424	3.18053053227573	1.57560147132218
Mtor	1.24470433311627	1.01496058277379	1.25034686169032	1.7853856249477	1.38724469603924	0.83689632128695	2.41090550899094	4.00066608975307	1.58727877247149
Haus2	1.45986209376291	1.47118567442892	1.26869271923079	1.80760515343454	1.43541573884934	1.83197915652059	2.27321680703492	4.48366292334592	1.46452314483543
Mtap	5.18272935407987	5.7005982675701	3.0805706360377	4.39881651668161	2.81123653525336	6.78489376346958	5.18934000855179	6.93931248177559	5.17812074428202
Rasal3	6.34368903417649	2.80253570038264	7.1953471408249	7.61561531848653	2.84775984487695	2.40622451722587	5.6351779408155	2.04501411740986	5.92372527100966
Xpnpep1	2.21510781769973	2.13090778068058	2.03114491405653	2.00219381626944	2.1595582401849	2.24506454717249	3.64439155763805	7.49040059060718	2.7859234825674
Zfp386	2.80235361820939	2.55686849021036	2.70973211870696	2.95165144991368	2.48729162203544	2.40805638242845	2.85231179580445	2.0775299149839	4.99810933959441
Tollip	1.55667617274365	1.73237007118547	1.71277211555924	1.85667984610056	1.81015600980568	0.83689632128695	2.36150423272919	2.90243123184317	1.55773999801778
Cers5	4.04600634982645	2.99033196329366	3.11128438425232	3.2125513298236	5.98065779825379	6.04827032013799	5.63726252868429	0.94482767753947	2.84368975927942
Enpp4	1.16888562978398	1.16811937270855	1.09591047417896	1.44886096843566	1.54062015575548	1.45493233085591	1.08462516837344	3.72398423567428	1.3183690364166
Slc39a11	2.64278602840402	1.82500452066717	2.64861504743677	2.3301667831864	2.18978800077173	6.02254430926791	2.72266803953555	1.66283778400869	1.67406080482831
Dnajc5	4.04358014225127	4.34403716678782	4.92541650582625	2.88094162377118	4.0693793399998	3.17224379893817	7.00293552846543	7.0133766549408	6.04900200891824
Pcyt2	4.78959246173948	4.37194027784414	5.67416576017312	5.42200705626569	5.20266568376109	2.32468546096925	5.54827309257139	6.89341090512085	5.57436775595808
Ftsj3	2.86281026277242	2.42071665945732	2.44994710613323	3.24711233694814	2.65303900079824	5.86093652829669	5.94521114631728	7.79554320410948	4.31713159037441
Tmem97	2.29797865587314	2.6678040031293	2.1881570332367	2.36863062448781	1.81706164933326	5.82330909570796	6.49787441836379	7.69918109126208	4.28010103803581
Cdc6	2.2315479878187	2.01388122533755	2.15390667597681	2.47533908273262	1.58498927062911	2.20596030783103	4.71475956697516	7.98502713696045	2.71951589596828
Cd79b	2.21288560653778	1.87870372837215	2.29825108305345	2.22571159848424	2.29349331925155	0.618036009568955	3.42604531930949	0.763452466721447	1.87969781007664
H2-Ob	5.46493555682371	1.66796587180522	7.74091135263145	2.52804733591339	1.51147579756002	0.52089606446165	1.45862735009105	1.19995155962766	2.76743328537329
Tcp11l2	1.69466463622408	2.2097794384399	1.55488381893388	1.8431719779387	2.33563311910695	7.62044221486134	1.24893788053156	0.908267376824802	1.4696609519752
Uckl1	2.62824188495834	3.44006328385141	2.6163456325325	2.58386719899742	2.05038375726753	1.7158774921281	4.70950681185658	5.80627469292796	2.97399890494408
Ncln	2.8493280849816	2.92195955720546	2.6499794098614	1.81907795050195	2.26297777982226	2.58544545771083	7.08774677648626	7.48160496563268	5.51499080000105
Procr	1.50301693638749	6.88510058294476	1.08054883254996	3.40755740219519	7.36502565322263	7.11658229538108	0	0	0
Klf10	1.91326372310379	1.5292460738103	1.32074307367443	1.52578648340481	2.08919420857077	2.33927713157777	2.29691248683932	3.1789420772503	1.65169474681863
Tars	3.20236292139201	2.60167152541204	3.08675350384437	2.29156802387108	2.67964047817307	2.07833197030557	4.97686174932031	7.23039988915129	5.05098780290619
Oxr1	4.50607340218086	4.52440202656781	5.65253602040359	4.94357711378728	4.48703117206566	2.72925619298125	6.51049945700854	4.29394959440733	5.89029676840188
H2-Ab1	2.19138494037262	2.94783499464083	2.05936496445398	2.8973147397473	1.89085635510431	1.13893207403061	2.01829002781137	1.76519324259234	2.01039138437258
Cpt1a	2.55070342961304	2.79850530550029	2.24741391406943	2.76284363385814	1.93738160249188	1.64359498338625	4.14213754959203	5.74718053973412	4.46928803255899
Pacs1	1.44746530425947	2.40038604192978	1.87251536202115	3.32969359241545	1.93999969010365	0	1.53517910131658	3.24443997503555	1.47820435301443
Fads1	2.18990143756314	3.17509895087455	1.87720107315266	1.96114416904569	4.24777519980403	7.03609678920925	1.58874510017915	6.41753065742676	1.9810086757389
Wdr6	2.24328703328129	2.61701318180543	2.79228811542986	2.8704111027088	2.69701412964548	2.66860816685117	2.81775946867807	5.1719256252466	2.35806879342362
Fut7	2.09895681157895	0.616255804805335	2.4449177057663	1.31804628940876	1.08303206877426	1.45493233085591	6.29153817901567	0.81280269195295	4.6696826795003
Fbxo18	1.35861993459392	1.45858848576747	1.52394866307965	1.63449445331781	1.62871388765405	1.65710660643287	1.79218500043241	1.85045065907992	1.27377171409512
Rexo4	2.24278790746005	2.37498978149678	2.79046213274071	2.15867410522766	1.93880458965837	3.34172977614665	3.78241808544507	6.57183851183163	3.01303746024179
Serpinf1	3.03903399840859	2.16867038277688	1.80250971410875	3.49062800801629	6.31456467800388	7.89676388590245	1.84406072882111	0.642320056582426	1.44826008929919
Atp6v1a	3.53867372018109	4.43667627017627	3.49956914094174	2.97004840055578	4.66974925222746	7.87559654014014	6.19515296559985	6.23526201495535	4.5894349197411
Cd9	5.28248278457945	5.61449493623552	1.877991521604	3.36152724555143	7.51970002749638	8.70215731505106	6.46739286288498	1.64923654389453	6.44464474422028
Anapc2	4.34202990156849	4.98303476542598	5.33080655671256	4.03868930184752	3.78998162644062	7.5111154715988	5.22856374246869	6.58565709095314	5.78066138570199
Vkorc1l1	1.48846189606849	1.45599986011329	1.22567457369317	1.96114416904569	1.42956908089513	1.3577923857486	3.78119098450501	6.95536030314265	1.94345961906046
Timm29	2.30854602979221	2.29026855490367	2.0881268791126	2.24996459074548	2.67771574778036	1.7158774921281	4.35313500317497	6.63435787769353	2.4636646650873
Pml	4.15561510388996	5.75647502270048	3.18561288306231	3.8529931146619	5.2771746565964	2.47752858792263	4.53493266710905	7.11499960093636	3.92324262812429
Knstrn	1.40298196939699	1.2541549478119	1.24999442923892	1.45662639048534	1.0685849393979	1.81214924504577	5.11221334623255	5.95865208252511	3.09727304436923
Cst7	1.89535998540154	1.24235477174918	2.38687761907004	1.69421543915374	1.17538592292342	2.15987170344089	8.91081560208774	1.62526769749089	7.45664250421412
Gpcpd1	2.54595165150341	2.64883924396139	2.44323294157713	2.23829784069386	2.06825010661372	0	2.60094367257572	1.99664648444059	3.37861824893172
Golt1b	3.25667837198795	2.42097409266876	3.25710251771748	2.31268224776282	2.6827487210803	8.61256391288986	5.18097760772526	7.39319939314795	6.01574264372319
Trmt6	2.91938448003729	2.29026855490367	2.74722928253568	3.1787103852981	2.06951871019819	2.63081767001961	5.37592403078015	6.92567464785338	5.16246654180123
Aar2	1.49785599093509	1.29363913130559	1.23566021700297	1.41759768255908	1.84046455088766	4.55980782222131	1.29630951354631	2.34254824388355	1.07405524096288
Ncaph	1.07769934190881	1.12493315641623	1.00734767493093	0	0.857143214851924	1.78282487777621	2.46857516633594	6.26982909687658	1.62581685435162
Fpgs	1.99789119546977	1.77086957009152	1.62495793762373	1.71676274326977	1.7492914424498	1.910102571062	2.22354830230307	7.66540173004636	2.15755745839409
Skap2	7.58190369875898	6.29165686739114	6.56069629598476	7.12595335720021	6.46032859998145	5.55010004150919	7.0828983321474	2.89179609905977	7.1148555232746
Fam136a	3.79612388802819	3.23006524288463	3.34719114711655	3.91377550349155	2.9552871909289	2.46380526853217	6.68411579778792	7.82978166659176	6.16086179740435
Map2k1	3.0871217214957	5.81431447225965	3.96824874962287	2.7319808093934	6.08363726001283	2.15987170344089	4.05892951438241	5.70741813659725	2.68653269269511
Cnn2	7.72021894747323	6.6877015201373	7.67361434855877	6.56382608195738	7.8275857702153	4.76221209280409	7.58373164063062	1.87715352867587	7.61700632778449
H2afx	5.43844718393057	5.33921125977245	5.67919830883929	4.35502768605392	3.24255011625962	4.93690550945549	7.30321839672396	7.50153212882342	6.83491997150661
Prim1	3.16528290962923	2.79850530550029	3.43793147527407	3.06825230098811	2.20662127310943	2.96081649976016	7.28931376123208	8.18755909469705	6.59449918719381
Mum1	3.15970876102232	3.63678964309772	2.80375730086228	2.32645040367948	3.37841612024696	4.89893577937165	4.34606803146438	6.6264783923244	3.3954219339919
Abhd4	6.59440041810896	5.07272495076617	7.22966043098753	3.22301408114108	5.97583920247874	5.47135501713537	5.44390200794972	3.7212928655576	5.73349256572844
Dcaf11	2.37785673888513	2.94262851209671	2.79171982114052	2.76284363385814	3.16510248666012	6.1380793642268	2.92470968831157	6.43885554414348	2.59962092681344
Ap1g2	1.78247293656853	1.70870699118727	1.79414275473341	1.23179334261514	1.52162547838862	8.34740120242006	2.30418049206198	6.14000242196068	2.06373825151217
Stx7	2.36464654924359	2.85476776458266	2.41855673929391	2.9778096919467	2.77257810907444	2.78107480049471	6.53641748249011	2.67754956049491	4.35190551354679
Trmt11	1.78324732013996	1.52743676925729	1.45168723512073	1.76363976470412	1.41498243686269	8.24049167462723	1.89413656220461	6.07995835852962	1.78536831460986
Cdk19	4.21855919473574	2.60583711117029	5.95645416365221	4.55802504390993	2.06951871019819	6.18196469602405	4.45816294388298	1.78667933573605	4.18444152946028
Fig4	1.59689742878461	1.62499868303697	1.51593461627066	1.07944174303344	1.28374152734285	0.83689632128695	1.64794381675129	1.59964136836283	1.24305690240703
Myct1	6.19042261024769	5.7133226759155	5.04110095564974	6.44934719647408	7.84454822491175	8.23217691025349	2.15930232636075	0.901371169000166	4.38348670819407
Zufsp	1.47624474933789	1.81224355291811	1.3214945529916	2.15867193089268	1.40474221938588	1.78962699601002	1.6272885508054	1.64167057215451	1.2361394380703
Tyrobp	2.7751814014499	1.57072877653304	5.12899206782077	3.01535734178018	1.34347417404331	2.27603348354919	8.85422070397981	1.34945653874652	6.94190976223843
Rnf125	1.06638575213689	1.7171157611171	0.896305399829056	1.8431719779387	1.86979924616866	4.28173354767325	2.08585514069094	3.59212199913833	1.43738028725274
